0,0,0
0.000674664,0,1.1992e-05
0.00136531,0,4.7936e-05
0.00207193,0,0.000107784
0.0027945,0,0.000191488
0.003533,0,0.000299
0.00428742,0,0.000430272
0.00505775,0,0.000585256
0.00584397,0,0.000763904
0.00664606,0,0.000966168
0.007464,0,0.001192
0.00829778,0,0.00144135
0.00914739,0,0.00171418
0.0100128,0,0.00201042
0.010894,0,0.00233005
0.011791,0,0.002673
0.0127037,0,0.00303923
0.0136322,0,0.0034287
0.0145764,0,0.00384134
0.0155364,0,0.00427713
0.016512,0,0.004736
0.0175033,0,0.00521791
0.0185103,0,0.00572282
0.0195329,0,0.00625066
0.0205711,0,0.00680141
0.021625,0,0.007375
0.0226945,0,0.00797139
0.0237795,0,0.00859054
0.0248801,0,0.00923238
0.0259963,0,0.00989689
0.027128,0,0.010584
0.0282752,0,0.0112937
0.029438,0,0.0120259
0.0306162,0,0.0127805
0.0318099,0,0.0135576
0.033019,0,0.014357
0.0342436,0,0.0151788
0.0354836,0,0.0160228
0.036739,0,0.016889
0.0380098,0,0.0177774
0.039296,0,0.018688
0.0405975,0,0.0196206
0.0419144,0,0.0205753
0.0432466,0,0.0215519
0.0445942,0,0.0225505
0.045957,0,0.023571
0.0473351,0,0.0246133
0.0487285,0,0.0256774
0.0501371,0,0.0267633
0.0515609,0,0.0278708
0.053,0,0.029
0.0544543,0,0.0301508
0.0559237,0,0.0313231
0.0574083,0,0.032517
0.0589081,0,0.0337323
0.060423,0,0.034969
0.061953,0,0.0362271
0.0634982,0,0.0375065
0.0650584,0,0.0388071
0.0666337,0,0.040129
0.068224,0,0.041472
0.0698294,0,0.0428362
0.0714498,0,0.0442214
0.0730852,0,0.0456276
0.0747356,0,0.0470548
0.076401,0,0.048503
0.0780813,0,0.049972
0.0797766,0,0.0514619
0.0814868,0,0.0529725
0.083212,0,0.0545039
0.084952,0,0.056056
0.0867069,0,0.0576287
0.0884767,0,0.059222
0.0902613,0,0.0608359
0.0920607,0,0.0624702
0.093875,0,0.064125
0.0957041,0,0.0658002
0.0975479,0,0.0674957
0.0994065,0,0.0692116
0.10128,0,0.0709477
0.103168,0,0.072704
0.105071,0,0.0744805
0.106988,0,0.0762771
0.108921,0,0.0780937
0.110867,0,0.0799304
0.112829,0,0.081787
0.114805,0,0.0836636
0.116796,0,0.08556
0.118801,0,0.0874762
0.120821,0,0.0894122
0.122856,0,0.091368
0.124905,0,0.0933434
0.126969,0,0.0953385
0.129047,0,0.0973531
0.13114,0,0.0993873
0.133247,0,0.101441
0.135369,0,0.103514
0.137505,0,0.105607
0.139655,0,0.107718
0.141821,0,0.10985
0.144,0,0.112
0.146194,0,0.11417
0.148402,0,0.116358
0.150625,0,0.118566
0.152862,0,0.120793
0.155113,0,0.123039
0.157379,0,0.125304
0.159659,0,0.127588
0.161953,0,0.12989
0.164261,0,0.132212
0.166584,0,0.134552
0.168921,0,0.136911
0.171272,0,0.139289
0.173638,0,0.141685
0.176017,0,0.1441
0.178411,0,0.146533
0.180819,0,0.148985
0.183241,0,0.151455
0.185677,0,0.153944
0.188128,0,0.156451
0.190592,0,0.158976
0.193071,0,0.16152
0.195563,0,0.164081
0.19807,0,0.166661
0.20059,0,0.169259
0.203125,0,0.171875
0.205674,0,0.174509
0.208236,0,0.177161
0.210813,0,0.179831
0.213403,0,0.182518
0.216008,0,0.185224
0.218626,0,0.187947
0.221259,0,0.190688
0.223905,0,0.193447
0.226565,0,0.196223
0.229239,0,0.199017
0.231927,0,0.201828
0.234628,0,0.204657
0.237344,0,0.207503
0.240073,0,0.210367
0.242816,0,0.213248
0.245573,0,0.216146
0.248343,0,0.219062
0.251127,0,0.221994
0.253925,0,0.224944
0.256737,0,0.227911
0.259562,0,0.230895
0.262401,0,0.233896
0.265254,0,0.236914
0.26812,0,0.239948
0.271,0,0.243
0.273893,0,0.246068
0.276801,0,0.249154
0.279721,0,0.252255
0.282655,0,0.255374
