t_real	tv	d_tv	f_C_x	f_C_y	f_C_z	tau_C_x	tau_C_y	tau_C_z	Fa_0x	Fa_0y	Fa_0z	Fa_1x	Fa_1y	Fa_1z	Fa_2x	Fa_2y	Fa_2z	Fa_3x	Fa_3y	Fa_3z
0.002	0	1	-0.2419	0	128.379	0.138563	-0.32298	4.21539e-06	-0.0605711	-5.8115e-05	33.1459	-0.0602823	-7.21078e-06	33.5914	-0.0604797	5.04382e-05	30.5925	-0.0605664	1.48876e-05	31.0492
0.004	0	1	-0.484517	0.000711258	128.376	5.18146	-0.265891	-0.00275226	-0.12329	-0.00319622	24.0417	-0.118947	-0.0010068	42.6234	-0.123113	0.00322846	21.4957	-0.119168	0.00168582	40.2151
0.006	0	1	-0.726479	0.00142103	128.37	0.166824	-0.323619	-0.000113436	-0.181793	4.62249e-05	33.3149	-0.181316	4.1385e-05	33.8508	-0.181704	0.000722264	30.3278	-0.181665	0.000611155	30.8769
0.008	0	1	-0.968266	0.00142103	128.363	0.18187	-0.323631	1.65325e-05	-0.242197	9.80398e-05	33.391	-0.241794	9.36677e-05	33.9856	-0.242104	0.000675588	30.1888	-0.242171	0.000553733	30.7976
0.01	0	1	-1.20895	0.0033851	128.353	0.187638	-0.323951	1.5787e-05	-0.302057	0.000107336	33.5322	-0.302266	-0.000214801	34.0543	-0.301958	0.00196182	30.1149	-0.302673	0.00153075	30.6515
0.012	0	1	-1.44861	0.00759227	128.34	0.201228	-0.324288	9.48478e-05	-0.361891	0.00105223	33.6192	-0.362242	0.000656787	34.1748	-0.361792	0.00319777	29.9877	-0.362682	0.00268549	30.5587
0.014	0	1	-1.69011	0.00759227	128.327	0.216273	-0.324253	0.000135014	-0.422283	0.000971525	33.6934	-0.422594	0.00053372	34.3078	-0.422177	0.00332708	29.8473	-0.423059	0.00275995	30.478
0.016	0	1	-1.92847	0.0120685	128.31	0.230478	-0.324668	0.000230711	-0.481806	0.00201699	33.7747	-0.482236	0.00151386	34.4307	-0.481697	0.00458971	29.7154	-0.48273	0.00394798	30.3888
0.018	0	1	-2.16539	0.0167874	128.291	0.244643	-0.324941	0.000399636	-0.541275	0.00412794	33.7847	-0.541142	0.00411967	34.6141	-0.541566	0.00427139	29.5215	-0.541408	0.00426837	30.3702
0.02	0	1	-2.40132	0.0212578	128.269	0.258821	-0.325163	0.000607728	-0.600118	0.00532757	33.8635	-0.600259	0.00527122	34.7342	-0.600413	0.00535492	29.3903	-0.600531	0.00530413	30.2813
0.022	0	1	-2.64219	0.0212578	128.247	0.273862	-0.325138	0.000554393	-0.660405	0.00522442	33.9353	-0.660398	0.00516301	34.8647	-0.660711	0.00546327	29.2481	-0.660679	0.00540714	30.1988
0.024	0	1	-2.87672	0.0257266	128.221	0.288024	-0.325487	0.000859233	-0.718839	0.00649136	34.0126	-0.719232	0.00637407	34.9831	-0.719141	0.00648625	29.1165	-0.71951	0.0063749	30.1093
0.026	0	1	-3.1096	0.0304403	128.194	0.302138	-0.325696	0.00117162	-0.776859	0.00781293	34.0887	-0.777668	0.00763209	35.0993	-0.777143	0.00758483	28.986	-0.77793	0.00741048	30.0198
0.028	0	1	-3.34937	0.0306883	128.165	0.317128	-0.325647	0.00103956	-0.836921	0.00769154	34.1588	-0.837488	0.00749466	35.2272	-0.837209	0.00784673	28.8433	-0.837751	0.00765541	29.9358
0.03	0	1	-3.58095	0.0351494	128.133	0.33123	-0.325968	0.00147344	-0.894542	0.00903706	34.2333	-0.895681	0.00876863	35.3419	-0.894805	0.0088028	28.7121	-0.895922	0.00854095	29.8459
0.032	0	1	-3.80965	0.0399269	128.099	0.345115	-0.326143	0.0016911	-0.951572	0.0102457	34.3076	-0.953027	0.0098832	35.453	-0.951808	0.0100773	28.5835	-0.953242	0.0097207	29.755
0.034	0	1	-4.04901	0.0399269	128.064	0.360148	-0.326108	0.00156	-1.01153	0.0100559	34.3755	-1.01274	0.0096723	35.5796	-1.01177	0.0102887	28.4389	-1.01296	0.00991	29.6702
0.036	0	1	-4.27239	0.0456375	128.026	0.373827	-0.326389	0.00203665	-1.06707	0.0116824	34.4483	-1.06894	0.0111825	35.6852	-1.06726	0.0116336	28.3137	-1.06912	0.011139	29.5786
0.038	0	1	-4.49503	0.0507341	127.986	0.387672	-0.326396	0.00236771	-1.12252	0.0130333	34.5183	-1.12487	0.012422	35.7911	-1.12266	0.0129426	28.1873	-1.12499	0.0123362	29.4889
0.04	0	1	-4.71601	0.0557032	127.943	0.401559	-0.326354	0.0027384	-1.17755	0.0143787	34.5865	-1.18042	0.013654	35.8958	-1.1776	0.0141952	28.061	-1.18045	0.0134753	29.4001
0.042	0	1	-4.95399	0.0557032	127.9	0.416583	-0.326392	0.00245593	-1.23752	0.0148368	34.6039	-1.23883	0.0148147	36.0245	-1.23816	0.0130356	27.91	-1.23949	0.0130161	29.3616
0.044	0	1	-5.16752	0.0619612	127.854	0.430189	-0.326322	0.00333748	-1.29037	0.0169251	34.6701	-1.29286	0.0167748	36.1216	-1.29089	0.0142035	27.7892	-1.29341	0.0140578	29.2727
0.046	0	1	-5.38143	0.0675281	127.805	0.443968	-0.326108	0.00378716	-1.3436	0.0184767	34.734	-1.34671	0.0182043	36.2198	-1.34399	0.0155576	27.6665	-1.34713	0.0152896	29.185
0.048	0	1	-5.61818	0.0675281	127.756	0.458985	-0.326182	0.00333688	-1.40313	0.0180106	34.7973	-1.40557	0.0177212	36.3416	-1.40351	0.0160423	27.5194	-1.40598	0.015754	29.0975
0.05	0	1	-5.83032	0.0729397	127.704	0.472808	-0.325972	0.0042843	-1.45561	0.0199368	34.8589	-1.45931	0.0195247	36.4383	-1.45584	0.0169435	27.3962	-1.45957	0.0165348	29.0101
0.052	0	1	-6.03995	0.0784853	127.649	0.486611	-0.325663	0.00483596	-1.50774	0.0215429	34.9189	-1.51219	0.0209968	36.5328	-1.50777	0.0182441	27.2742	-1.51226	0.0177015	28.9235
0.054	0	1	-6.24706	0.084166	127.593	0.500394	-0.325297	0.00542273	-1.55922	0.0231978	34.9773	-1.56448	0.0225107	36.6253	-1.55902	0.0195706	27.1533	-1.56433	0.018887	28.8375
0.056	0	1	-6.48191	0.084166	127.535	0.5154	-0.325416	0.00481969	-1.61838	0.0225823	35.0376	-1.62278	0.0218626	36.7441	-1.61815	0.0202209	27.0049	-1.6226	0.0195002	28.7487
0.058	0	1	-6.68325	0.0903905	127.475	0.528966	-0.324979	0.0059786	-1.66805	0.0248125	35.0941	-1.67401	0.0239248	36.831	-1.66759	0.0212696	26.8876	-1.6736	0.0203835	28.6625
0.06	0	1	-6.88006	0.0969774	127.414	0.542492	-0.324492	0.00648263	-1.71702	0.0265544	35.1486	-1.72372	0.0254823	36.9148	-1.71629	0.0230063	26.7726	-1.72304	0.0219345	28.5775
0.062	0	1	-7.07686	0.103192	127.35	0.556142	-0.323986	0.00700947	-1.76599	0.0282147	35.2018	-1.77344	0.0269573	36.9987	-1.76495	0.0246391	26.6565	-1.77247	0.0233808	28.4929
0.064	0	1	-7.30729	0.103567	127.284	0.571055	-0.32416	0.00636572	-1.82389	0.0292439	35.1619	-1.82839	0.0293512	37.09	-1.82527	0.0224131	26.5316	-1.82974	0.0225588	28.5003
0.066	0	1	-7.49469	0.110893	127.217	0.584511	-0.323375	0.00779692	-1.86994	0.0319637	35.211	-1.87634	0.0318859	37.1664	-1.87101	0.0235396	26.4213	-1.87739	0.0235042	28.418
0.068	0	1	-7.72616	0.110893	127.146	0.599497	-0.323618	0.00698299	-1.92839	0.0311808	35.267	-1.93364	0.03109	37.2807	-1.92946	0.0243378	26.2714	-1.93468	0.0242848	28.3275
0.07	0	1	-7.9084	0.118597	127.076	0.612918	-0.32271	0.00860523	-1.97305	0.034131	35.3129	-1.98046	0.0338416	37.3529	-1.97374	0.0254356	26.1634	-1.98114	0.0251888	28.2465
0.072	0	1	-8.08608	0.126673	127.003	0.626305	-0.32184	0.00949133	-2.01708	0.0365243	35.3565	-2.02573	0.0360196	37.422	-2.01731	0.0272955	26.0579	-2.02596	0.0268339	28.167
0.074	0	1	-8.25299	0.136028	126.93	0.639474	-0.320748	0.010679	-2.05826	0.0394414	35.3965	-2.06857	0.0386911	37.4826	-2.05792	0.0293007	25.9601	-2.06824	0.0285949	28.0904
0.076	0	1	-8.48185	0.136028	126.851	0.654446	-0.321049	0.00941805	-2.11636	0.0382504	35.4494	-2.12496	0.0374633	37.5937	-2.11597	0.0305323	25.8093	-2.12457	0.0297821	27.9989
0.078	0	1	-8.64841	0.14497	126.774	0.667674	-0.319855	0.0114969	-2.15687	0.0418173	35.4877	-2.16826	0.0407903	37.6541	-2.15594	0.0316731	25.71	-2.16734	0.0306891	27.9223
0.08	0	1	-8.81635	0.153432	126.695	0.681036	-0.318906	0.0122356	-2.1986	0.0441309	35.5254	-2.21106	0.0428639	37.7164	-2.19711	0.033831	25.6078	-2.20959	0.0326062	27.8453
0.082	0	1	-9.04306	0.153432	126.611	0.695996	-0.319209	0.0111322	-2.25606	0.0430586	35.5758	-2.26701	0.0417433	37.825	-2.25451	0.0349549	25.4565	-2.26548	0.0336751	27.7532
0.084	0	1	-9.19756	0.163425	126.529	0.70912	-0.317802	0.0134521	-2.29345	0.0470426	35.6083	-2.30752	0.0454606	37.8767	-2.29124	0.0362308	25.3636	-2.30535	0.0346911	27.6801
0.086	0	1	-9.34609	0.173981	126.446	0.722193	-0.316495	0.0146559	-2.3301	0.0501884	35.6383	-2.3459	0.0483181	37.9245	-2.32712	0.0386511	25.2739	-2.34297	0.0368235	27.6087
0.088	0	1	-9.49307	0.184496	126.361	0.735321	-0.31518	0.0158182	-2.36542	0.0556981	35.5029	-2.37937	0.0557587	37.8917	-2.36716	0.0364463	25.2643	-2.38112	0.0365934	27.7019
0.09	0	1	-9.71224	0.185095	126.269	0.750161	-0.315447	0.0144706	-2.4211	0.0547107	35.5367	-2.43293	0.0548973	37.9863	-2.42316	0.0376168	25.1232	-2.43504	0.0378702	27.6227
0.092	0	1	-9.84798	0.196761	126.181	0.763135	-0.313684	0.0173989	-2.45349	0.0595972	35.5601	-2.46923	0.05949	38.0247	-2.45473	0.0388521	25.0409	-2.47053	0.0388213	27.5557
0.094	0	1	-10.0699	0.196761	126.085	0.778068	-0.314068	0.0156833	-2.51016	0.0580165	35.6056	-2.52357	0.0578852	38.1283	-2.51137	0.0404619	24.8886	-2.52482	0.040397	27.4626
0.096	0	1	-10.1988	0.208972	125.994	0.790991	-0.312185	0.0189363	-2.54067	0.0632844	35.6253	-2.5584	0.0628441	38.1616	-2.54095	0.0416031	24.8098	-2.55877	0.0412403	27.3977
0.098	0	1	-10.3216	0.221723	125.902	0.803865	-0.310474	0.0205778	-2.57074	0.0672837	35.6426	-2.59079	0.066508	38.1911	-2.56997	0.0443141	24.7341	-2.59012	0.0436176	27.3346
0.1	0	1	-10.4439	0.234298	125.809	0.816802	-0.30877	0.0222406	-2.60071	0.0712281	35.6589	-2.62311	0.0701056	38.2196	-2.5988	0.0470028	24.6586	-2.62132	0.0459612	27.2717
0.102	0	1	-10.6568	0.23501	125.705	0.831602	-0.30906	0.0202332	-2.65532	0.0695508	35.6992	-2.67504	0.0683782	38.3165	-2.65332	0.0490923	24.5094	-2.67314	0.0479887	27.1802
0.104	0	1	-10.7661	0.248894	125.609	0.844297	-0.306889	0.0240903	-2.68063	0.0756582	35.7102	-2.7055	0.0741316	38.3358	-2.67746	0.0502743	24.4419	-2.70248	0.0488298	27.1213
0.106	0	1	-10.8745	0.262672	125.512	0.857056	-0.305015	0.0258101	-2.70714	0.0798796	35.7207	-2.73447	0.077966	38.3545	-2.70269	0.0533283	24.3743	-2.73018	0.051498	27.0622
0.108	0	1	-11.0839	0.263455	125.403	0.871834	-0.30533	0.0236535	-2.76101	0.0780724	35.7582	-2.78547	0.0760906	38.4484	-2.75642	0.0556019	24.2254	-2.78103	0.0536902	26.9706
0.11	0	1	-11.1847	0.277876	125.302	0.884531	-0.303057	0.0276283	-2.78416	0.0843887	35.7643	-2.81394	0.0820445	38.4624	-2.77832	0.0568519	24.1612	-2.80828	0.0545914	26.9145
0.112	0	1	-11.2723	0.293757	125.202	0.897049	-0.30084	0.0298132	-2.80524	0.0894841	35.7661	-2.83811	0.0867308	38.4675	-2.79794	0.0601042	24.1057	-2.83102	0.0574377	26.8626
0.114	0	1	-11.4849	0.293757	125.087	0.911931	-0.301297	0.0273164	-2.8577	0.0903894	35.5455	-2.88116	0.0909589	38.3937	-2.86132	0.0558351	24.1217	-2.88476	0.0565734	27.0256
0.116	0	1	-11.5716	0.30942	124.983	0.924514	-0.298793	0.0317478	-2.87708	0.0973779	35.5452	-2.90641	0.0975556	38.3981	-2.87937	0.0570619	24.0654	-2.90872	0.0574242	26.9741
0.118	0	1	-11.5996	0.332162	124.884	0.936122	-0.295432	0.0357883	-2.92007	0.0929118	35.5273	-2.93525	0.0923557	38.3617	-2.80924	0.0722483	24.0523	-2.93505	0.0746466	26.9425
0.12	0	1	-11.8091	0.332162	124.763	0.950989	-0.296015	0.0321204	-3.01235	0.0772447	35.5616	-3.00295	0.0764779	38.4539	-2.79174	0.0862063	23.8992	-3.00209	0.0922335	26.8482
0.122	0	1	-11.8719	0.35021	124.657	0.963307	-0.293106	0.0373905	-3.06081	0.0738423	35.5516	-3.03953	0.0724894	38.4418	-2.73492	0.0969189	23.858	-3.03659	0.106959	26.805
0.124	0	1	-11.9356	0.367909	124.548	0.975684	-0.290614	0.0396672	-3.11033	0.0683231	35.5416	-3.07374	0.0663695	38.4311	-2.68284	0.109062	23.8147	-3.06866	0.124155	26.7611
0.126	0	1	-11.9923	0.386263	124.44	0.987954	-0.288018	0.0421178	-3.15679	0.0636097	35.5291	-3.10561	0.0610445	38.4156	-2.63159	0.120342	23.7758	-3.09834	0.141267	26.7193
0.128	0	1	-12.1975	0.386263	124.312	1.0028	-0.288487	0.0391194	-3.24504	0.0497765	35.5596	-3.17085	0.0469853	38.5038	-2.61868	0.130839	23.623	-3.16289	0.158661	26.6252
0.13	0	1	-12.2373	0.406389	124.202	1.01485	-0.285265	0.0449764	-3.28283	0.0492377	35.5403	-3.19945	0.0458356	38.4763	-2.56572	0.138452	23.5956	-3.18925	0.172864	26.5896
0.132	0	1	-12.2693	0.42729	124.092	1.02684	-0.282307	0.0477988	-3.31966	0.0467731	35.5183	-3.22357	0.0427265	38.4443	-2.5151	0.147839	23.5725	-3.21096	0.189952	26.5564
0.134	0	1	-12.471	0.42729	123.958	1.04167	-0.282822	0.0443964	-3.40585	0.0333223	35.5461	-3.28667	0.0290286	38.5296	-2.50513	0.157043	23.4199	-3.27331	0.207896	26.4623
0.136	0	1	-12.494	0.448962	123.846	1.05358	-0.279352	0.0507481	-3.43357	0.037569	35.1898	-3.29882	0.0368364	38.247	-2.46338	0.157004	23.6471	-3.29827	0.217553	26.7618
0.138	0	1	-12.5093	0.4714	123.733	1.06543	-0.276172	0.0538232	-3.46296	0.0369955	35.1396	-3.31653	0.0358617	38.1876	-2.41531	0.164484	23.6499	-3.31447	0.234059	26.7558
0.14	0	1	-12.5268	0.493359	123.618	1.07738	-0.273083	0.0566594	-3.51748	0.0287764	35.1106	-3.34568	0.0268627	38.1468	-2.32285	0.175238	23.6335	-3.34083	0.262482	26.7275
0.142	0	1	-12.5161	0.518556	123.506	1.08893	-0.269451	0.0605732	-3.58426	0.0392647	35.0721	-3.41134	0.0366988	38.0869	-2.2474	0.176122	23.6375	-3.27311	0.26647	26.7098
0.144	0	1	-12.7117	0.518556	123.364	1.10373	-0.270004	0.0563903	-3.71327	0.0351831	35.0954	-3.52455	0.0324683	38.1677	-2.21762	0.178255	23.4851	-3.25628	0.272649	26.6159
0.146	0	1	-12.702	0.543255	123.249	1.11529	-0.266061	0.0638252	-3.77138	0.0492007	35.0558	-3.58755	0.0458844	38.1078	-2.14892	0.176265	23.4874	-3.19419	0.271905	26.5976
0.148	0	1	-12.6279	0.575582	123.141	1.1257	-0.26113	0.0696451	-3.80842	0.0645361	34.9973	-3.62854	0.0604104	38.0027	-2.07421	0.17645	23.5392	-3.11669	0.274185	26.6022
0.15	0	1	-12.8083	0.576957	122.996	1.14048	-0.261778	0.064226	-3.92816	0.0606526	35.014	-3.73152	0.0563439	38.0751	-2.05044	0.179152	23.3935	-3.09815	0.280808	26.5131
0.152	0	1	-12.7792	0.603507	122.879	1.15183	-0.257607	0.072204	-3.97131	0.0764166	34.967	-3.78187	0.0715063	38.0027	-1.98907	0.176727	23.408	-3.03691	0.278858	26.5018
0.154	0	1	-12.754	0.629407	122.761	1.16331	-0.25399	0.0755928	-4.01692	0.0882634	34.9209	-3.82767	0.082728	37.9341	-1.93358	0.177141	23.4178	-2.97586	0.281275	26.4887
0.156	0	1	-12.9419	0.629407	122.609	1.17806	-0.254506	0.0712882	-4.13231	0.0869178	34.5825	-3.91932	0.0855343	37.7278	-1.92318	0.174587	23.5484	-2.96705	0.282368	26.7503
0.158	0	1	-12.8955	0.657531	122.491	1.18927	-0.250133	0.0797727	-4.16262	0.103945	34.5287	-3.95873	0.101908	37.6449	-1.86713	0.172046	23.5726	-2.907	0.279632	26.745
0.16	0	1	-12.8409	0.68646	122.373	1.20041	-0.246074	0.0838558	-4.22409	0.123789	34.4722	-4.02781	0.121088	37.5575	-1.79725	0.168861	23.6014	-2.79175	0.272722	26.7424
0.162	0	1	-13.0246	0.68646	122.216	1.21515	-0.24661	0.0790336	-4.36618	0.126254	34.4869	-4.15948	0.123449	37.6295	-1.76775	0.167474	23.4502	-2.73123	0.269283	26.6495
0.164	0	1	-12.9604	0.716192	122.097	1.2262	-0.24202	0.0880643	-4.40974	0.149342	34.4256	-4.21852	0.145926	37.5353	-1.70201	0.161924	23.4851	-2.6301	0.258999	26.6509
0.166	0	1	-12.8878	0.746725	121.978	1.23719	-0.237737	0.0924176	-4.45009	0.168354	34.3615	-4.26556	0.16426	37.4364	-1.64082	0.159782	23.5246	-2.53131	0.254329	26.6551
0.168	0	1	-13.0673	0.746725	121.815	1.2519	-0.23827	0.0873006	-4.58132	0.169389	34.3732	-4.38457	0.165148	37.5054	-1.61779	0.159365	23.3741	-2.48362	0.252823	26.5627
0.17	0	1	-12.9851	0.778002	121.695	1.26261	-0.233456	0.0969092	-4.60527	0.192091	34.3055	-4.42442	0.187203	37.3987	-1.55944	0.154554	23.4209	-2.39596	0.244153	26.5698
0.172	0	1	-12.8948	0.810016	121.575	1.27315	-0.228966	0.101554	-4.62764	0.210653	34.2361	-4.45269	0.205028	37.2869	-1.50506	0.153232	23.4731	-2.30944	0.241103	26.579
0.174	0	1	-13.07	0.810016	121.408	1.28785	-0.229482	0.0961275	-4.75039	0.210628	34.2447	-4.56146	0.204811	37.3528	-1.48701	0.153566	23.3234	-2.27116	0.241011	26.4874
0.176	0	1	-12.9702	0.842788	121.287	1.29824	-0.224502	0.106304	-4.75719	0.233265	34.171	-4.58468	0.226786	37.2343	-1.43451	0.149279	23.3818	-2.19379	0.233458	26.5003
0.178	0	1	-12.877	0.874546	121.164	1.3088	-0.220106	0.110649	-4.76959	0.250714	34.0991	-4.60118	0.243521	37.1212	-1.38729	0.14862	23.4337	-2.11895	0.23169	26.5103
0.18	0	1	-12.761	0.908825	121.044	1.31906	-0.215329	0.115985	-4.76998	0.270205	33.5084	-4.59545	0.268334	36.5814	-1.34617	0.143934	23.9149	-2.04942	0.226352	27.0397
0.182	0	1	-12.9302	0.908825	120.871	1.33373	-0.215801	0.110143	-4.88367	0.269111	33.5136	-4.69281	0.267098	36.6437	-1.33323	0.145028	23.7657	-2.02053	0.227589	26.9485
0.184	0	1	-12.82	0.942021	120.748	1.34411	-0.210876	0.120561	-4.87541	0.291047	33.4349	-4.7008	0.28832	36.5203	-1.28827	0.14141	23.8275	-1.95552	0.221244	26.9649
0.186	0	1	-12.6861	0.977823	120.627	1.35424	-0.205917	0.126194	-4.86165	0.309971	33.3487	-4.69207	0.306412	36.3824	-1.24456	0.141196	23.9055	-1.88779	0.220244	26.9902
0.188	0	1	-12.8507	0.977823	120.45	1.36889	-0.206358	0.120067	-4.96996	0.308305	33.3508	-4.78241	0.304558	36.4416	-1.23442	0.142722	23.7573	-1.86387	0.222238	26.9
0.19	0	1	-12.723	1.01247	120.325	1.37914	-0.201285	0.13102	-4.94803	0.330604	33.2648	-4.77744	0.326171	36.3079	-1.19291	0.139314	23.829	-1.80462	0.216379	26.9232
0.192	0	1	-12.8844	1.01247	120.145	1.39377	-0.201695	0.125077	-5.00646	0.324234	33.2647	-4.82008	0.319734	36.3649	-1.22008	0.144454	23.6815	-1.83783	0.224046	26.8336
0.194	0	0.961538	-12.7475	1.04777	120.019	1.40382	-0.196535	0.136302	-4.93382	0.342223	33.1756	-4.76685	0.337207	36.2248	-1.21404	0.144582	23.7592	-1.83277	0.223757	26.8595
0.196	0	0.925926	-12.6033	1.08357	119.894	1.41337	-0.191536	0.141775	-4.86659	0.356029	33.087	-4.70523	0.350377	36.0777	-1.20833	0.148241	23.8442	-1.82314	0.228922	26.8851
0.198	0	0.892857	-12.4519	1.11992	119.77	1.42262	-0.186449	0.14733	-4.79737	0.370101	32.9973	-4.64162	0.363853	35.925	-1.20126	0.151886	23.9354	-1.81162	0.234082	26.9123
0.2	0	0.862069	-12.2931	1.15687	119.647	1.4317	-0.181276	0.153335	-4.72559	0.384758	32.9055	-4.57637	0.377982	35.7675	-1.19276	0.155267	24.0319	-1.79841	0.238858	26.942
0.202	0	0.833333	-12.4289	1.15894	119.463	1.44599	-0.181371	0.146796	-4.7786	0.378794	32.2961	-4.60213	0.377805	35.3421	-1.22026	0.157694	24.3666	-1.82792	0.244642	27.4585
0.204	0	0.806452	-12.2429	1.19863	119.343	1.4546	-0.175557	0.159688	-4.68969	0.399558	32.1412	-4.53433	0.398543	35.1261	-1.20636	0.157098	24.5226	-1.8125	0.243431	27.5535
0.206	0	0.78125	-12.0487	1.23902	119.225	1.46318	-0.169936	0.165894	-4.60643	0.415566	32.0387	-4.45758	0.413733	34.9472	-1.1928	0.160918	24.6427	-1.79188	0.2488	27.5959
0.208	0	0.757576	-12.1971	1.23902	119.033	1.47775	-0.170307	0.158793	-4.66478	0.408597	32.0312	-4.49797	0.406622	34.9966	-1.21593	0.166565	24.4973	-1.81839	0.257234	27.5084
0.21	0	0.735294	-11.9929	1.28011	118.914	1.48618	-0.164346	0.172182	-4.57005	0.430394	31.9244	-4.42597	0.427829	34.8116	-1.19841	0.165986	24.6234	-1.79851	0.255901	27.5549
0.212	0	0.714286	-11.7804	1.32192	118.796	1.49461	-0.158543	0.178657	-4.48108	0.447217	31.8148	-4.34395	0.44401	34.6224	-1.18174	0.169627	24.7542	-1.77368	0.261062	27.6047
0.214	0	0.694445	-11.9237	1.32192	118.601	1.50916	-0.158889	0.171285	-4.53866	0.440089	31.8041	-4.38302	0.436747	34.6687	-1.20374	0.175398	24.61	-1.79832	0.269681	27.5184
0.216	0	0.675676	-11.702	1.36425	118.483	1.51706	-0.15271	0.18524	-4.43813	0.462826	31.6928	-4.30607	0.459016	34.4713	-1.1832	0.174491	24.7491	-1.77462	0.267911	27.5699
0.218	0	0.657895	-11.4929	1.40474	118.362	1.52496	-0.146972	0.191202	-4.35219	0.478863	31.5868	-4.22587	0.474509	34.2811	-1.16599	0.178181	24.8796	-1.74884	0.273187	27.6148
0.22	0	0.641026	-11.2574	1.44796	118.248	1.53223	-0.140826	0.198312	-4.25567	0.496691	31.4746	-4.13727	0.491838	34.0732	-1.14549	0.181505	25.0308	-1.719	0.277921	27.6689
0.222	0	0.625	-11.3938	1.44796	118.048	1.54674	-0.141188	0.190563	-4.28406	0.486178	31.4598	-4.14953	0.481299	34.1155	-1.18689	0.189902	24.8882	-1.77329	0.290576	27.5841
0.224	0	0.595238	-11.1494	1.49169	117.933	1.55378	-0.134759	0.205005	-4.1509	0.506987	31.3446	-4.04334	0.50194	33.902	-1.18128	0.19091	25.0453	-1.77384	0.291856	27.6414
0.226	0	0.568182	-10.8976	1.53597	117.82	1.56082	-0.128512	0.21184	-4.0266	0.522347	31.2273	-3.92939	0.517076	33.6852	-1.17504	0.196463	25.2065	-1.76658	0.300088	27.7015
0.228	0	0.543478	-11.0286	1.53597	117.617	1.57531	-0.128873	0.20394	-4.0582	0.511887	30.4857	-3.93843	0.510898	33.2196	-1.21559	0.202331	25.5718	-1.8164	0.310858	28.34
0.23	0	0.520833	-10.7676	1.58082	117.505	1.58217	-0.122317	0.218682	-3.92584	0.53386	30.3656	-3.83294	0.532459	32.9982	-1.20237	0.20298	25.7377	-1.80649	0.311519	28.4031
0.232	0	0.5	-10.5201	1.62383	117.389	1.58945	-0.116282	0.224906	-3.80992	0.548787	30.2485	-3.72627	0.546945	32.7873	-1.19153	0.208492	25.8914	-1.79235	0.31961	28.4614
0.234	0	0.480769	-10.6457	1.62383	117.182	1.60391	-0.116627	0.217239	-3.8418	0.539139	30.2284	-3.74287	0.537183	32.8241	-1.22561	0.216253	25.7508	-1.8354	0.331258	28.3786
0.236	0	0.462963	-10.3679	1.66981	117.071	1.61062	-0.109918	0.232354	-3.70873	0.562378	30.102	-3.63705	0.56019	32.5938	-1.20562	0.216248	25.9266	-1.81651	0.330998	28.4487
0.238	0	0.446429	-10.0825	1.71637	116.962	1.61733	-0.103348	0.239588	-3.58341	0.579755	29.9733	-3.52303	0.577271	32.3597	-1.18578	0.221143	26.1069	-1.79027	0.3382	28.522
0.24	0	0.431035	-10.2026	1.71637	116.752	1.63177	-0.103701	0.231267	-3.61677	0.569843	29.9501	-3.53998	0.567239	32.3935	-1.21724	0.229125	25.9678	-1.82862	0.350163	28.4406
0.242	0	0.416667	-9.88712	1.76578	116.649	1.6375	-0.0963679	0.247713	-3.47403	0.595744	29.8144	-3.42663	0.593029	32.1377	-1.18827	0.228294	26.1731	-1.79819	0.34871	28.5239
0.244	0	0.403226	-9.58696	1.81311	116.543	1.64351	-0.0895706	0.254659	-3.3483	0.613545	29.6838	-3.3117	0.610638	31.8924	-1.16298	0.233103	26.3663	-1.76399	0.355825	28.6005
0.246	0	0.390625	-9.7015	1.81311	116.33	1.65792	-0.0899473	0.246082	-3.3822	0.603639	29.6575	-3.32891	0.600605	31.9232	-1.19202	0.24109	26.2286	-1.79837	0.367777	28.5207
0.248	0	0.378788	-9.39307	1.86087	116.225	1.66365	-0.0828324	0.261927	-3.24663	0.629009	29.5241	-3.22152	0.625985	31.6728	-1.16049	0.239953	26.4273	-1.76443	0.365928	28.6004
0.25	0	0.367647	-9.07811	1.90909	116.121	1.66942	-0.0759208	0.269348	-3.11892	0.647929	29.3891	-3.10586	0.644835	31.4196	-1.12991	0.244153	26.6297	-1.72342	0.372178	28.6829
0.252	0	0.357143	-8.77926	1.95522	116.014	1.67558	-0.0693365	0.275977	-3.00174	0.663191	28.3756	-2.992	0.662902	30.5948	-1.1027	0.248638	27.4029	-1.68282	0.380486	29.6402
0.254	0	0.347222	-8.88623	1.95522	115.797	1.68995	-0.0697175	0.267672	-3.03514	0.653818	28.3465	-3.00967	0.653392	30.6224	-1.12863	0.256207	27.2664	-1.71278	0.391801	29.5613
0.256	0	0.337838	-8.51004	2.00959	115.708	1.6945	-0.0616141	0.285582	-2.87955	0.683376	28.1956	-2.8855	0.682806	30.3321	-1.08365	0.254448	27.5138	-1.66134	0.388959	29.6668
0.258	0	0.328947	-8.17247	2.05932	115.609	1.70007	-0.0545097	0.292321	-2.74942	0.702552	28.0539	-2.76619	0.701762	30.0688	-1.04652	0.259133	27.7286	-1.61035	0.395877	29.7581
0.26	0	0.320513	-8.27368	2.05932	115.39	1.71442	-0.0549145	0.28337	-2.78297	0.692801	28.0217	-2.78302	0.691863	30.0935	-1.07072	0.267013	27.5937	-1.63697	0.407647	29.6808
