t_real	tv	d_tv	f_C_x	f_C_y	f_C_z	tau_C_x	tau_C_y	tau_C_z	Fa_0x	Fa_0y	Fa_0z	Fa_1x	Fa_1y	Fa_1z	Fa_2x	Fa_2y	Fa_2z	Fa_3x	Fa_3y	Fa_3z
14.43	0	-0	6.9348	2.14854	140.334	0.122579	0.956942	1.30503	2.62892	1.72057	23.5404	0.924532	1.52439	18.451	2.50934	-0.381748	49.826	0.872005	-0.714673	48.5164
14.432	0	-0	7.21137	2.1443	140.244	0.129218	0.982291	1.30819	2.70248	1.72234	23.3308	0.986515	1.52505	18.2096	2.58057	-0.384123	49.9936	0.941806	-0.718959	48.7104
14.434	0	-0	7.01847	2.1443	140.098	0.141184	0.972777	1.29761	2.64518	1.71263	23.3674	0.947699	1.51648	18.3166	2.52553	-0.376424	49.8267	0.900054	-0.708392	48.5877
14.436	0	-0	7.26368	2.13961	140.004	0.147166	1.00501	1.31256	2.71871	1.726	23.1649	0.995559	1.52746	18.0832	2.59673	-0.388256	49.9849	0.952674	-0.725592	48.7706
14.438	0	-0	7.50037	2.13428	139.908	0.154225	1.02799	1.31401	2.77719	1.71069	22.2668	1.06113	1.51839	17.1032	2.64442	-0.383527	50.789	1.01763	-0.711276	49.7485
14.44	0	-0	7.72887	2.12832	139.81	0.161451	1.05068	1.315	2.83654	1.70895	22.0288	1.1141	1.51636	16.845	2.70132	-0.384414	50.967	1.0769	-0.712569	49.9693
14.442	0	-0	7.54122	2.12832	139.657	0.173389	1.04133	1.30639	2.78198	1.70124	22.0624	1.07531	1.50954	16.9492	2.64895	-0.378273	50.7993	1.03498	-0.704181	49.8464
14.444	0	-0	7.74193	2.12207	139.554	0.18017	1.07144	1.31829	2.84198	1.71143	21.8819	1.11455	1.51776	16.7529	2.7071	-0.388358	50.9201	1.07829	-0.718757	49.9987
14.446	0	-0	7.95679	2.11482	139.451	0.187739	1.0942	1.31908	2.89804	1.71056	21.7022	1.16338	1.51607	16.564	2.76161	-0.390012	51.0343	1.13376	-0.721787	50.1505
14.448	0	-0	7.77324	2.11482	139.293	0.199709	1.08463	1.31116	2.845	1.70348	21.7338	1.12516	1.50982	16.6657	2.71072	-0.38439	50.8665	1.09236	-0.714084	50.0273
14.45	0	-0	7.96183	2.10733	139.184	0.206905	1.11464	1.32167	2.90093	1.71215	21.5565	1.16228	1.51665	16.4816	2.76507	-0.393796	50.9735	1.13355	-0.727673	50.1728
14.452	0	-0	8.16305	2.09875	139.077	0.214613	1.13699	1.32159	2.95292	1.71029	21.3827	1.20832	1.51406	16.3041	2.81577	-0.395255	51.0749	1.18604	-0.730346	50.3148
14.454	0	-0	7.98373	2.09875	138.914	0.226618	1.12721	1.31433	2.90142	1.70381	21.4123	1.17072	1.50836	16.4034	2.76634	-0.390121	50.907	1.14524	-0.723297	50.1914
14.456	0	-0	8.17733	2.08953	138.803	0.233477	1.15859	1.32368	2.95795	1.71117	21.2328	1.20948	1.51393	16.2147	2.82138	-0.399177	51.0172	1.18851	-0.736386	50.3385
14.458	0	-0	8.34342	2.08023	138.688	0.241434	1.17816	1.3218	2.9997	1.7076	21.0786	1.2483	1.50985	16.064	2.86228	-0.399646	51.0916	1.23314	-0.737574	50.4537
14.46	0	-0	8.52035	2.06983	138.574	0.249258	1.19957	1.32027	3.04453	1.70419	20.9173	1.28934	1.50586	15.906	2.90621	-0.400686	51.1726	1.28028	-0.739537	50.5776
14.462	0	-0	8.34685	2.06983	138.405	0.261277	1.18959	1.31422	2.99226	1.6829	20.3274	1.26481	1.49373	15.35	2.84619	-0.390696	51.5651	1.24359	-0.716102	51.1625
14.464	0	-0	8.51711	2.05881	138.287	0.268599	1.22035	1.32104	3.04109	1.68752	20.1593	1.29951	1.49689	15.1816	2.89389	-0.398421	51.6537	1.28262	-0.727178	51.2924
14.466	0	-0	8.66222	2.0478	138.164	0.276989	1.23981	1.31828	3.07686	1.68286	20.014	1.33383	1.49181	15.0494	2.92911	-0.398778	51.7077	1.32242	-0.728089	51.3931
14.468	0	-0	8.51052	2.04717	137.994	0.288876	1.23056	1.31286	3.03376	1.67804	20.0303	1.3015	1.48752	15.1326	2.88791	-0.39519	51.5502	1.28734	-0.723193	51.2808
14.47	0	-0	8.65004	2.03556	137.867	0.296825	1.25948	1.31802	3.0735	1.68104	19.8756	1.32995	1.48926	14.9895	2.92695	-0.401921	51.6119	1.31963	-0.732818	51.3902
14.472	0	-0	8.79952	2.02265	137.741	0.305413	1.27997	1.31478	3.1101	1.67558	19.7251	1.36545	1.48343	14.8579	2.9631	-0.402456	51.6631	1.36087	-0.733903	51.4948
14.474	0	-0	8.63515	2.02265	137.563	0.317476	1.26964	1.31017	3.06424	1.67164	19.7479	1.32978	1.47999	14.9496	2.91923	-0.399346	51.4948	1.3219	-0.729624	51.3712
14.476	0	-0	8.77806	2.0091	137.434	0.325394	1.29988	1.3139	3.10394	1.67295	19.5899	1.35966	1.48016	14.8053	2.95839	-0.405553	51.5558	1.35606	-0.738461	51.4826
14.478	0	-0	8.91227	1.99495	137.302	0.333801	1.31916	1.3093	3.13576	1.6661	19.4498	1.39224	1.47308	14.6844	2.99005	-0.405546	51.5954	1.39422	-0.73869	51.5724
14.48	0	-0	8.75264	1.99495	137.12	0.345878	1.30872	1.30546	3.09163	1.66287	19.4703	1.35723	1.47028	14.7733	2.94788	-0.403011	51.4276	1.35589	-0.735185	51.4491
14.482	0	-0	8.9827	1.97469	137.003	0.352412	1.34982	1.30699	3.15262	1.66095	19.2634	1.40798	1.46712	14.5645	3.00802	-0.409255	51.551	1.41409	-0.744124	51.6239
14.484	0	-0	8.84086	1.97389	136.821	0.364577	1.33563	1.30062	3.10882	1.63821	18.7173	1.39147	1.45465	14.0784	2.95519	-0.399348	51.8729	1.38537	-0.719617	52.1523
14.486	0	-0	8.92955	1.96007	136.677	0.373051	1.36193	1.30173	3.13278	1.63711	18.5898	1.41022	1.4528	13.9741	2.97924	-0.403891	51.8923	1.4073	-0.72595	52.2208
14.488	0	-0	9.03958	1.9441	136.536	0.381798	1.38128	1.29636	3.15792	1.6293	18.4608	1.43748	1.44484	13.8725	3.00454	-0.403942	51.9101	1.43965	-0.726104	52.2924
14.49	0	-0	9.12893	1.92844	136.39	0.390931	1.39771	1.29015	3.17713	1.62077	18.3434	1.46044	1.4363	13.7888	3.02411	-0.403335	51.9097	1.46726	-0.725297	52.3479
14.492	0	-0	8.97911	1.92844	136.2	0.402993	1.38764	1.28833	3.13699	1.61955	18.3589	1.42652	1.43525	13.8721	2.98571	-0.40238	51.7429	1.42989	-0.723975	52.226
14.494	0	-0	9.07634	1.91135	136.052	0.411657	1.41642	1.28686	3.16154	1.61541	18.223	1.44848	1.43055	13.7658	3.01044	-0.405865	51.7615	1.45588	-0.728749	52.3021
14.496	0	-0	9.1654	1.89372	135.903	0.420568	1.43368	1.27962	3.1801	1.60562	18.1061	1.47179	1.42085	13.6826	3.02945	-0.405115	51.7591	1.48405	-0.727641	52.3551
14.498	0	-0	9.02064	1.89372	135.709	0.432354	1.43408	1.27935	3.14233	1.60588	18.1066	1.43816	1.42111	13.7456	2.99331	-0.405335	51.6083	1.44684	-0.727935	52.2486
14.5	0	-0	9.09157	1.87665	135.554	0.441751	1.43956	1.2718	3.15599	1.59592	18.0118	1.45749	1.41132	13.6923	3.00757	-0.404258	51.5771	1.47053	-0.726333	52.273
14.502	0	-0	9.16664	1.85831	135.4	0.450593	1.46671	1.26773	3.17312	1.58916	17.8889	1.47566	1.40431	13.6041	3.02526	-0.406251	51.5765	1.49261	-0.728914	52.3302
14.504	0	-0	9.23397	1.83959	135.243	0.459896	1.48288	1.2593	3.1853	1.57809	17.7825	1.49453	1.3935	13.5399	3.03821	-0.405019	51.5535	1.51594	-0.726992	52.3671
14.506	0	-0	9.09612	1.83959	135.044	0.471987	1.47214	1.25918	3.14938	1.57844	17.7932	1.46244	1.39383	13.617	3.00389	-0.405309	51.3881	1.48041	-0.727376	52.246
14.508	0	-0	9.15768	1.82046	134.884	0.481141	1.49928	1.25369	3.15971	1.55247	17.1496	1.49216	1.37771	13.063	3.00297	-0.400596	51.7773	1.50284	-0.709121	52.8941
14.51	0	-0	9.21194	1.80087	134.721	0.490705	1.5148	1.2445	3.16801	1.54057	17.0501	1.50833	1.36615	13.0103	3.0123	-0.399089	51.7412	1.52331	-0.706765	52.9197
14.512	0	-0	9.25914	1.78083	134.556	0.500382	1.53003	1.23492	3.17424	1.52825	16.9537	1.52305	1.35422	12.9635	3.01965	-0.397456	51.6986	1.5422	-0.704181	52.9401
14.514	0	-0	9.12837	1.78083	134.352	0.512471	1.51923	1.23596	3.14099	1.52978	16.9613	1.49189	1.3556	13.0376	2.98794	-0.398696	51.5335	1.50755	-0.705861	52.82
14.516	0	-0	9.17049	1.76031	134.183	0.522076	1.54563	1.22814	3.14714	1.51911	16.8531	1.50439	1.34515	12.977	2.9952	-0.398602	51.5011	1.52376	-0.705338	52.852
14.518	0	-0	9.20593	1.73931	134.011	0.531984	1.56033	1.2178	3.14984	1.50589	16.7617	1.51676	1.33244	12.9405	2.99922	-0.396724	51.446	1.54011	-0.702294	52.8631
14.52	0	-0	9.08057	1.73931	133.804	0.544086	1.54945	1.21954	3.11845	1.50807	16.767	1.48646	1.3344	13.0116	2.96933	-0.398481	51.282	1.50633	-0.704683	52.7438
14.522	0	-0	9.1107	1.718	133.629	0.553972	1.57532	1.21023	3.1205	1.49581	16.664	1.49699	1.32256	12.9613	2.97272	-0.397518	51.2374	1.5205	-0.702853	52.7664
14.524	0	-0	9.13361	1.69649	133.452	0.564139	1.58922	1.19915	3.1195	1.48181	16.5788	1.50685	1.3092	12.9359	2.97316	-0.395286	51.1699	1.5341	-0.699229	52.7674
14.526	0	-0	9.01376	1.69649	133.242	0.576247	1.57838	1.20167	3.09005	1.48471	16.5816	1.4774	1.31179	13.0037	2.94513	-0.397606	51.0072	1.50118	-0.7024	52.6493
14.528	0	-0	9.03147	1.67476	133.062	0.586462	1.60352	1.19084	3.08789	1.47092	16.4846	1.4859	1.29862	12.9646	2.94445	-0.395654	50.9502	1.51323	-0.699123	52.6621
14.53	0	-0	9.03588	1.65396	132.878	0.596949	1.61548	1.17984	3.0806	1.44205	16.0058	1.50327	1.27926	12.6175	2.92816	-0.38878	51.1488	1.52386	-0.678568	53.1055
14.532	0	-0	8.92162	1.65396	132.664	0.609336	1.61564	1.17994	3.05079	1.4435	15.9936	1.4757	1.2799	12.6689	2.90074	-0.389281	50.9988	1.4944	-0.680165	53.0031
14.534	0	-0	8.92213	1.63293	132.477	0.619631	1.61817	1.17211	3.04646	1.43199	15.9315	1.47925	1.26945	12.6727	2.89697	-0.389532	50.9012	1.49945	-0.678978	52.9719
14.536	0	-0	8.92266	1.61046	132.289	0.63024	1.64181	1.15915	3.03845	1.4161	15.8442	1.48488	1.25439	12.6491	2.89074	-0.386239	50.8266	1.50859	-0.673789	52.9692
14.538	0	-0	8.81406	1.61046	132.073	0.642364	1.63099	1.16313	3.01299	1.42045	15.8421	1.45717	1.25825	12.7113	2.86649	-0.389713	50.666	1.47741	-0.678523	52.8536
14.54	0	-0	8.80499	1.5889	131.88	0.653187	1.65381	1.15029	3.00256	1.40482	15.7595	1.46058	1.24349	12.694	2.85786	-0.386277	50.5838	1.48398	-0.673129	52.843
14.542	0	-0	8.7906	1.56706	131.685	0.664054	1.66534	1.13802	2.99116	1.38969	15.6932	1.46243	1.2292	12.6983	2.84828	-0.383393	50.4813	1.48873	-0.668442	52.8121
14.544	0	-0	8.78393	1.54143	131.491	0.674778	1.68005	1.12252	2.97972	1.37081	15.6208	1.46764	1.21147	12.6991	2.83884	-0.379142	50.3823	1.49774	-0.661713	52.7892
14.546	0	-0	8.68301	1.54143	131.272	0.686899	1.668	1.12773	2.95706	1.37633	15.6169	1.44101	1.21634	12.7589	2.81728	-0.383527	50.2221	1.46765	-0.667721	52.6737
14.548	0	-0	8.66252	1.51822	131.073	0.698001	1.69106	1.11189	2.94173	1.35751	15.5393	1.44341	1.19878	12.7523	2.80396	-0.378328	50.1275	1.47342	-0.659729	52.6541
14.55	0	-0	8.63602	1.495	130.873	0.709064	1.70208	1.09776	2.92515	1.32935	15.2116	1.45214	1.17839	12.5667	2.78139	-0.371377	50.1788	1.47733	-0.641369	52.9161
14.552	0	-0	8.59743	1.47418	130.669	0.720344	1.71111	1.08515	2.90726	1.31417	15.1597	1.4486	1.16413	12.5903	2.76552	-0.368054	50.0553	1.47604	-0.63606	52.8639
14.554	0	-0	8.50743	1.47296	130.447	0.732407	1.70155	1.0903	2.88749	1.31943	15.1483	1.42445	1.16876	12.6424	2.74676	-0.372773	49.9006	1.44873	-0.642463	52.7556
14.556	0	-0	8.47177	1.44963	130.242	0.743862	1.72367	1.07245	2.86687	1.29872	15.0791	1.42443	1.14951	12.6485	2.7284	-0.366126	49.7917	1.45207	-0.632472	52.7229
14.558	0	-0	8.42822	1.42747	130.035	0.755243	1.73273	1.05853	2.84686	1.28203	15.0297	1.42041	1.13392	12.6783	2.71052	-0.362217	49.6608	1.45043	-0.626262	52.6658
14.56	0	-0	8.34101	1.42747	129.809	0.767412	1.72264	1.06502	2.82867	1.28879	15.0174	1.39622	1.1399	12.7279	2.69321	-0.367588	49.5068	1.4229	-0.633631	52.5568
14.562	0	-0	8.29677	1.40402	129.599	0.779072	1.74424	1.04585	2.80494	1.26675	14.9527	1.39496	1.11952	12.7413	2.67187	-0.359993	49.3891	1.425	-0.62226	52.5163
14.564	0	-0	8.2473	1.38069	129.389	0.790489	1.75366	1.03015	2.78225	1.24815	14.9068	1.39049	1.10221	12.7766	2.65147	-0.355098	49.2519	1.42309	-0.614578	52.4533
14.566	0	-0	8.16608	1.38069	129.161	0.802657	1.74304	1.03753	2.76618	1.25574	14.8927	1.36718	1.1089	12.8238	2.63625	-0.361109	49.099	1.39647	-0.622843	52.3453
14.568	0	-0	8.11356	1.3576	128.948	0.814464	1.76375	1.01703	2.73943	1.23246	14.8341	1.36481	1.08749	12.8443	2.61192	-0.352433	48.9738	1.3974	-0.609924	52.2961
14.57	0	-0	8.05614	1.33472	128.735	0.826051	1.77244	1.00079	2.71377	1.20304	14.5638	1.36702	1.06591	12.7367	2.58077	-0.34415	48.9482	1.39459	-0.590074	52.4861
14.572	0	-0	7.98096	1.33472	128.505	0.838231	1.76195	1.00886	2.69981	1.21131	14.547	1.34471	1.07323	12.7809	2.5675	-0.350736	48.7969	1.36894	-0.599082	52.3801
14.574	0	-0	7.92026	1.31325	128.289	0.850299	1.78091	0.988386	2.67088	1.18843	14.4946	1.34047	1.05217	12.8084	2.5411	-0.341624	48.664	1.36782	-0.585719	52.3217
14.576	0	-0	7.85593	1.28961	128.072	0.862056	1.79056	0.969978	2.64251	1.16724	14.4572	1.33402	1.03257	12.8567	2.51531	-0.334814	48.5126	1.36408	-0.575399	52.2459
14.578	0	-0	7.78683	1.28961	127.841	0.874618	1.78096	0.977444	2.62971	1.1749	14.4361	1.31347	1.03932	12.897	2.50316	-0.340885	48.3638	1.3405	-0.583721	52.1438
14.58	0	-0	7.71966	1.26849	127.621	0.886219	1.79005	0.961593	2.60227	1.15658	14.4005	1.3051	1.02235	12.9436	2.47811	-0.335296	48.2126	1.33418	-0.575149	52.0642
14.582	0	-0	7.64871	1.24751	127.4	0.898456	1.80511	0.941047	2.57066	1.13368	14.3584	1.29858	1.00135	12.9847	2.44903	-0.326031	48.0654	1.33043	-0.561488	51.9913
14.584	0	-0	7.57487	1.22782	127.176	0.910448	1.81134	0.9251	2.54139	1.11553	14.3298	1.28881	0.984583	13.0403	2.42216	-0.319972	47.9047	1.32251	-0.552325	51.9016
14.586	0	-0	7.51236	1.22551	126.943	0.92269	1.80327	0.932304	2.53019	1.1225	14.3046	1.26981	0.990662	13.0769	2.41161	-0.3265	47.7584	1.30075	-0.561152	51.8035
14.588	0	-0	7.4349	1.20376	126.72	0.93504	1.82104	0.907852	2.4943	1.09565	14.2637	1.26401	0.966207	13.1197	2.37841	-0.314494	47.6084	1.29819	-0.543608	51.7278
14.59	0	-0	7.37814	1.20376	126.484	0.947283	1.81078	0.917762	2.48632	1.10565	14.2389	1.24493	0.97499	13.1538	2.3709	-0.32239	47.4636	1.27599	-0.554492	51.6282
14.592	0	-0	7.2989	1.18239	126.259	0.959719	1.82874	0.892381	2.44934	1.07794	14.1993	1.23929	0.949812	13.1977	2.3366	-0.309561	47.3122	1.27367	-0.535796	51.5503
14.594	0	-0	7.21589	1.16141	126.034	0.971705	1.83494	0.874073	2.41595	1.04765	13.9718	1.23627	0.927333	13.1544	2.29822	-0.299658	47.2256	1.26545	-0.513909	51.682
14.596	0	-0	7.16535	1.16141	125.797	0.985137	1.83363	0.874132	2.40283	1.04893	13.9529	1.22352	0.927767	13.2032	2.2866	-0.300012	47.0669	1.2524	-0.515267	51.5743
14.598	0	-0	7.08074	1.14082	125.57	0.996027	1.83142	0.865881	2.37619	1.03732	13.9234	1.20753	0.917467	13.2499	2.2614	-0.300222	46.9128	1.23562	-0.513753	51.4843
14.6	0	-0	6.99256	1.12057	125.342	1.00862	1.8477	0.839384	2.33607	1.00884	13.8917	1.20044	0.891581	13.3022	2.22415	-0.286231	46.7527	1.23189	-0.493614	51.3958
14.602	0	-0	6.90613	1.10275	125.113	1.0208	1.85194	0.822976	2.30321	0.990577	13.8741	1.18815	0.874843	13.3676	2.1937	-0.279346	46.5809	1.22107	-0.483323	51.29
14.604	0	-0	6.86132	1.10171	124.875	1.03306	1.84295	0.832826	2.29838	1.00032	13.8436	1.17183	0.883392	13.3959	2.18919	-0.287509	46.4397	1.20193	-0.494493	51.1955
14.606	0	-0	6.76861	1.08212	124.644	1.04578	1.85924	0.804847	2.25607	0.970456	13.8148	1.16464	0.856363	13.4513	2.14976	-0.272202	46.2759	1.19814	-0.472502	51.1023
14.608	0	-0	6.73062	1.08212	124.405	1.05811	1.84936	0.81639	2.2541	0.981984	13.7817	1.14901	0.86651	13.4753	2.14796	-0.281325	46.1381	1.17954	-0.485053	51.0103
14.61	0	-0	6.63668	1.06283	124.173	1.07088	1.8654	0.787829	2.21109	0.951575	13.7543	1.14192	0.83904	13.5321	2.10779	-0.265483	45.9724	1.17588	-0.462304	50.9147
14.612	0	-0	6.53961	1.04384	123.94	1.08296	1.86997	0.768092	2.1733	0.929895	13.7451	1.12901	0.81931	13.6066	2.07259	-0.256445	45.7912	1.16471	-0.448917	50.7975
14.614	0	-0	6.50793	1.04384	123.701	1.09532	1.86018	0.780175	2.17331	0.941929	13.7093	1.11455	0.829883	13.6273	2.07271	-0.265948	45.6559	1.14736	-0.462021	50.7081
14.616	0	-0	6.40665	1.0245	123.468	1.10804	1.87612	0.748927	2.1264	0.900802	13.5259	1.11373	0.797147	13.6434	2.0224	-0.245969	45.5133	1.14412	-0.42748	50.7852
14.618	0	-0	6.31022	1.0077	123.235	1.12016	1.87866	0.731178	2.09003	0.881518	13.5198	1.0999	0.779536	13.7191	1.98857	-0.237825	45.3312	1.13173	-0.415529	50.6645
14.62	0	-0	6.21178	0.991452	123.001	1.13234	1.88211	0.712285	2.05234	0.861201	13.5143	1.08631	0.761039	13.7942	1.95344	-0.228636	45.1497	1.11969	-0.402152	50.5432
14.622	0	-0	6.18856	0.991452	122.761	1.14477	1.87323	0.72452	2.05471	0.873332	13.4738	1.07377	0.771746	13.8095	1.95573	-0.238266	45.0187	1.10436	-0.41536	50.4587
14.624	0	-0	6.08589	0.974888	122.528	1.15757	1.88731	0.693834	2.00789	0.841416	13.4577	1.06598	0.742994	13.8735	1.91188	-0.220017	44.8469	1.10014	-0.389505	50.3497
14.626	0	-0	5.98551	0.959736	122.294	1.16972	1.8897	0.675204	1.96986	0.821517	13.4561	1.05189	0.724932	13.951	1.87634	-0.21072	44.6634	1.08742	-0.375994	50.2237
14.628	0	-0	5.96865	0.959736	122.053	1.18219	1.88099	0.687838	1.97413	0.834016	13.4129	1.0406	0.735943	13.9628	1.88046	-0.22062	44.5351	1.07346	-0.389603	50.1421
14.63	0	-0	5.8637	0.944297	121.819	1.19501	1.89442	0.656338	1.92616	0.801455	13.4002	1.03287	0.706707	14.0288	1.8354	-0.201427	44.3615	1.06927	-0.362439	50.0288
14.632	0	-0	5.7567	0.929478	121.586	1.20713	1.89689	0.635621	1.88501	0.779586	13.4045	1.01847	0.686948	14.1115	1.79682	-0.190455	44.1737	1.05641	-0.346601	49.8961
14.634	0	-0	5.74622	0.929478	121.344	1.2196	1.88779	0.649266	1.8916	0.793056	13.3592	1.00808	0.698794	14.1207	1.80319	-0.201102	44.0476	1.04336	-0.361269	49.8166
14.636	0	-0	5.64517	0.916197	121.111	1.23247	1.89969	0.618859	1.84514	0.756251	13.2374	1.00515	0.668747	14.183	1.75518	-0.180592	43.8672	1.0397	-0.32821	49.8234
14.638	0	-0	5.53777	0.902998	120.879	1.24462	1.90189	0.597462	1.80327	0.733657	13.2368	0.991453	0.64854	14.268	1.71566	-0.168477	43.677	1.02738	-0.310723	49.6976
14.64	0	-0	5.53367	0.902998	120.637	1.25714	1.89314	0.61153	1.81187	0.747481	13.1886	0.98235	0.660757	14.2735	1.72385	-0.179466	43.5539	1.0156	-0.325774	49.6215
14.642	0	-0	5.42715	0.890639	120.407	1.26997	1.90461	0.578788	1.76249	0.714327	13.1838	0.975092	0.63101	14.3427	1.67744	-0.158387	43.3794	1.01212	-0.296311	49.5007
14.644	0	-0	5.3252	0.879697	120.176	1.2821	1.90513	0.559773	1.72366	0.694819	13.1918	0.9611	0.613397	14.4228	1.64099	-0.14756	43.1958	0.99945	-0.280959	49.3655
14.646	0	-0	5.32748	0.879697	119.934	1.29469	1.89721	0.573562	1.73369	0.708348	13.1399	0.95364	0.625332	14.4241	1.65058	-0.158292	43.0765	0.989569	-0.295691	49.2936
14.648	0	-0	5.22092	0.868946	119.704	1.30754	1.9078	0.540273	1.68391	0.674893	13.1384	0.946834	0.595406	14.4942	1.60366	-0.136321	42.902	0.986522	-0.265032	49.1698
14.65	0	-0	5.11934	0.859513	119.475	1.31967	1.9078	0.521139	1.64506	0.655498	13.1489	0.933128	0.577953	14.5745	1.56707	-0.124952	42.719	0.974082	-0.248987	49.0322
14.652	0	-0	5.128	0.859513	119.233	1.33231	1.90013	0.535266	1.65697	0.669335	13.0941	0.92696	0.590139	14.5723	1.57847	-0.135909	42.6027	0.965605	-0.264053	48.9637
14.654	0	-0	5.02154	0.850339	119.004	1.34518	1.90993	0.501384	1.60678	0.635525	13.0956	0.920665	0.559984	14.6433	1.53104	-0.113016	42.4282	0.963054	-0.232153	48.8372
14.656	0	-0	4.91411	0.841957	118.776	1.35724	1.90981	0.48018	1.56498	0.61431	13.1126	0.906853	0.540973	14.7281	1.49161	-0.09977	42.2423	0.950672	-0.213556	48.693
14.658	0	-0	4.92915	0.841957	118.535	1.3713	1.90719	0.481343	1.56983	0.616052	13.083	0.909188	0.542228	14.7508	1.49663	-0.100881	42.105	0.953495	-0.215443	48.5957
14.66	0	-0	4.82989	0.834791	118.307	1.38178	1.90209	0.474835	1.5396	0.604314	12.9764	0.892686	0.53387	14.8271	1.46475	-0.096961	41.9158	0.932859	-0.206432	48.5877
14.662	0	-0	4.7238	0.828183	118.082	1.39423	1.90997	0.441032	1.48943	0.571168	12.9858	0.88648	0.504268	14.8974	1.41741	-0.0733723	41.7445	0.930476	-0.173881	48.454
14.664	0	-0	4.61732	0.82256	117.858	1.40593	1.90884	0.419936	1.44785	0.550654	13.0091	0.872911	0.485878	14.9801	1.37818	-0.0594097	41.5632	0.918369	-0.154562	48.3051
14.666	0	-0	4.64084	0.82256	117.617	1.41863	1.90144	0.435528	1.46464	0.565832	12.9482	0.869402	0.49927	14.9703	1.39419	-0.0714553	41.4541	0.912612	-0.171087	48.2442
14.668	0	-0	4.53612	0.817894	117.394	1.4311	1.90888	0.40069	1.41408	0.531969	12.9599	0.864272	0.469117	15.0397	1.34635	-0.0464852	41.285	0.911421	-0.136707	48.1094
14.67	0	-0	4.43812	0.81435	117.171	1.44279	1.90692	0.381504	1.37593	0.513604	12.9812	0.851751	0.452696	15.1165	1.3103	-0.0333421	41.11	0.900144	-0.118607	47.9637
14.672	0	-0	4.33286	0.811542	116.951	1.45444	1.90545	0.359616	1.33404	0.492774	13.0081	0.839125	0.434118	15.1976	1.27065	-0.0179253	40.9323	0.889047	-0.0974247	47.8126
14.674	0	-0	4.36484	0.811542	116.711	1.4672	1.89849	0.375615	1.35327	0.508332	12.9434	0.837336	0.447814	15.1831	1.28903	-0.0302399	40.8277	0.885207	-0.114364	47.7567
14.676	0	-0	4.26138	0.809685	116.491	1.47958	1.90475	0.340193	1.30258	0.474345	12.9596	0.83305	0.417672	15.2523	1.24089	-0.00399576	40.6609	0.884861	-0.0783362	47.6184
14.678	0	-0	4.16556	0.808778	116.272	1.49101	1.90193	0.321008	1.26493	0.45643	12.9858	0.821208	0.40173	15.3266	1.20519	0.00992154	40.4904	0.874235	-0.0593035	47.4692
14.68	0	-0	4.20386	0.808778	116.033	1.50386	1.89572	0.336516	1.28544	0.471487	12.9175	0.821179	0.414971	15.3081	1.22482	-0.00197966	40.3897	0.872411	-0.0757002	47.4179
14.682	0	-0	4.10344	0.808754	115.817	1.5157	1.9008	0.300909	1.23453	0.434306	12.8556	0.82019	0.38316	15.4315	1.17473	0.0264605	40.164	0.873988	-0.0351729	47.366
14.684	0	-0	4.00361	0.80972	115.603	1.52653	1.8974	0.280012	1.19462	0.415233	12.8918	0.808383	0.366157	15.5065	1.13693	0.0421996	39.9964	0.863678	-0.0138696	47.2082
14.686	0	-0	4.04819	0.80972	115.365	1.54083	1.89461	0.281459	1.20717	0.416392	12.8145	0.818013	0.367166	15.4825	1.14888	0.0412857	39.9005	0.874128	-0.0151235	47.1678
14.688	0	-0	3.95867	0.811561	115.152	1.5503	1.88839	0.276218	1.18061	0.412769	12.8514	0.799632	0.363836	15.5514	1.12378	0.0451311	39.7392	0.854649	-0.0101749	47.0097
14.69	0	-0	3.86998	0.814293	114.94	1.56184	1.89127	0.24329	1.13529	0.382082	12.8742	0.797553	0.336638	15.6091	1.08072	0.0708429	39.5877	0.85643	0.0247294	46.8686
14.692	0	-0	3.92082	0.814293	114.703	1.57478	1.88592	0.259213	1.15937	0.397448	12.8001	0.80025	0.35018	15.5834	1.10369	0.0586622	39.4943	0.857516	0.00800251	46.8252
14.694	0	-0	3.83509	0.817899	114.493	1.58634	1.88869	0.225398	1.11418	0.366025	12.8229	0.799436	0.322364	15.6395	1.06071	0.0853303	39.3453	0.860754	0.0441798	46.685
14.696	0	-0	3.74244	0.822635	114.285	1.59697	1.88435	0.203988	1.07567	0.347073	12.8631	0.789848	0.305571	15.7093	1.0241	0.102605	39.1861	0.852815	0.0673859	46.5264
14.698	0	-0	3.64298	0.828595	114.08	1.60719	1.87922	0.181523	1.03466	0.327389	12.9127	0.779312	0.288154	15.7832	0.985078	0.121001	39.0256	0.843923	0.092051	46.3588
14.7	0	-0	3.5529	0.835135	113.876	1.61706	1.87317	0.162086	0.998142	0.310718	12.9603	0.769274	0.273419	15.8493	0.950301	0.13725	38.8727	0.835186	0.113748	46.194
14.702	0	-0	3.61409	0.835135	113.642	1.63002	1.86842	0.179262	1.02576	0.327305	12.8816	0.773634	0.288002	15.818	0.976688	0.124137	38.7854	0.838015	0.0956911	46.1573
14.704	0	-0	3.52767	0.842583	113.441	1.64055	1.86854	0.143564	0.977552	0.291956	12.8159	0.775748	0.257151	15.9716	0.930136	0.15525	38.5371	0.844234	0.138227	46.1164
14.706	0	-0	3.44286	0.850958	113.242	1.65012	1.86204	0.123772	0.94208	0.275359	12.866	0.767162	0.242448	16.0329	0.896409	0.172321	38.3913	0.837209	0.16083	45.9515
