t_real	tv	d_tv	W_0x	W_0y	W_0z	W_1x	W_1y	W_1z	W_2x	W_2y	W_2z	W_3x	W_3y	W_3z
5.82	3.2703	0.407779	89.4617	89.4617	35	85.8308	85.8308	35	98.2468	98.2468	35	92.58	92.58	35
5.822	3.27111	0.407654	89.4617	89.4617	35	85.8571	85.8571	35	98.2499	98.2499	35	92.5831	92.5831	35
5.824	3.27193	0.40753	89.4617	89.4617	35	85.8833	85.8833	35	98.2529	98.2529	35	92.5861	92.5861	35
5.826	3.27274	0.407406	89.4617	89.4617	35	85.9095	85.9095	35	98.2559	98.2559	35	92.5891	92.5891	35
5.828	3.27356	0.407281	89.4617	89.4617	35	85.9357	85.9357	35	98.259	98.259	35	92.5922	92.5922	35
5.83	3.27437	0.407157	89.4617	89.4617	35	85.9619	85.9619	35	98.262	98.262	35	92.5952	92.5952	35
5.832	3.27518	0.407033	89.4617	89.4617	35	85.9881	85.9881	35	98.265	98.265	35	92.5982	92.5982	35
5.834	3.276	0.406909	89.4617	89.4617	35	86.0143	86.0143	35	98.2681	98.2681	35	92.6012	92.6012	35
5.836	3.27681	0.406785	89.4617	89.4617	35	86.0405	86.0405	35	98.2711	98.2711	35	92.6043	92.6043	35
5.838	3.27762	0.406661	89.4617	89.4617	35	86.0668	86.0668	35	98.2741	98.2741	35	92.6073	92.6073	35
5.84	3.27844	0.406537	89.4617	89.4617	35	86.093	86.093	35	98.2771	98.2771	35	92.6103	92.6103	35
5.842	3.27925	0.406414	89.4617	89.4617	35	86.1192	86.1192	35	98.2802	98.2802	35	92.6134	92.6134	35
5.844	3.28006	0.40629	89.4617	89.4617	35	86.1454	86.1454	35	98.2832	98.2832	35	92.6164	92.6164	35
5.846	3.28088	0.406195	89.4617	89.4617	35	86.1655	86.1655	35	98.2862	98.2862	35	92.6194	92.6194	35
5.848	3.28169	0.4061	89.4617	89.4617	35	86.1857	86.1857	35	98.2893	98.2893	35	92.6225	92.6225	35
5.85	3.2825	0.406005	89.4617	89.4617	35	86.2058	86.2058	35	98.2923	98.2923	35	92.6255	92.6255	35
5.852	3.28331	0.40591	89.4617	89.4617	35	86.226	86.226	35	98.2953	98.2953	35	92.6285	92.6285	35
5.854	3.28412	0.405815	89.4617	89.4617	35	86.2462	86.2462	35	98.2984	98.2984	35	92.6315	92.6315	35
5.856	3.28493	0.40572	89.4617	89.4617	35	86.2663	86.2663	35	98.3014	98.3014	35	92.6346	92.6346	35
5.858	3.28575	0.405626	89.4617	89.4617	35	86.2865	86.2865	35	98.3044	98.3044	35	92.6376	92.6376	35
5.86	3.28656	0.405531	89.4617	89.4617	35	86.3066	86.3066	35	98.3075	98.3075	35	92.6406	92.6406	35
5.862	3.28737	0.405436	89.4617	89.4617	35	86.3268	86.3268	35	98.3105	98.3105	35	92.6437	92.6437	35
5.864	3.28818	0.405342	89.4617	89.4617	35	86.3469	86.3469	35	98.3135	98.3135	35	92.6467	92.6467	35
5.866	3.28899	0.405247	89.4617	89.4617	35	86.3671	86.3671	35	98.3165	98.3165	35	92.6497	92.6497	35
5.868	3.2898	0.405153	89.4617	89.4617	35	86.3872	86.3872	35	98.3196	98.3196	35	92.6528	92.6528	35
5.87	3.29061	0.405058	89.4617	89.4617	35	86.4074	86.4074	35	98.3226	98.3226	35	92.6558	92.6558	35
5.872	3.29142	0.404964	89.4617	89.4617	35	86.4275	86.4275	35	98.3256	98.3256	35	92.6588	92.6588	35
5.874	3.29223	0.404869	89.4617	89.4617	35	86.4477	86.4477	35	98.3287	98.3287	35	92.6618	92.6618	35
5.876	3.29304	0.404775	89.4617	89.4617	35	86.4678	86.4678	35	98.3317	98.3317	35	92.6649	92.6649	35
5.878	3.29385	0.404681	89.4617	89.4617	35	86.488	86.488	35	98.3347	98.3347	35	92.6679	92.6679	35
5.88	3.29466	0.404586	89.4617	89.4617	35	86.5081	86.5081	35	98.3378	98.3378	35	92.6709	92.6709	35
5.882	3.29547	0.404492	89.4617	89.4617	35	86.5283	86.5283	35	98.3408	98.3408	35	92.674	92.674	35
5.884	3.29628	0.404398	89.4617	89.4617	35	86.5484	86.5484	35	98.3438	98.3438	35	92.677	92.677	35
5.886	3.29708	0.404304	89.4617	89.4617	35	86.5686	86.5686	35	98.3468	98.3468	35	92.68	92.68	35
5.888	3.29789	0.40421	89.4617	89.4617	35	86.5887	86.5887	35	98.3499	98.3499	35	92.6831	92.6831	35
5.89	3.2987	0.404116	89.4617	89.4617	35	86.6089	86.6089	35	98.3529	98.3529	35	92.6861	92.6861	35
5.892	3.29951	0.404022	89.4617	89.4617	35	86.629	86.629	35	98.3559	98.3559	35	92.6891	92.6891	35
5.894	3.30032	0.403928	89.4617	89.4617	35	86.6492	86.6492	35	98.359	98.359	35	92.6922	92.6922	35
5.896	3.30112	0.403834	89.4617	89.4617	35	86.6693	86.6693	35	98.362	98.362	35	92.6952	92.6952	35
5.898	3.30193	0.40374	89.4617	89.4617	35	86.6895	86.6895	35	98.365	98.365	35	92.6982	92.6982	35
5.9	3.30274	0.403646	89.4617	89.4617	35	86.7096	86.7096	35	98.3681	98.3681	35	92.7012	92.7012	35
5.902	3.30355	0.403552	89.4617	89.4617	35	86.7298	86.7298	35	98.3711	98.3711	35	92.7043	92.7043	35
5.904	3.30435	0.403458	89.4617	89.4617	35	86.7499	86.7499	35	98.3741	98.3741	35	92.7073	92.7073	35
5.906	3.30516	0.403365	89.4617	89.4617	35	86.7701	86.7701	35	98.3771	98.3771	35	92.7103	92.7103	35
5.908	3.30597	0.403271	89.4617	89.4617	35	86.7902	86.7902	35	98.3802	98.3802	35	92.7134	92.7134	35
5.91	3.30677	0.403206	89.4617	89.4617	35	86.8043	86.8043	35	98.3832	98.3832	35	92.7164	92.7164	35
5.912	3.30758	0.40314	89.4617	89.4617	35	86.8184	86.8184	35	98.3862	98.3862	35	92.7194	92.7194	35
5.914	3.30838	0.403075	89.4617	89.4617	35	86.8325	86.8325	35	98.3893	98.3893	35	92.7225	92.7225	35
5.916	3.30919	0.403009	89.4617	89.4617	35	86.8466	86.8466	35	98.3923	98.3923	35	92.7255	92.7255	35
5.918	3.31	0.402944	89.4617	89.4617	35	86.8607	86.8607	35	98.3953	98.3953	35	92.7285	92.7285	35
5.92	3.3108	0.402879	89.4617	89.4617	35	86.8748	86.8748	35	98.3984	98.3984	35	92.7315	92.7315	35
5.922	3.31161	0.402813	89.4617	89.4617	35	86.8889	86.8889	35	98.4014	98.4014	35	92.7346	92.7346	35
5.924	3.31241	0.402748	89.4617	89.4617	35	86.903	86.903	35	98.4044	98.4044	35	92.7376	92.7376	35
5.926	3.31322	0.402683	89.4617	89.4617	35	86.9171	86.9171	35	98.4075	98.4075	35	92.7406	92.7406	35
5.928	3.31402	0.402617	89.4617	89.4617	35	86.9312	86.9312	35	98.4105	98.4105	35	92.7437	92.7437	35
5.93	3.31483	0.402552	89.4617	89.4617	35	86.9452	86.9452	35	98.4135	98.4135	35	92.7467	92.7467	35
5.932	3.31563	0.402487	89.4617	89.4617	35	86.9593	86.9593	35	98.4165	98.4165	35	92.7497	92.7497	35
5.934	3.31644	0.402422	89.4617	89.4617	35	86.9734	86.9734	35	98.4196	98.4196	35	92.7528	92.7528	35
5.936	3.31724	0.402357	89.4617	89.4617	35	86.9875	86.9875	35	98.4226	98.4226	35	92.7558	92.7558	35
5.938	3.31805	0.402291	89.4617	89.4617	35	87.0016	87.0016	35	98.4256	98.4256	35	92.7588	92.7588	35
5.94	3.31885	0.402226	89.4617	89.4617	35	87.0157	87.0157	35	98.4287	98.4287	35	92.7618	92.7618	35
5.942	3.31966	0.402161	89.4617	89.4617	35	87.0298	87.0298	35	98.4287	98.4287	35	92.7649	92.7649	35
5.944	3.32046	0.402096	89.4617	89.4617	35	87.0439	87.0439	35	98.4287	98.4287	35	92.7649	92.7649	35
5.946	3.32127	0.402031	89.4617	89.4617	35	87.058	87.058	35	98.4287	98.4287	35	92.7649	92.7649	35
5.948	3.32207	0.401994	89.4617	89.4617	35	87.066	87.066	35	98.4287	98.4287	35	92.7649	92.7649	35
5.95	3.32287	0.401957	89.4617	89.4617	35	87.074	87.074	35	98.4287	98.4287	35	92.7649	92.7649	35
5.952	3.32368	0.40192	89.4617	89.4617	35	87.0821	87.0821	35	98.4287	98.4287	35	92.7649	92.7649	35
5.954	3.32448	0.401883	89.4617	89.4617	35	87.0901	87.0901	35	98.4287	98.4287	35	92.7649	92.7649	35
5.956	3.32528	0.401846	89.4617	89.4617	35	87.0981	87.0981	35	98.4287	98.4287	35	92.7649	92.7649	35
5.958	3.32609	0.401809	89.4617	89.4617	35	87.1062	87.1062	35	98.4287	98.4287	35	92.7649	92.7649	35
5.96	3.32689	0.401772	89.4617	89.4617	35	87.1142	87.1142	35	98.4287	98.4287	35	92.7649	92.7649	35
5.962	3.3277	0.401735	89.4617	89.4617	35	87.1222	87.1222	35	98.4287	98.4287	35	92.7649	92.7649	35
5.964	3.3285	0.401697	89.4617	89.4617	35	87.1302	87.1302	35	98.4287	98.4287	35	92.7649	92.7649	35
5.966	3.3293	0.40166	89.4617	89.4617	35	87.1383	87.1383	35	98.4287	98.4287	35	92.7649	92.7649	35
5.968	3.33011	0.401623	89.4617	89.4617	35	87.1463	87.1463	35	98.4287	98.4287	35	92.7649	92.7649	35
5.97	3.33091	0.401586	89.4617	89.4617	35	87.1543	87.1543	35	98.4287	98.4287	35	92.7649	92.7649	35
5.972	3.33171	0.401549	89.4617	89.4617	35	87.1624	87.1624	35	98.4287	98.4287	35	92.7649	92.7649	35
5.974	3.33251	0.401512	89.4617	89.4617	35	87.1704	87.1704	35	98.4287	98.4287	35	92.7649	92.7649	35
5.976	3.33332	0.401475	89.4617	89.4617	35	87.1784	87.1784	35	98.4287	98.4287	35	92.7649	92.7649	35
5.978	3.33412	0.401439	89.4617	89.4617	35	87.1865	87.1865	35	98.4287	98.4287	35	92.7649	92.7649	35
5.98	3.33492	0.401402	89.4617	89.4617	35	87.1945	87.1945	35	98.4287	98.4287	35	92.7649	92.7649	35
5.982	3.33573	0.401365	89.4617	89.4617	35	87.2025	87.2025	35	98.4287	98.4287	35	92.7649	92.7649	35
5.984	3.33653	0.401328	89.4617	89.4617	35	87.2105	87.2105	35	98.4287	98.4287	35	92.7649	92.7649	35
5.986	3.33733	0.401291	89.4617	89.4617	35	87.2186	87.2186	35	98.4287	98.4287	35	92.7649	92.7649	35
5.988	3.33813	0.401282	89.4617	89.4617	35	87.2205	87.2205	35	98.4287	98.4287	35	92.7649	92.7649	35
5.99	3.33894	0.401273	89.4617	89.4617	35	87.2225	87.2225	35	98.4287	98.4287	35	92.7649	92.7649	35
5.992	3.33974	0.401263	89.4617	89.4617	35	87.2245	87.2245	35	98.4287	98.4287	35	92.7649	92.7649	35
5.994	3.34054	0.401254	89.4617	89.4617	35	87.2265	87.2265	35	98.4287	98.4287	35	92.7649	92.7649	35
5.996	3.34134	0.401245	89.4617	89.4617	35	87.2284	87.2284	35	98.4287	98.4287	35	92.7649	92.7649	35
5.998	3.34215	0.401236	89.4617	89.4617	35	87.2304	87.2304	35	98.4287	98.4287	35	92.7649	92.7649	35
6	3.34295	0.401227	89.4617	89.4617	35	87.2324	87.2324	35	98.4287	98.4287	35	92.7649	92.7649	35
6.002	3.34375	0.401218	89.4617	89.4617	35	87.2343	87.2343	35	98.4287	98.4287	35	92.7649	92.7649	35
6.004	3.34455	0.401209	89.4617	89.4617	35	87.2363	87.2363	35	98.4287	98.4287	35	92.7649	92.7649	35
6.006	3.34536	0.4012	89.4617	89.4617	35	87.2383	87.2383	35	98.4287	98.4287	35	92.7649	92.7649	35
6.008	3.34616	0.401191	89.4617	89.4617	35	87.2402	87.2402	35	98.4287	98.4287	35	92.7649	92.7649	35
6.01	3.34696	0.401182	89.4617	89.4617	35	87.2422	87.2422	35	98.4287	98.4287	35	92.7649	92.7649	35
6.012	3.34776	0.401173	89.4617	89.4617	35	87.2442	87.2442	35	98.4287	98.4287	35	92.7649	92.7649	35
6.014	3.34857	0.401164	89.4617	89.4617	35	87.2462	87.2462	35	98.4287	98.4287	35	92.7649	92.7649	35
6.016	3.34937	0.401155	89.4617	89.4617	35	87.2481	87.2481	35	98.4287	98.4287	35	92.7649	92.7649	35
6.018	3.35017	0.401146	89.4617	89.4617	35	87.2501	87.2501	35	98.4287	98.4287	35	92.7649	92.7649	35
6.02	3.35097	0.401137	89.4617	89.4617	35	87.2521	87.2521	35	98.4287	98.4287	35	92.7649	92.7649	35
6.022	3.35177	0.401128	89.4617	89.4617	35	87.254	87.254	35	98.4287	98.4287	35	92.7649	92.7649	35
6.024	3.35258	0.401119	89.4617	89.4617	35	87.256	87.256	35	98.4287	98.4287	35	92.7649	92.7649	35
6.026	3.35338	0.401109	89.4617	89.4617	35	87.258	87.258	35	98.4287	98.4287	35	92.7649	92.7649	35
6.028	3.35418	0.4011	89.4617	89.4617	35	87.2599	87.2599	35	98.4287	98.4287	35	92.7649	92.7649	35
6.03	3.35498	0.401091	89.4617	89.4617	35	87.2619	87.2619	35	98.4287	98.4287	35	92.7649	92.7649	35
6.032	3.35579	0.401082	89.4617	89.4617	35	87.2639	87.2639	35	98.4287	98.4287	35	92.7649	92.7649	35
6.034	3.35659	0.401073	89.4617	89.4617	35	87.2658	87.2658	35	98.4287	98.4287	35	92.7649	92.7649	35
6.036	3.35739	0.401064	89.4617	89.4617	35	87.2678	87.2678	35	98.4287	98.4287	35	92.7649	92.7649	35
6.038	3.35819	0.401055	89.4617	89.4617	35	87.2698	87.2698	35	98.4287	98.4287	35	92.7649	92.7649	35
6.04	3.35899	0.401046	89.4617	89.4617	35	87.2718	87.2718	35	98.4287	98.4287	35	92.7649	92.7649	35
6.042	3.3598	0.401037	89.4617	89.4617	35	87.2737	87.2737	35	98.4287	98.4287	35	92.7649	92.7649	35
6.044	3.3606	0.401028	89.4617	89.4617	35	87.2757	87.2757	35	98.4287	98.4287	35	92.7649	92.7649	35
6.046	3.3614	0.401019	89.4617	89.4617	35	87.2777	87.2777	35	98.4287	98.4287	35	92.7649	92.7649	35
6.048	3.3622	0.40101	89.4617	89.4617	35	87.2796	87.2796	35	98.4287	98.4287	35	92.7649	92.7649	35
6.05	3.363	0.401001	89.4617	89.4617	35	87.2816	87.2816	35	98.4287	98.4287	35	92.7649	92.7649	35
6.052	3.36381	0.400992	89.4617	89.4617	35	87.2836	87.2836	35	98.4287	98.4287	35	92.7649	92.7649	35
6.054	3.36461	0.400983	89.4617	89.4617	35	87.2855	87.2855	35	98.4287	98.4287	35	92.7649	92.7649	35
6.056	3.36541	0.400974	89.4617	89.4617	35	87.2875	87.2875	35	98.4287	98.4287	35	92.7649	92.7649	35
6.058	3.36621	0.400965	89.4617	89.4617	35	87.2895	87.2895	35	98.4287	98.4287	35	92.7649	92.7649	35
6.06	3.36701	0.400956	89.4617	89.4617	35	87.2915	87.2915	35	98.4287	98.4287	35	92.7649	92.7649	35
6.062	3.36782	0.400947	89.4617	89.4617	35	87.2934	87.2934	35	98.4287	98.4287	35	92.7649	92.7649	35
6.064	3.36862	0.400938	89.4617	89.4617	35	87.2954	87.2954	35	98.4287	98.4287	35	92.7649	92.7649	35
6.066	3.36942	0.400928	89.4637	89.4637	35	87.2974	87.2974	35	98.4287	98.4287	35	92.7649	92.7649	35
6.068	3.37022	0.400919	89.4657	89.4657	35	87.2993	87.2993	35	98.4287	98.4287	35	92.7649	92.7649	35
6.07	3.37102	0.40091	89.4677	89.4677	35	87.3013	87.3013	35	98.4287	98.4287	35	92.7649	92.7649	35
6.072	3.37183	0.400901	89.4697	89.4697	35	87.3033	87.3033	35	98.4287	98.4287	35	92.7649	92.7649	35
6.074	3.37263	0.400892	89.4717	89.4717	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.076	3.37343	0.400892	89.4737	89.4737	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.078	3.37423	0.400892	89.4757	89.4757	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.08	3.37503	0.400892	89.4777	89.4777	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.082	3.37583	0.400892	89.4797	89.4797	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.084	3.37664	0.400892	89.4817	89.4817	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.086	3.37744	0.400892	89.4837	89.4837	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.088	3.37824	0.400892	89.4857	89.4857	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.09	3.37904	0.400892	89.4877	89.4877	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.092	3.37984	0.400892	89.4897	89.4897	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.094	3.38064	0.400892	89.4917	89.4917	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.096	3.38145	0.400892	89.4937	89.4937	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.098	3.38225	0.400892	89.4957	89.4957	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.1	3.38305	0.400892	89.4977	89.4977	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.102	3.38385	0.400892	89.4997	89.4997	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.104	3.38465	0.400892	89.5017	89.5017	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.106	3.38546	0.400892	89.5037	89.5037	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.108	3.38626	0.400892	89.5057	89.5057	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.11	3.38706	0.400892	89.5077	89.5077	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.112	3.38786	0.400892	89.5097	89.5097	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.114	3.38866	0.400892	89.5117	89.5117	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.116	3.38946	0.400892	89.5137	89.5137	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.118	3.39027	0.400892	89.5157	89.5157	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.12	3.39107	0.400892	89.5177	89.5177	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.122	3.39187	0.400892	89.5197	89.5197	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.124	3.39267	0.400892	89.5217	89.5217	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.126	3.39347	0.400892	89.5237	89.5237	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.128	3.39428	0.400892	89.5257	89.5257	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.13	3.39508	0.400892	89.5277	89.5277	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.132	3.39588	0.400892	89.5297	89.5297	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.134	3.39668	0.400892	89.5317	89.5317	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.136	3.39748	0.400892	89.5337	89.5337	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.138	3.39828	0.400892	89.5357	89.5357	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.14	3.39909	0.400892	89.5377	89.5377	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.142	3.39989	0.400892	89.5397	89.5397	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.144	3.40069	0.400892	89.5417	89.5417	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.146	3.40149	0.400892	89.5437	89.5437	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.148	3.40229	0.400892	89.5457	89.5457	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.15	3.40309	0.400892	89.5477	89.5477	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.152	3.4039	0.400892	89.5497	89.5497	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.154	3.4047	0.400892	89.5517	89.5517	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.156	3.4055	0.400892	89.5537	89.5537	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.158	3.4063	0.400892	89.5557	89.5557	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.16	3.4071	0.400892	89.5577	89.5577	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.162	3.40791	0.400892	89.5597	89.5597	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.164	3.40871	0.400892	89.5617	89.5617	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.166	3.40951	0.400892	89.5637	89.5637	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.168	3.41031	0.400892	89.5657	89.5657	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.17	3.41111	0.400892	89.5677	89.5677	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.172	3.41191	0.400892	89.5697	89.5697	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.174	3.41272	0.400892	89.5717	89.5717	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.176	3.41352	0.400892	89.5737	89.5737	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.178	3.41432	0.400892	89.5757	89.5757	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.18	3.41512	0.400892	89.5777	89.5777	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.182	3.41592	0.400892	89.5797	89.5797	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.184	3.41673	0.400892	89.5817	89.5817	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.186	3.41753	0.400892	89.5837	89.5837	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.188	3.41833	0.400892	89.5857	89.5857	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.19	3.41913	0.400892	89.5877	89.5877	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.192	3.41993	0.400892	89.5897	89.5897	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.194	3.42073	0.400892	89.5917	89.5917	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.196	3.42154	0.400892	89.5937	89.5937	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.198	3.42234	0.400892	89.5957	89.5957	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.2	3.42314	0.400892	89.5977	89.5977	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.202	3.42394	0.400892	89.5997	89.5997	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.204	3.42474	0.400892	89.6017	89.6017	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.206	3.42554	0.400892	89.6037	89.6037	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.208	3.42635	0.400892	89.6057	89.6057	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.21	3.42715	0.400892	89.6077	89.6077	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.212	3.42795	0.400892	89.6097	89.6097	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.214	3.42875	0.400892	89.6117	89.6117	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.216	3.42955	0.400892	89.6137	89.6137	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.218	3.43036	0.400892	89.6157	89.6157	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.22	3.43116	0.400892	89.6177	89.6177	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.222	3.43196	0.400892	89.6197	89.6197	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.224	3.43276	0.400892	89.6217	89.6217	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.226	3.43356	0.400892	89.6237	89.6237	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.228	3.43436	0.400892	89.6257	89.6257	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.23	3.43517	0.400892	89.6277	89.6277	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.232	3.43597	0.400892	89.6297	89.6297	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.234	3.43677	0.400892	89.6317	89.6317	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.236	3.43757	0.400892	89.6337	89.6337	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.238	3.43837	0.400892	89.6357	89.6357	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.24	3.43918	0.400892	89.6377	89.6377	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.242	3.43998	0.400892	89.6397	89.6397	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.244	3.44078	0.400892	89.6417	89.6417	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.246	3.44158	0.400892	89.6437	89.6437	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.248	3.44238	0.400892	89.6457	89.6457	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.25	3.44318	0.400892	89.6477	89.6477	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.252	3.44399	0.400892	89.6497	89.6497	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.254	3.44479	0.400892	89.6517	89.6517	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.256	3.44559	0.400892	89.6537	89.6537	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.258	3.44639	0.400892	89.6557	89.6557	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.26	3.44719	0.400892	89.6577	89.6577	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.262	3.44799	0.400892	89.6597	89.6597	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.264	3.4488	0.400892	89.6617	89.6617	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.266	3.4496	0.400892	89.6637	89.6637	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
6.268	3.4504	0.400892	89.6657	89.6657	35	87.3052	87.3052	35	98.4287	98.4287	35	92.7649	92.7649	35
