t_real	tv	d_tv	W_0x	W_0y	W_0z	W_1x	W_1y	W_1z	W_2x	W_2y	W_2z	W_3x	W_3y	W_3z
2.332	1.63021	0.545383	68.5107	68.5107	35	64.1751	64.1751	35	74.9879	74.9879	35	66.9848	66.9848	35
2.334	1.63131	0.545307	68.5258	68.5258	35	64.184	64.184	35	75.0333	75.0333	35	67	67	35
2.336	1.6324	0.545232	68.5409	68.5409	35	64.1929	64.1929	35	75.0787	75.0787	35	67.0152	67.0152	35
2.338	1.63349	0.545156	68.556	68.556	35	64.2018	64.2018	35	75.124	75.124	35	67.0303	67.0303	35
2.34	1.63458	0.545081	68.5712	68.5712	35	64.2106	64.2106	35	75.1694	75.1694	35	67.0455	67.0455	35
2.342	1.63567	0.545006	68.5863	68.5863	35	64.2195	64.2195	35	75.2148	75.2148	35	67.0606	67.0606	35
2.344	1.63676	0.54493	68.6014	68.6014	35	64.2284	64.2284	35	75.2601	75.2601	35	67.0758	67.0758	35
2.346	1.63785	0.544855	68.6165	68.6165	35	64.2373	64.2373	35	75.3055	75.3055	35	67.0909	67.0909	35
2.348	1.63894	0.54478	68.6316	68.6316	35	64.2462	64.2462	35	75.3508	75.3508	35	67.1061	67.1061	35
2.35	1.64002	0.544704	68.6468	68.6468	35	64.255	64.255	35	75.3962	75.3962	35	67.1212	67.1212	35
2.352	1.64111	0.544629	68.6619	68.6619	35	64.2639	64.2639	35	75.4416	75.4416	35	67.1364	67.1364	35
2.354	1.6422	0.544554	68.677	68.677	35	64.2728	64.2728	35	75.4869	75.4869	35	67.1515	67.1515	35
2.356	1.64329	0.544479	68.6921	68.6921	35	64.2817	64.2817	35	75.5323	75.5323	35	67.1667	67.1667	35
2.358	1.64438	0.544404	68.7072	68.7072	35	64.2905	64.2905	35	75.5777	75.5777	35	67.1818	67.1818	35
2.36	1.64547	0.544328	68.7224	68.7224	35	64.2994	64.2994	35	75.623	75.623	35	67.197	67.197	35
2.362	1.64656	0.544253	68.7315	68.7315	35	64.3083	64.3083	35	75.6684	75.6684	35	67.2121	67.2121	35
2.364	1.64765	0.544178	68.7405	68.7405	35	64.3172	64.3172	35	75.7077	75.7077	35	67.2273	67.2273	35
2.366	1.64873	0.544103	68.7496	68.7496	35	64.3261	64.3261	35	75.747	75.747	35	67.2424	67.2424	35
2.368	1.64982	0.544028	68.7587	68.7587	35	64.3349	64.3349	35	75.7863	75.7863	35	67.2576	67.2576	35
2.37	1.65091	0.543953	68.7678	68.7678	35	64.3438	64.3438	35	75.8256	75.8256	35	67.2727	67.2727	35
2.372	1.652	0.543878	68.7769	68.7769	35	64.3527	64.3527	35	75.8649	75.8649	35	67.2879	67.2879	35
2.374	1.65309	0.543803	68.786	68.786	35	64.3616	64.3616	35	75.9042	75.9042	35	67.303	67.303	35
2.376	1.65417	0.543728	68.7951	68.7951	35	64.3705	64.3705	35	75.9435	75.9435	35	67.3182	67.3182	35
2.378	1.65526	0.543653	68.8042	68.8042	35	64.3793	64.3793	35	75.9828	75.9828	35	67.3333	67.3333	35
2.38	1.65635	0.543578	68.8133	68.8133	35	64.3882	64.3882	35	76.0221	76.0221	35	67.3485	67.3485	35
2.382	1.65743	0.543503	68.8224	68.8224	35	64.3971	64.3971	35	76.0614	76.0614	35	67.3636	67.3636	35
2.384	1.65852	0.543428	68.8315	68.8315	35	64.406	64.406	35	76.1007	76.1007	35	67.3788	67.3788	35
2.386	1.65961	0.543353	68.8405	68.8405	35	64.4148	64.4148	35	76.14	76.14	35	67.3939	67.3939	35
2.388	1.66069	0.543278	68.8496	68.8496	35	64.4237	64.4237	35	76.1793	76.1793	35	67.4091	67.4091	35
2.39	1.66178	0.543203	68.8587	68.8587	35	64.4326	64.4326	35	76.2186	76.2186	35	67.4242	67.4242	35
2.392	1.66287	0.543128	68.8678	68.8678	35	64.4415	64.4415	35	76.2579	76.2579	35	67.4394	67.4394	35
2.394	1.66395	0.543054	68.8769	68.8769	35	64.4504	64.4504	35	76.2972	76.2972	35	67.4545	67.4545	35
2.396	1.66504	0.542979	68.886	68.886	35	64.4592	64.4592	35	76.3365	76.3365	35	67.4697	67.4697	35
2.398	1.66613	0.542904	68.8951	68.8951	35	64.4681	64.4681	35	76.3758	76.3758	35	67.4848	67.4848	35
2.4	1.66721	0.542829	68.9042	68.9042	35	64.477	64.477	35	76.4152	76.4152	35	67.5	67.5	35
2.402	1.6683	0.542754	68.9133	68.9133	35	64.4859	64.4859	35	76.4545	76.4545	35	67.5152	67.5152	35
2.404	1.66938	0.54268	68.9224	68.9224	35	64.4948	64.4948	35	76.4877	76.4877	35	67.5303	67.5303	35
2.406	1.67047	0.542655	68.9315	68.9315	35	64.4977	64.4977	35	76.5209	76.5209	35	67.5455	67.5455	35
2.408	1.67155	0.54263	68.9405	68.9405	35	64.5006	64.5006	35	76.5542	76.5542	35	67.5606	67.5606	35
2.41	1.67264	0.542606	68.9436	68.9436	35	64.5036	64.5036	35	76.5874	76.5874	35	67.5697	67.5697	35
2.412	1.67372	0.542581	68.9466	68.9466	35	64.5065	64.5065	35	76.6146	76.6146	35	67.5788	67.5788	35
2.414	1.67481	0.542557	68.9496	68.9496	35	64.5093	64.5093	35	76.6418	76.6418	35	67.5879	67.5879	35
2.416	1.67589	0.542533	68.9527	68.9527	35	64.5122	64.5122	35	76.669	76.669	35	67.597	67.597	35
2.418	1.67698	0.54251	68.9557	68.9557	35	64.515	64.515	35	76.6962	76.6962	35	67.6061	67.6061	35
2.42	1.67806	0.542486	68.9587	68.9587	35	64.5178	64.5178	35	76.7233	76.7233	35	67.6152	67.6152	35
2.422	1.67915	0.542462	68.9618	68.9618	35	64.5206	64.5206	35	76.7505	76.7505	35	67.6242	67.6242	35
2.424	1.68023	0.542439	68.9648	68.9648	35	64.5234	64.5234	35	76.7777	76.7777	35	67.6333	67.6333	35
2.426	1.68132	0.542415	68.9678	68.9678	35	64.5262	64.5262	35	76.8049	76.8049	35	67.6424	67.6424	35
2.428	1.6824	0.542391	68.9708	68.9708	35	64.5291	64.5291	35	76.8321	76.8321	35	67.6515	67.6515	35
2.43	1.68349	0.542368	68.9739	68.9739	35	64.5319	64.5319	35	76.8592	76.8592	35	67.6606	67.6606	35
2.432	1.68457	0.542344	68.9769	68.9769	35	64.5347	64.5347	35	76.8864	76.8864	35	67.6697	67.6697	35
2.434	1.68566	0.54232	68.9799	68.9799	35	64.5375	64.5375	35	76.9136	76.9136	35	67.6788	67.6788	35
2.436	1.68674	0.542297	68.983	68.983	35	64.5403	64.5403	35	76.9408	76.9408	35	67.6879	67.6879	35
2.438	1.68783	0.542273	68.986	68.986	35	64.5432	64.5432	35	76.968	76.968	35	67.697	67.697	35
2.44	1.68891	0.542249	68.989	68.989	35	64.546	64.546	35	76.9952	76.9952	35	67.7061	67.7061	35
2.442	1.68999	0.542226	68.9921	68.9921	35	64.5488	64.5488	35	77.0163	77.0163	35	67.7152	67.7152	35
2.444	1.69108	0.542202	68.9951	68.9951	35	64.5516	64.5516	35	77.0374	77.0374	35	67.7242	67.7242	35
2.446	1.69216	0.542178	68.9981	68.9981	35	64.5544	64.5544	35	77.0585	77.0585	35	67.7333	67.7333	35
2.448	1.69325	0.542155	69.0012	69.0012	35	64.5572	64.5572	35	77.0796	77.0796	35	67.7424	67.7424	35
2.45	1.69433	0.542131	69.0042	69.0042	35	64.5601	64.5601	35	77.1008	77.1008	35	67.7515	67.7515	35
2.452	1.69542	0.542107	69.0072	69.0072	35	64.5629	64.5629	35	77.1219	77.1219	35	67.7606	67.7606	35
2.454	1.6965	0.542084	69.0102	69.0102	35	64.5657	64.5657	35	77.143	77.143	35	67.7697	67.7697	35
2.456	1.69758	0.54206	69.0102	69.0102	35	64.5685	64.5685	35	77.1641	77.1641	35	67.7788	67.7788	35
2.458	1.69867	0.542036	69.0102	69.0102	35	64.5713	64.5713	35	77.1792	77.1792	35	67.7879	67.7879	35
2.46	1.69975	0.542013	69.0102	69.0102	35	64.5742	64.5742	35	77.1942	77.1942	35	67.797	67.797	35
2.462	1.70084	0.541989	69.0102	69.0102	35	64.577	64.577	35	77.2093	77.2093	35	67.8061	67.8061	35
2.464	1.70192	0.541965	69.0102	69.0102	35	64.5798	64.5798	35	77.2244	77.2244	35	67.8152	67.8152	35
2.466	1.703	0.541942	69.0102	69.0102	35	64.5826	64.5826	35	77.2394	77.2394	35	67.8242	67.8242	35
2.468	1.70409	0.541918	69.0102	69.0102	35	64.5854	64.5854	35	77.2545	77.2545	35	67.8333	67.8333	35
2.47	1.70517	0.541894	69.0102	69.0102	35	64.5882	64.5882	35	77.2695	77.2695	35	67.8424	67.8424	35
2.472	1.70626	0.541871	69.0102	69.0102	35	64.5911	64.5911	35	77.2846	77.2846	35	67.8515	67.8515	35
2.474	1.70734	0.541847	69.0102	69.0102	35	64.5939	64.5939	35	77.2997	77.2997	35	67.8606	67.8606	35
2.476	1.70842	0.541823	69.0102	69.0102	35	64.5967	64.5967	35	77.3147	77.3147	35	67.8697	67.8697	35
2.478	1.70951	0.5418	69.0102	69.0102	35	64.5995	64.5995	35	77.3298	77.3298	35	67.8788	67.8788	35
2.48	1.71059	0.541776	69.0102	69.0102	35	64.6023	64.6023	35	77.3448	77.3448	35	67.8879	67.8879	35
2.482	1.71167	0.541752	69.0102	69.0102	35	64.6052	64.6052	35	77.3599	77.3599	35	67.897	67.897	35
2.484	1.71276	0.541729	69.0102	69.0102	35	64.608	64.608	35	77.375	77.375	35	67.9061	67.9061	35
2.486	1.71384	0.541705	69.0102	69.0102	35	64.6108	64.6108	35	77.39	77.39	35	67.9152	67.9152	35
2.488	1.71492	0.541682	69.0102	69.0102	35	64.6136	64.6136	35	77.4051	77.4051	35	67.9242	67.9242	35
2.49	1.71601	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.4141	77.4141	35	67.9333	67.9333	35
2.492	1.71709	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.4231	77.4231	35	67.9424	67.9424	35
2.494	1.71817	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.4321	77.4321	35	67.9455	67.9455	35
2.496	1.71926	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.4411	77.4411	35	67.9485	67.9485	35
2.498	1.72034	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.4501	77.4501	35	67.9515	67.9515	35
2.5	1.72142	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.4591	77.4591	35	67.9545	67.9545	35
2.502	1.72251	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.4681	77.4681	35	67.9576	67.9576	35
2.504	1.72359	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.4771	77.4771	35	67.9606	67.9606	35
2.506	1.72467	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.4861	77.4861	35	67.9636	67.9636	35
2.508	1.72576	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.4951	77.4951	35	67.9667	67.9667	35
2.51	1.72684	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.5041	77.5041	35	67.9697	67.9697	35
2.512	1.72792	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.5131	77.5131	35	67.9727	67.9727	35
2.514	1.72901	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.5221	77.5221	35	67.9758	67.9758	35
2.516	1.73009	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.5311	77.5311	35	67.9788	67.9788	35
2.518	1.73117	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.5401	77.5401	35	67.9818	67.9818	35
2.52	1.73226	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.5491	77.5491	35	67.9848	67.9848	35
2.522	1.73334	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.5581	77.5581	35	67.9879	67.9879	35
2.524	1.73442	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.5671	77.5671	35	67.9909	67.9909	35
2.526	1.73551	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.5761	77.5761	35	67.9939	67.9939	35
2.528	1.73659	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.5851	77.5851	35	67.997	67.997	35
2.53	1.73767	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.5941	77.5941	35	68	68	35
2.532	1.73876	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6031	77.6031	35	68.003	68.003	35
2.534	1.73984	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6121	77.6121	35	68.0061	68.0061	35
2.536	1.74092	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.615	77.615	35	68.0091	68.0091	35
2.538	1.74201	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.618	77.618	35	68.0121	68.0121	35
2.54	1.74309	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6209	77.6209	35	68.0152	68.0152	35
2.542	1.74417	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6238	77.6238	35	68.0182	68.0182	35
2.544	1.74526	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6268	77.6268	35	68.0212	68.0212	35
2.546	1.74634	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6297	77.6297	35	68.0242	68.0242	35
2.548	1.74742	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6327	77.6327	35	68.0273	68.0273	35
2.55	1.74851	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6356	77.6356	35	68.0303	68.0303	35
2.552	1.74959	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6385	77.6385	35	68.0333	68.0333	35
2.554	1.75067	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6415	77.6415	35	68.0364	68.0364	35
2.556	1.75176	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6444	77.6444	35	68.0364	68.0364	35
2.558	1.75284	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6474	77.6474	35	68.0364	68.0364	35
2.56	1.75392	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6503	77.6503	35	68.0364	68.0364	35
2.562	1.75501	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6532	77.6532	35	68.0364	68.0364	35
2.564	1.75609	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6562	77.6562	35	68.0364	68.0364	35
2.566	1.75717	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6591	77.6591	35	68.0364	68.0364	35
2.568	1.75826	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6621	77.6621	35	68.0364	68.0364	35
2.57	1.75934	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.665	77.665	35	68.0364	68.0364	35
2.572	1.76042	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6679	77.6679	35	68.0364	68.0364	35
2.574	1.76151	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6709	77.6709	35	68.0364	68.0364	35
2.576	1.76259	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6738	77.6738	35	68.0364	68.0364	35
2.578	1.76367	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6768	77.6768	35	68.0364	68.0364	35
2.58	1.76476	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6797	77.6797	35	68.0364	68.0364	35
2.582	1.76584	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6826	77.6826	35	68.0364	68.0364	35
2.584	1.76692	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6856	77.6856	35	68.0364	68.0364	35
2.586	1.76801	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6885	77.6885	35	68.0364	68.0364	35
2.588	1.76909	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6915	77.6915	35	68.0364	68.0364	35
2.59	1.77017	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6944	77.6944	35	68.0364	68.0364	35
2.592	1.77126	0.541658	69.0102	69.0102	35	64.6164	64.6164	35	77.6973	77.6973	35	68.0364	68.0364	35
2.594	1.77234	0.541658	69.0133	69.0133	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.596	1.77342	0.541658	69.0163	69.0163	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.598	1.77451	0.541658	69.0193	69.0193	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.6	1.77559	0.541658	69.0224	69.0224	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.602	1.77667	0.541658	69.0254	69.0254	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.604	1.77776	0.541658	69.0284	69.0284	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.606	1.77884	0.541658	69.0315	69.0315	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.608	1.77992	0.541658	69.0345	69.0345	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.61	1.78101	0.541658	69.0375	69.0375	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.612	1.78209	0.541658	69.0405	69.0405	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.614	1.78317	0.541658	69.0436	69.0436	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.616	1.78426	0.541658	69.0466	69.0466	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.618	1.78534	0.541658	69.0496	69.0496	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.62	1.78642	0.541658	69.0527	69.0527	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.622	1.78751	0.541658	69.0557	69.0557	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.624	1.78859	0.541658	69.0587	69.0587	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.626	1.78967	0.541658	69.0618	69.0618	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.628	1.79076	0.541658	69.0648	69.0648	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.63	1.79184	0.541658	69.0678	69.0678	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.632	1.79292	0.541658	69.0708	69.0708	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.634	1.79401	0.541658	69.0739	69.0739	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.636	1.79509	0.541658	69.0769	69.0769	35	64.6164	64.6164	35	77.7003	77.7003	35	68.0364	68.0364	35
2.638	1.79617	0.541633	69.0799	69.0799	35	64.6195	64.6195	35	77.7003	77.7003	35	68.0364	68.0364	35
2.64	1.79726	0.541607	69.089	69.089	35	64.6225	64.6225	35	77.7003	77.7003	35	68.0394	68.0394	35
2.642	1.79834	0.541582	69.0981	69.0981	35	64.6255	64.6255	35	77.7003	77.7003	35	68.0424	68.0424	35
2.644	1.79942	0.541556	69.1072	69.1072	35	64.6285	64.6285	35	77.7003	77.7003	35	68.0455	68.0455	35
2.646	1.80051	0.541531	69.1163	69.1163	35	64.6316	64.6316	35	77.7003	77.7003	35	68.0485	68.0485	35
2.648	1.80159	0.541506	69.1254	69.1254	35	64.6346	64.6346	35	77.7003	77.7003	35	68.0515	68.0515	35
2.65	1.80267	0.54148	69.1345	69.1345	35	64.6376	64.6376	35	77.7003	77.7003	35	68.0545	68.0545	35
2.652	1.80375	0.541455	69.1436	69.1436	35	64.6407	64.6407	35	77.7003	77.7003	35	68.0576	68.0576	35
2.654	1.80484	0.541429	69.1527	69.1527	35	64.6437	64.6437	35	77.7003	77.7003	35	68.0606	68.0606	35
2.656	1.80592	0.541404	69.1618	69.1618	35	64.6467	64.6467	35	77.7003	77.7003	35	68.0636	68.0636	35
2.658	1.807	0.541379	69.1708	69.1708	35	64.6498	64.6498	35	77.7003	77.7003	35	68.0667	68.0667	35
2.66	1.80809	0.541353	69.1799	69.1799	35	64.6528	64.6528	35	77.7003	77.7003	35	68.0697	68.0697	35
2.662	1.80917	0.541328	69.189	69.189	35	64.6558	64.6558	35	77.7003	77.7003	35	68.0727	68.0727	35
2.664	1.81025	0.541303	69.2042	69.2042	35	64.6588	64.6588	35	77.7003	77.7003	35	68.0758	68.0758	35
2.666	1.81133	0.541277	69.2193	69.2193	35	64.6619	64.6619	35	77.7033	77.7033	35	68.0788	68.0788	35
2.668	1.81242	0.541252	69.2345	69.2345	35	64.6649	64.6649	35	77.7063	77.7063	35	68.0818	68.0818	35
2.67	1.8135	0.541226	69.2496	69.2496	35	64.6679	64.6679	35	77.7094	77.7094	35	68.0848	68.0848	35
2.672	1.81458	0.541201	69.2648	69.2648	35	64.671	64.671	35	77.7124	77.7124	35	68.0879	68.0879	35
2.674	1.81566	0.541176	69.2799	69.2799	35	64.674	64.674	35	77.7154	77.7154	35	68.0909	68.0909	35
2.676	1.81675	0.54115	69.2951	69.2951	35	64.677	64.677	35	77.7185	77.7185	35	68.0939	68.0939	35
2.678	1.81783	0.541125	69.3102	69.3102	35	64.6801	64.6801	35	77.7215	77.7215	35	68.097	68.097	35
2.68	1.81891	0.5411	69.3254	69.3254	35	64.6831	64.6831	35	77.7245	77.7245	35	68.1	68.1	35
2.682	1.81999	0.541074	69.3405	69.3405	35	64.6861	64.6861	35	77.7275	77.7275	35	68.103	68.103	35
2.684	1.82107	0.541049	69.3557	69.3557	35	64.6892	64.6892	35	77.7306	77.7306	35	68.1061	68.1061	35
2.686	1.82216	0.541024	69.3708	69.3708	35	64.6922	64.6922	35	77.7336	77.7336	35	68.1091	68.1091	35
2.688	1.82324	0.540998	69.386	69.386	35	64.6952	64.6952	35	77.7366	77.7366	35	68.1121	68.1121	35
2.69	1.82432	0.540973	69.4011	69.4011	35	64.6982	64.6982	35	77.7397	77.7397	35	68.1152	68.1152	35
2.692	1.8254	0.540948	69.4163	69.4163	35	64.7013	64.7013	35	77.7427	77.7427	35	68.1182	68.1182	35
2.694	1.82648	0.540922	69.4315	69.4315	35	64.7043	64.7043	35	77.7457	77.7457	35	68.1212	68.1212	35
2.696	1.82757	0.540897	69.4527	69.4527	35	64.7073	64.7073	35	77.7488	77.7488	35	68.1242	68.1242	35
2.698	1.82865	0.540872	69.4739	69.4739	35	64.7104	64.7104	35	77.7521	77.7521	35	68.1273	68.1273	35
2.7	1.82973	0.540846	69.4951	69.4951	35	64.7134	64.7134	35	77.7554	77.7554	35	68.1303	68.1303	35
2.702	1.83081	0.540821	69.5163	69.5163	35	64.7164	64.7164	35	77.7587	77.7587	35	68.1333	68.1333	35
2.704	1.83189	0.540796	69.5375	69.5375	35	64.7195	64.7195	35	77.762	77.762	35	68.1364	68.1364	35
2.706	1.83297	0.54077	69.5587	69.5587	35	64.7225	64.7225	35	77.7653	77.7653	35	68.1394	68.1394	35
2.708	1.83405	0.540745	69.5799	69.5799	35	64.7255	64.7255	35	77.7686	77.7686	35	68.1424	68.1424	35
2.71	1.83514	0.54072	69.6011	69.6011	35	64.7285	64.7285	35	77.7719	77.7719	35	68.1455	68.1455	35
2.712	1.83622	0.540694	69.6224	69.6224	35	64.7316	64.7316	35	77.7752	77.7752	35	68.1485	68.1485	35
2.714	1.8373	0.540669	69.6436	69.6436	35	64.7346	64.7346	35	77.7785	77.7785	35	68.1515	68.1515	35
2.716	1.83838	0.540593	69.6648	69.6648	35	64.7437	64.7437	35	77.7818	77.7818	35	68.1606	68.1606	35
2.718	1.83946	0.540517	69.6921	69.6921	35	64.7528	64.7528	35	77.7851	77.7851	35	68.1697	68.1697	35
2.72	1.84054	0.540441	69.7193	69.7193	35	64.7619	64.7619	35	77.7884	77.7884	35	68.1788	68.1788	35
2.722	1.84162	0.540366	69.7466	69.7466	35	64.771	64.771	35	77.7917	77.7917	35	68.1879	68.1879	35
2.724	1.8427	0.54029	69.7739	69.7739	35	64.7801	64.7801	35	77.795	77.795	35	68.197	68.197	35
2.726	1.84378	0.540214	69.8011	69.8011	35	64.7892	64.7892	35	77.7983	77.7983	35	68.2061	68.2061	35
2.728	1.84486	0.540138	69.8284	69.8284	35	64.7982	64.7982	35	77.8016	77.8016	35	68.2152	68.2152	35
2.73	1.84594	0.540062	69.8557	69.8557	35	64.8073	64.8073	35	77.8049	77.8049	35	68.2242	68.2242	35
2.732	1.84702	0.539987	69.883	69.883	35	64.8164	64.8164	35	77.8082	77.8082	35	68.2333	68.2333	35
2.734	1.8481	0.539911	69.9102	69.9102	35	64.8255	64.8255	35	77.8115	77.8115	35	68.2424	68.2424	35
2.736	1.84918	0.539835	69.9375	69.9375	35	64.8346	64.8346	35	77.8148	77.8148	35	68.2515	68.2515	35
2.738	1.85026	0.539759	69.9648	69.9648	35	64.8437	64.8437	35	77.8181	77.8181	35	68.2606	68.2606	35
2.74	1.85134	0.539684	69.9921	69.9921	35	64.8528	64.8528	35	77.8214	77.8214	35	68.2697	68.2697	35
2.742	1.85242	0.539608	70.0193	70.0193	35	64.8619	64.8619	35	77.8247	77.8247	35	68.2788	68.2788	35
2.744	1.8535	0.539533	70.0466	70.0466	35	64.871	64.871	35	77.828	77.828	35	68.2879	68.2879	35
2.746	1.85458	0.539457	70.0739	70.0739	35	64.8801	64.8801	35	77.8313	77.8313	35	68.297	68.297	35
2.748	1.85566	0.539331	70.1012	70.1012	35	64.8952	64.8952	35	77.8346	77.8346	35	68.3121	68.3121	35
2.75	1.85674	0.539205	70.1345	70.1345	35	64.9104	64.9104	35	77.844	77.844	35	68.3273	68.3273	35
2.752	1.85782	0.539079	70.1678	70.1678	35	64.9255	64.9255	35	77.8534	77.8534	35	68.3424	68.3424	35
2.754	1.85889	0.538954	70.2012	70.2012	35	64.9407	64.9407	35	77.8627	77.8627	35	68.3576	68.3576	35
2.756	1.85997	0.538828	70.2345	70.2345	35	64.9558	64.9558	35	77.8721	77.8721	35	68.3727	68.3727	35
2.758	1.86105	0.538702	70.2678	70.2678	35	64.971	64.971	35	77.8815	77.8815	35	68.3879	68.3879	35
2.76	1.86213	0.538577	70.3012	70.3012	35	64.9861	64.9861	35	77.8908	77.8908	35	68.403	68.403	35
2.762	1.8632	0.538451	70.3345	70.3345	35	65.0013	65.0013	35	77.9002	77.9002	35	68.4182	68.4182	35
2.764	1.86428	0.538326	70.3678	70.3678	35	65.0164	65.0164	35	77.9095	77.9095	35	68.4333	68.4333	35
2.766	1.86536	0.5382	70.4012	70.4012	35	65.0316	65.0316	35	77.9189	77.9189	35	68.4485	68.4485	35
2.768	1.86643	0.538075	70.4345	70.4345	35	65.0467	65.0467	35	77.9283	77.9283	35	68.4636	68.4636	35
2.77	1.86751	0.537949	70.4678	70.4678	35	65.0619	65.0619	35	77.9376	77.9376	35	68.4788	68.4788	35
2.772	1.86858	0.537824	70.5012	70.5012	35	65.077	65.077	35	77.947	77.947	35	68.4939	68.4939	35
2.774	1.86966	0.537699	70.5345	70.5345	35	65.0922	65.0922	35	77.9564	77.9564	35	68.5091	68.5091	35
2.776	1.87073	0.537574	70.5678	70.5678	35	65.1073	65.1073	35	77.9657	77.9657	35	68.5242	68.5242	35
2.778	1.87181	0.537449	70.6012	70.6012	35	65.1225	65.1225	35	77.9751	77.9751	35	68.5394	68.5394	35
2.78	1.87288	0.537324	70.6345	70.6345	35	65.1376	65.1376	35	77.9845	77.9845	35	68.5545	68.5545	35
2.782	1.87396	0.537199	70.6678	70.6678	35	65.1528	65.1528	35	77.9938	77.9938	35	68.5697	68.5697	35
