t_real	tv	d_tv	p_c_x	p_c_y	p_c_z	Rc_00	Rc_01	Rc_02	Rc_10	Rc_11	Rc_12	Rc_20	Rc_21	Rc_22	p_d_x	p_d_y	p_d_z	Rd_00	Rd_01	Rd_02	Rd_10	Rd_11	Rd_12	Rd_20	Rd_21	Rd_22
0.002	0.002	1	0.0275586	-0.00397939	0.356484	0.999926	0.012123	0.000900863	-0.0121231	0.999927	8.13024e-05	-0.000899811	-9.22176e-05	1	0.0271188	-0.00397939	0.356482	0.999926	0.0121234	0.000894769	-0.0121226	0.999926	-0.000923987	-0.000905904	0.000913072	0.999999
0.004	0.004	1	0.0275591	-0.00397954	0.356484	0.999926	0.0121244	0.000902441	-0.0121245	0.999926	9.62412e-05	-0.000901208	-0.000107176	1	0.026679	-0.00397939	0.356476	0.999926	0.0121239	0.000888674	-0.0121221	0.999925	-0.00192927	-0.000911998	0.00191835	0.999998
0.006	0.006	1	0.0275591	-0.00397955	0.356484	0.999926	0.0121246	0.000902651	-0.0121247	0.999926	9.70896e-05	-0.000901408	-0.000108027	1	0.0262393	-0.00397939	0.356467	0.999926	0.0121243	0.00088258	-0.0121217	0.999922	-0.00293454	-0.00091809	0.00292362	0.999995
0.008	0.008	1	0.0275581	-0.00397967	0.356485	0.999926	0.0121257	0.00090344	-0.0121253	0.999926	-0.000431133	-0.000908602	0.000420147	0.999999	0.0257997	-0.00397939	0.356453	0.999926	0.0121247	0.000876484	-0.0121212	0.999919	-0.00393978	-0.000924182	0.00392886	0.999992
0.01	0.01	1	0.0275581	-0.00397967	0.356485	0.999926	0.0121257	0.00090344	-0.0121253	0.999926	-0.000431133	-0.000908602	0.000420147	0.999999	0.0253602	-0.00397939	0.356436	0.999926	0.0121252	0.000870389	-0.0121207	0.999914	-0.00494499	-0.000930273	0.00493408	0.999987
0.012	0.012	1	0.0275553	-0.0039849	0.356485	0.999926	0.0121311	0.000906159	-0.0121305	0.999926	-0.000706338	-0.000914661	0.000695294	0.999999	0.0249209	-0.00397939	0.356414	0.999926	0.0121256	0.000864294	-0.0121202	0.999909	-0.00595016	-0.000936364	0.00593925	0.999982
0.014	0.014	1	0.0275503	-0.00399241	0.356487	0.999926	0.0121357	0.000909618	-0.012135	0.999926	-0.000766937	-0.000918858	0.000755842	0.999999	0.0244818	-0.00397939	0.356389	0.999926	0.012126	0.000858198	-0.0121197	0.999902	-0.00695529	-0.000942454	0.00694437	0.999975
0.016	0.016	1	0.0275503	-0.00399241	0.356487	0.999926	0.0121357	0.000909618	-0.012135	0.999926	-0.000766937	-0.000918858	0.000755842	0.999999	0.0240429	-0.00397939	0.35636	0.999926	0.0121264	0.000852102	-0.0121192	0.999895	-0.00796036	-0.000948543	0.00794944	0.999968
0.018	0.018	1	0.0275432	-0.00399994	0.356488	0.999926	0.0121401	0.000910808	-0.0121394	0.999926	-0.000821806	-0.000920717	0.000810689	0.999999	0.0236043	-0.00397939	0.356327	0.999926	0.0121268	0.000846006	-0.0121187	0.999886	-0.00896537	-0.000954631	0.00895445	0.999959
0.02	0.02	1	0.0275341	-0.0040074	0.35649	0.999926	0.0121446	0.000910052	-0.0121438	0.999926	-0.000876587	-0.00092063	0.00086547	0.999999	0.023166	-0.00397939	0.356291	0.999926	0.0121272	0.00083991	-0.0121182	0.999877	-0.0099703	-0.000960719	0.00995939	0.99995
0.022	0.022	1	0.0275341	-0.0040074	0.35649	0.999926	0.0121446	0.000910052	-0.0121438	0.999926	-0.000876587	-0.00092063	0.00086547	0.999999	0.0227281	-0.00397939	0.35625	0.999926	0.0121276	0.000833814	-0.0121177	0.999866	-0.0109752	-0.000966805	0.0109642	0.999939
0.024	0.024	1	0.0275228	-0.00401481	0.356492	0.999926	0.0121493	0.000906686	-0.0121484	0.999926	-0.000932512	-0.000917948	0.000921428	0.999999	0.0222905	-0.00397939	0.356206	0.999926	0.012128	0.000827718	-0.0121172	0.999855	-0.0119799	-0.000972891	0.011969	0.999928
0.026	0.026	1	0.0275095	-0.00402216	0.356494	0.999926	0.0121542	0.000900884	-0.0121533	0.999926	-0.000988591	-0.000912833	0.000977569	0.999999	0.0218533	-0.00397939	0.356157	0.999926	0.0121284	0.000821623	-0.0121167	0.999842	-0.0129846	-0.000978975	0.0129737	0.999915
0.028	0.028	1	0.0274951	-0.00402907	0.356495	0.999926	0.0121592	0.000893359	-0.0121583	0.999926	-0.00104154	-0.000905957	0.0010306	0.999999	0.0214166	-0.00397939	0.356105	0.999926	0.0121287	0.000815527	-0.0121161	0.999829	-0.0139892	-0.000985058	0.0139783	0.999902
0.03	0.03	1	0.0274951	-0.00402907	0.356495	0.999926	0.0121592	0.000893359	-0.0121583	0.999926	-0.00104154	-0.000905957	0.0010306	0.999999	0.0209804	-0.00397939	0.356049	0.999926	0.0121291	0.000809432	-0.0121156	0.999814	-0.0149936	-0.000991141	0.0149827	0.999887
0.032	0.032	1	0.0274768	-0.00403635	0.356497	0.999926	0.0121644	0.000885529	-0.0121634	0.999925	-0.00111017	-0.000898967	0.00109931	0.999999	0.0205446	-0.00397939	0.35599	0.999926	0.0121294	0.000803337	-0.012115	0.999799	-0.015998	-0.000997222	0.0159871	0.999872
0.034	0.034	1	0.0274542	-0.00404385	0.356499	0.999926	0.0121685	0.00087807	-0.0121675	0.999925	-0.00118442	-0.000892417	0.00117364	0.999999	0.0201094	-0.00397939	0.355926	0.999926	0.0121298	0.000797242	-0.0121145	0.999782	-0.0170022	-0.0010033	0.0169913	0.999855
0.036	0.036	1	0.0274542	-0.00404385	0.356499	0.999926	0.0121685	0.00087807	-0.0121675	0.999925	-0.00118442	-0.000892417	0.00117364	0.999999	0.0196748	-0.00397939	0.355859	0.999926	0.0121301	0.000791147	-0.0121139	0.999764	-0.0180063	-0.00100938	0.0179954	0.999838
0.038	0.038	1	0.0274272	-0.00405165	0.356501	0.999926	0.0121714	0.000868146	-0.0121703	0.999925	-0.00125997	-0.000883417	0.00124931	0.999999	0.0192408	-0.00397939	0.355787	0.999926	0.0121305	0.000785053	-0.0121134	0.999746	-0.0190103	-0.00101546	0.0189993	0.999819
0.04	0.04	1	0.027396	-0.00405976	0.356503	0.999926	0.0121729	0.000854773	-0.0121718	0.999925	-0.00133691	-0.000870983	0.0013264	0.999999	0.0188074	-0.00397939	0.355712	0.999926	0.0121308	0.00077896	-0.0121128	0.999726	-0.0200141	-0.00102153	0.0200031	0.999799
0.042	0.042	1	0.027396	-0.00405976	0.356503	0.999926	0.0121729	0.000854773	-0.0121718	0.999925	-0.00133691	-0.000870983	0.0013264	0.999999	0.0183748	-0.00397939	0.355633	0.999926	0.0121311	0.000772867	-0.0121122	0.999706	-0.0210177	-0.00102761	0.0210068	0.999779
0.044	0.044	1	0.0273625	-0.00406772	0.356504	0.999926	0.0121733	0.000838752	-0.0121721	0.999925	-0.00141105	-0.000855866	0.00140073	0.999999	0.0179428	-0.00397939	0.355551	0.999926	0.0121315	0.000766774	-0.0121116	0.999684	-0.0220212	-0.00103368	0.0220103	0.999757
0.046	0.046	1	0.027323	-0.00407642	0.356506	0.999926	0.0121725	0.000818348	-0.0121713	0.999925	-0.0014906	-0.000836431	0.00148053	0.999999	0.0175115	-0.00397939	0.355464	0.999926	0.0121318	0.000760682	-0.0121111	0.999662	-0.0230245	-0.00103975	0.0230136	0.999735
0.048	0.048	1	0.027323	-0.00407642	0.356506	0.999926	0.0121725	0.000818348	-0.0121713	0.999925	-0.0014906	-0.000836431	0.00148053	0.999999	0.0170811	-0.00397939	0.355374	0.999926	0.0121321	0.000754591	-0.0121105	0.999638	-0.0240276	-0.00104582	0.0240167	0.999711
0.05	0.05	1	0.0272793	-0.00408541	0.356507	0.999926	0.0121707	0.00079446	-0.0121694	0.999925	-0.00157142	-0.000813526	0.00156163	0.999998	0.0166514	-0.00397939	0.35528	0.999926	0.0121324	0.0007485	-0.0121099	0.999613	-0.0250305	-0.00105189	0.0250196	0.999686
0.052	0.052	1	0.0272314	-0.0040947	0.356508	0.999926	0.0121679	0.000767221	-0.0121666	0.999925	-0.00165352	-0.000787283	0.00164407	0.999998	0.0162226	-0.00397939	0.355182	0.999926	0.0121327	0.000742411	-0.0121092	0.999588	-0.0260333	-0.00105796	0.0260223	0.999661
0.054	0.054	1	0.0272314	-0.0040947	0.356508	0.999926	0.0121679	0.000767221	-0.0121666	0.999925	-0.00165352	-0.000787283	0.00164407	0.999998	0.0157947	-0.00397939	0.35508	0.999926	0.012133	0.000736322	-0.0121086	0.999561	-0.0270358	-0.00106402	0.0270249	0.999634
0.056	0.056	1	0.0271794	-0.00410429	0.356508	0.999926	0.0121641	0.00073683	-0.0121628	0.999925	-0.00173769	-0.000757911	0.00172859	0.999998	0.0153677	-0.00397939	0.354975	0.999926	0.0121333	0.000730233	-0.012108	0.999534	-0.0280381	-0.00107009	0.0280272	0.999607
0.058	0.058	1	0.0271212	-0.00411436	0.356509	0.999926	0.0121579	0.000707228	-0.0121566	0.999924	-0.00183303	-0.00072946	0.0018243	0.999998	0.0149416	-0.00397939	0.354866	0.999926	0.0121335	0.000724146	-0.0121074	0.999505	-0.0290402	-0.00107615	0.0290293	0.999578
0.06	0.06	1	0.0270593	-0.00412455	0.356508	0.999926	0.012149	0.000678616	-0.0121476	0.999924	-0.00192605	-0.000701964	0.00191766	0.999998	0.0145165	-0.00397939	0.354753	0.999926	0.0121338	0.00071806	-0.0121068	0.999475	-0.0300421	-0.00108221	0.0300312	0.999548
0.062	0.062	1	0.0270593	-0.00412455	0.356508	0.999926	0.012149	0.000678616	-0.0121476	0.999924	-0.00192605	-0.000701964	0.00191766	0.999998	0.0140924	-0.00397939	0.354636	0.999926	0.0121341	0.000711974	-0.0121061	0.999445	-0.0310437	-0.00108827	0.0310328	0.999518
0.064	0.064	1	0.026987	-0.00413602	0.356507	0.999926	0.0121366	0.000644306	-0.0121352	0.999924	-0.00202665	-0.000668854	0.00201868	0.999998	0.0136694	-0.00397939	0.354516	0.999926	0.0121343	0.00070589	-0.0121055	0.999413	-0.0320451	-0.00109432	0.0320342	0.999486
0.066	0.066	1	0.0269119	-0.00414755	0.356506	0.999926	0.0121228	0.000606949	-0.0121215	0.999924	-0.00212398	-0.000632651	0.00211647	0.999998	0.0132474	-0.00397939	0.354392	0.999926	0.0121346	0.000699806	-0.0121048	0.999381	-0.0330463	-0.00110038	0.0330353	0.999454
0.068	0.068	1	0.0269119	-0.00414755	0.356506	0.999926	0.0121228	0.000606949	-0.0121215	0.999924	-0.00212398	-0.000632651	0.00211647	0.999998	0.0128266	-0.00397939	0.354264	0.999926	0.0121348	0.000693724	-0.0121042	0.999347	-0.0340471	-0.00110643	0.0340362	0.99942
0.07	0.07	1	0.0268256	-0.00416042	0.356503	0.999927	0.0121068	0.000562205	-0.0121056	0.999924	-0.00222864	-0.000589144	0.00222167	0.999997	0.0124068	-0.00397939	0.354133	0.999926	0.0121351	0.000687643	-0.0121035	0.999312	-0.0350478	-0.00111248	0.0350368	0.999385
0.072	0.072	1	0.0267322	-0.004174	0.3565	0.999927	0.0120899	0.00051208	-0.0120886	0.999924	-0.00233523	-0.000540274	0.00232887	0.999997	0.0119883	-0.00397939	0.353998	0.999926	0.0121353	0.000681563	-0.0121029	0.999277	-0.0360481	-0.00111853	0.0360372	0.99935
0.074	0.074	1	0.0267322	-0.004174	0.3565	0.999927	0.0120899	0.00051208	-0.0120886	0.999924	-0.00233523	-0.000540274	0.00232887	0.999997	0.0115709	-0.00397939	0.353859	0.999926	0.0121355	0.000675485	-0.0121022	0.99924	-0.0370482	-0.00112457	0.0370373	0.999313
0.076	0.076	1	0.0266372	-0.00418752	0.356496	0.999927	0.0120731	0.000459744	-0.012072	0.999924	-0.00243796	-0.000489143	0.00243223	0.999997	0.0111548	-0.00397939	0.353717	0.999926	0.0121358	0.000669407	-0.0121015	0.999203	-0.0380479	-0.00113061	0.038037	0.999276
0.078	0.078	1	0.0265358	-0.00420164	0.356492	0.999927	0.012056	0.000402775	-0.0120549	0.999924	-0.00254237	-0.000433395	0.00253733	0.999997	0.01074	-0.00397939	0.35357	0.999926	0.012136	0.000663332	-0.0121008	0.999164	-0.0390474	-0.00113666	0.0390365	0.999237
0.08	0.08	1	0.0264209	-0.00421733	0.356486	0.999927	0.012037	0.000340157	-0.0120361	0.999924	-0.00266007	-0.000372151	0.00265578	0.999996	0.0103264	-0.00397939	0.353421	0.999926	0.0121362	0.000657257	-0.0121001	0.999125	-0.0400466	-0.00114269	0.0400357	0.999198
0.082	0.082	1	0.0264209	-0.00421733	0.356486	0.999927	0.012037	0.000340157	-0.0120361	0.999924	-0.00266007	-0.000372151	0.00265578	0.999996	0.00991424	-0.00397939	0.353267	0.999926	0.0121364	0.000651184	-0.0120994	0.999084	-0.0410454	-0.00114873	0.0410345	0.999157
0.084	0.084	1	0.0262962	-0.00423407	0.356479	0.999928	0.0120166	0.000276546	-0.0120158	0.999924	-0.00278239	-0.00030996	0.00277886	0.999996	0.0095034	-0.00397939	0.35311	0.999926	0.0121366	0.000645113	-0.0120987	0.999043	-0.042044	-0.00115477	0.0420331	0.999116
0.086	0.086	1	0.026169	-0.00425092	0.356471	0.999928	0.0119958	0.000211899	-0.0119951	0.999924	-0.00290122	-0.000246685	0.00289847	0.999996	0.00909396	-0.00397939	0.35295	0.999926	0.0121368	0.000639043	-0.012098	0.999	-0.0430422	-0.0011608	0.0430313	0.999073
0.088	0.088	1	0.0260329	-0.00426874	0.356462	0.999928	0.0119738	0.000141517	-0.0119733	0.999924	-0.00302281	-0.0001777	0.0030209	0.999995	0.00868595	-0.00397939	0.352785	0.999926	0.012137	0.000632974	-0.0120973	0.998957	-0.04404	-0.00116683	0.0440291	0.99903
0.09	0.09	1	0.0260329	-0.00426874	0.356462	0.999928	0.0119738	0.000141517	-0.0119733	0.999924	-0.00302281	-0.0001777	0.0030209	0.999995	0.0082794	-0.00397939	0.352618	0.999926	0.0121371	0.000626907	-0.0120966	0.998912	-0.0450376	-0.00117285	0.0450267	0.998985
0.092	0.092	1	0.0258797	-0.00428859	0.356451	0.999929	0.0119498	6.06198e-05	-0.0119495	0.999924	-0.00315408	-9.83057e-05	0.00315313	0.999995	0.00787433	-0.00397939	0.352446	0.999926	0.0121373	0.000620842	-0.0120959	0.998867	-0.0460347	-0.00117888	0.0460238	0.99894
0.094	0.094	1	0.025699	-0.00431177	0.356437	0.999929	0.0119226	-3.66619e-05	-0.0119226	0.999923	-0.00330257	-2.71596e-06	0.00330277	0.999995	0.0074708	-0.00397939	0.352271	0.999926	0.0121375	0.000614779	-0.0120951	0.99882	-0.0470315	-0.0011849	0.0470206	0.998893
0.096	0.096	1	0.025699	-0.00431177	0.356437	0.999929	0.0119226	-3.66619e-05	-0.0119226	0.999923	-0.00330257	-2.71596e-06	0.00330277	0.999995	0.00706881	-0.00397939	0.352093	0.999926	0.0121376	0.000608718	-0.0120944	0.998773	-0.048028	-0.00119092	0.0480171	0.998846
0.098	0.098	1	0.0255346	-0.00433265	0.356423	0.999929	0.0118989	-0.000126528	-0.0118993	0.999923	-0.00343266	8.56734e-05	0.00343392	0.999994	0.00666841	-0.00397939	0.351911	0.999926	0.0121378	0.000602658	-0.0120937	0.998724	-0.0490241	-0.00119693	0.0490131	0.998797
0.1	0.1	1	0.0255346	-0.00433265	0.356423	0.999929	0.0118989	-0.000126528	-0.0118993	0.999923	-0.00343266	8.56734e-05	0.00343392	0.999994	0.00626963	-0.00397939	0.351725	0.999926	0.012138	0.0005966	-0.0120929	0.998675	-0.0500197	-0.00120295	0.0500088	0.998748
0.102	0.102	1	0.0253515	-0.00435569	0.356408	0.999929	0.0118737	-0.000227798	-0.0118744	0.999923	-0.00357272	0.000185359	0.00357517	0.999994	0.0058725	-0.00397939	0.351536	0.999926	0.0121381	0.000590544	-0.0120922	0.998625	-0.051015	-0.00120896	0.0510041	0.998698
0.104	0.104	1	0.0251586	-0.00437976	0.356391	0.99993	0.0118483	-0.000335576	-0.0118495	0.999923	-0.00371555	0.000291527	0.00371926	0.999993	0.00547704	-0.00397939	0.351344	0.999926	0.0121382	0.00058449	-0.0120914	0.998573	-0.0520099	-0.00121496	0.051999	0.998646
0.106	0.106	1	0.0251586	-0.00437976	0.356391	0.99993	0.0118483	-0.000335576	-0.0118495	0.999923	-0.00371555	0.000291527	0.00371926	0.999993	0.00508329	-0.00397939	0.351148	0.999926	0.0121384	0.000578438	-0.0120906	0.998521	-0.0530044	-0.00122097	0.0529935	0.998594
0.108	0.108	1	0.0249669	-0.00440349	0.356373	0.99993	0.0118241	-0.000443621	-0.0118257	0.999923	-0.00385407	0.000398016	0.00385905	0.999992	0.00469128	-0.00397939	0.350948	0.999926	0.0121385	0.000572389	-0.0120899	0.998468	-0.0539985	-0.00122697	0.0539876	0.998541
0.11	0.11	1	0.0247539	-0.00442967	0.356353	0.99993	0.0117978	-0.000561212	-0.0118	0.999922	-0.00400828	0.000513879	0.00401462	0.999992	0.00430104	-0.00397939	0.350746	0.999926	0.0121386	0.000566341	-0.0120891	0.998414	-0.0549922	-0.00123297	0.0549813	0.998487
0.112	0.112	1	0.0245294	-0.00445715	0.356331	0.99993	0.0117705	-0.000683025	-0.0117732	0.999922	-0.00416598	0.000633936	0.00417373	0.999991	0.0039126	-0.00397939	0.350539	0.999926	0.0121387	0.000560295	-0.0120883	0.998358	-0.0559854	-0.00123897	0.0559745	0.998431
0.114	0.114	1	0.0245294	-0.00445715	0.356331	0.99993	0.0117705	-0.000683025	-0.0117732	0.999922	-0.00416598	0.000633936	0.00417373	0.999991	0.00352599	-0.00397939	0.35033	0.999926	0.0121388	0.000554252	-0.0120875	0.998302	-0.0569782	-0.00124496	0.0569673	0.998375
0.116	0.116	1	0.0243061	-0.00448439	0.356308	0.999931	0.0117436	-0.000804346	-0.011747	0.999922	-0.0043187	0.000753566	0.00432785	0.99999	0.00314124	-0.00397939	0.350116	0.999926	0.0121389	0.000548211	-0.0120867	0.998245	-0.0579705	-0.00125095	0.0579596	0.998318
0.118	0.118	1	0.0243061	-0.00448439	0.356308	0.999931	0.0117436	-0.000804346	-0.011747	0.999922	-0.0043187	0.000753566	0.00432785	0.99999	0.00275838	-0.00397939	0.3499	0.999926	0.012139	0.000542172	-0.0120859	0.998187	-0.0589624	-0.00125694	0.0589515	0.99826
0.12	0.12	1	0.0240326	-0.00451764	0.356278	0.999931	0.0117114	-0.000953929	-0.0117156	0.999921	-0.00450093	0.000901142	0.0045118	0.999989	0.00237743	-0.00397939	0.34968	0.999926	0.0121391	0.000536136	-0.0120851	0.998128	-0.0599539	-0.00126292	0.059943	0.998201
0.122	0.122	1	0.0240326	-0.00451764	0.356278	0.999931	0.0117114	-0.000953929	-0.0117156	0.999921	-0.00450093	0.000901142	0.0045118	0.999989	0.00199844	-0.00397939	0.349457	0.999926	0.0121392	0.000530102	-0.0120843	0.998068	-0.0609448	-0.0012689	0.0609339	0.998141
0.124	0.124	1	0.023773	-0.00454907	0.356249	0.999931	0.0116818	-0.00109688	-0.0116868	0.999921	-0.00466945	0.00104224	0.00468194	0.999988	0.00162142	-0.00397939	0.34923	0.999926	0.0121393	0.00052407	-0.0120835	0.998007	-0.0619353	-0.00127488	0.0619244	0.99808
0.126	0.126	1	0.0235019	-0.00458177	0.356218	0.999931	0.0116519	-0.0012471	-0.0116578	0.99992	-0.00484144	0.00119059	0.00485564	0.999988	0.00124641	-0.00397939	0.349001	0.999926	0.0121393	0.000518041	-0.0120827	0.997945	-0.0629253	-0.00128085	0.0629144	0.998018
0.128	0.128	1	0.0232345	-0.00461392	0.356187	0.999931	0.0116233	-0.00139614	-0.0116301	0.99992	-0.00500751	0.00133783	0.00502341	0.999986	0.000873441	-0.00397939	0.348768	0.999926	0.0121394	0.000512015	-0.0120819	0.997882	-0.0639149	-0.00128682	0.0639039	0.997955
0.13	0.13	1	0.0232193	-0.00461574	0.356185	0.999931	0.0116217	-0.00140461	-0.0116286	0.99992	-0.0050168	0.0013462	0.00503279	0.999986	0.000502532	-0.00397939	0.348531	0.999926	0.0121395	0.000505991	-0.012081	0.997818	-0.0649039	-0.00129278	0.064893	0.997891
0.132	0.132	1	0.0229408	-0.00464908	0.356152	0.999932	0.0115929	-0.00156027	-0.0116008	0.999919	-0.00518848	0.0015	0.00520622	0.999985	0.000133717	-0.00397939	0.348292	0.999926	0.0121395	0.000499969	-0.0120802	0.997754	-0.0658924	-0.00129875	0.0658815	0.997827
0.134	0.134	1	0.0229408	-0.00464908	0.356152	0.999932	0.0115929	-0.00156027	-0.0116008	0.999919	-0.00518848	0.0015	0.00520622	0.999985	-0.000232976	-0.00397939	0.348049	0.999926	0.0121396	0.000493951	-0.0120793	0.997688	-0.0668804	-0.00130471	0.0668695	0.997761
0.136	0.136	1	0.0226348	-0.00468562	0.356114	0.999932	0.0115622	-0.00172918	-0.0115714	0.999919	-0.00537753	0.00166687	0.00539717	0.999984	-0.000597519	-0.00397939	0.347803	0.999926	0.0121396	0.000487935	-0.0120785	0.997621	-0.0678679	-0.00131066	0.067857	0.997694
0.138	0.138	1	0.0223163	-0.00472362	0.356074	0.999932	0.0115315	-0.00190405	-0.0115419	0.999918	-0.0055707	0.00183966	0.0055923	0.999983	-0.000959883	-0.00397939	0.347553	0.999926	0.0121396	0.000481922	-0.0120776	0.997554	-0.0688548	-0.00131662	0.0688439	0.997627
0.14	0.14	1	0.0219853	-0.00476308	0.35603	0.999932	0.0115006	-0.00208585	-0.0115125	0.999917	-0.00576779	0.00201935	0.00579141	0.999981	-0.00132004	-0.00397939	0.347301	0.999926	0.0121397	0.000475911	-0.0120768	0.997485	-0.0698413	-0.00132256	0.0698304	0.997558
0.142	0.142	1	0.0219853	-0.00476308	0.35603	0.999932	0.0115006	-0.00208585	-0.0115125	0.999917	-0.00576779	0.00201935	0.00579141	0.999981	-0.00167796	-0.00397939	0.347045	0.999926	0.0121397	0.000469904	-0.0120759	0.997416	-0.0708271	-0.00132851	0.0708162	0.997488
0.144	0.144	1	0.02166	-0.00480181	0.355986	0.999932	0.0114712	-0.00226477	-0.0114845	0.999916	-0.00595804	0.00219623	0.00598364	0.99998	-0.00203362	-0.00397939	0.346787	0.999926	0.0121397	0.0004639	-0.012075	0.997345	-0.0718125	-0.00133445	0.0718016	0.997418
0.146	0.146	1	0.0213045	-0.00484409	0.355937	0.999932	0.01144	-0.00246084	-0.011455	0.999915	-0.00616256	0.00239014	0.00619032	0.999978	-0.00238699	-0.00397939	0.346525	0.999926	0.0121397	0.000457898	-0.0120742	0.997274	-0.0727972	-0.00134039	0.0727863	0.997347
0.148	0.148	1	0.0209363	-0.00488781	0.355885	0.999931	0.0114087	-0.00266446	-0.0114254	0.999914	-0.00637086	0.00259155	0.00640086	0.999976	-0.00273805	-0.00397939	0.34626	0.999926	0.0121397	0.000451899	-0.0120733	0.997201	-0.0737814	-0.00134632	0.0737705	0.997274
0.15	0.15	1	0.0209166	-0.00489015	0.355882	0.999931	0.011407	-0.00267539	-0.0114239	0.999914	-0.00638192	0.00260236	0.00641205	0.999976	-0.00308676	-0.00397939	0.345992	0.999926	0.0121397	0.000445904	-0.0120724	0.997128	-0.0747651	-0.00135225	0.0747542	0.997201
0.152	0.152	1	0.0205146	-0.00493779	0.355825	0.999931	0.0113738	-0.00289845	-0.0113927	0.999913	-0.00660544	0.00282307	0.00663801	0.999974	-0.0034331	-0.00397939	0.345721	0.999926	0.0121397	0.000439912	-0.0120715	0.997054	-0.0757481	-0.00135818	0.0757372	0.997127
0.154	0.154	1	0.0201408	-0.004982	0.355771	0.999931	0.0113439	-0.0031065	-0.0113649	0.999912	-0.0068136	0.00302893	0.00684844	0.999972	-0.00377704	-0.00397939	0.345446	0.999926	0.0121397	0.000433922	-0.0120706	0.996979	-0.0767306	-0.0013641	0.0767197	0.997052
0.156	0.156	1	0.0201197	-0.00498449	0.355768	0.999931	0.0113423	-0.00311823	-0.0113634	0.999912	-0.00682561	0.00304054	0.00686057	0.999972	-0.00411855	-0.00397939	0.345169	0.999926	0.0121397	0.000427936	-0.0120697	0.996903	-0.0777125	-0.00137001	0.0777016	0.996976
0.158	0.158	1	0.019712	-0.00503263	0.355707	0.99993	0.0113129	-0.00334443	-0.0113363	0.999911	-0.00705647	0.0032643	0.00709389	0.99997	-0.00445762	-0.00397939	0.344889	0.999926	0.0121396	0.000421953	-0.0120688	0.996826	-0.0786937	-0.00137593	0.0786828	0.996899
0.16	0.16	1	0.0192915	-0.00508226	0.355642	0.99993	0.0112861	-0.00357716	-0.011312	0.999909	-0.00729239	0.00349453	0.00733234	0.999967	-0.0047942	-0.00397939	0.344606	0.999926	0.0121396	0.000415974	-0.0120679	0.996748	-0.0796744	-0.00138184	0.0796635	0.996821
0.162	0.162	1	0.0192915	-0.00508226	0.355642	0.99993	0.0112861	-0.00357716	-0.011312	0.999909	-0.00729239	0.00349453	0.00733234	0.999967	-0.00512829	-0.00397939	0.34432	0.999926	0.0121396	0.000409998	-0.012067	0.996669	-0.0806544	-0.00138774	0.0806435	0.996742
0.164	0.164	1	0.018742	-0.0051471	0.355555	0.999929	0.0112559	-0.00388091	-0.0112851	0.999907	-0.00759778	0.00379503	0.00764104	0.999964	-0.00545984	-0.00397939	0.344031	0.999926	0.0121395	0.000404025	-0.012066	0.996589	-0.0816338	-0.00139364	0.0816229	0.996662
0.166	0.166	1	0.0183163	-0.0051973	0.355486	0.999928	0.0112357	-0.00411616	-0.0112677	0.999906	-0.0078322	0.00402777	0.00787802	0.999961	-0.00578884	-0.00397939	0.343739	0.999926	0.0121395	0.000398055	-0.0120651	0.996509	-0.0826126	-0.00139954	0.0826017	0.996582
0.168	0.168	1	0.0183163	-0.0051973	0.355486	0.999928	0.0112357	-0.00411616	-0.0112677	0.999906	-0.0078322	0.00402777	0.00787802	0.999961	-0.00611526	-0.00397939	0.343444	0.999926	0.0121394	0.000392089	-0.0120642	0.996427	-0.0835907	-0.00140543	0.0835799	0.9965
0.17	0.17	0.999913	0.0178543	-0.00525174	0.355411	0.999928	0.0112165	-0.00437164	-0.0112516	0.999904	-0.00808459	0.00428054	0.00813319	0.999958	-0.00643905	-0.00397939	0.343147	0.999926	0.0121394	0.000386128	-0.0120632	0.996345	-0.0845682	-0.00141132	0.0845573	0.996418
0.172	0.171999	0.999827	0.0174045	-0.00530468	0.355336	0.999927	0.0112002	-0.00462068	-0.0112384	0.999902	-0.00832832	0.00452695	0.00837964	0.999955	-0.00676017	-0.00397939	0.342846	0.999926	0.0121393	0.00038017	-0.0120623	0.996261	-0.0855448	-0.0014172	0.0855339	0.996334
0.174	0.173999	0.99974	0.0174045	-0.00530468	0.355336	0.999927	0.0112002	-0.00462068	-0.0112384	0.999902	-0.00832832	0.00452695	0.00837964	0.999955	-0.00707862	-0.00397939	0.342543	0.999926	0.0121392	0.000374216	-0.0120613	0.996177	-0.0865207	-0.00142308	0.0865099	0.99625
0.176	0.175998	0.999654	0.0169169	-0.00536203	0.355254	0.999925	0.011185	-0.00489119	-0.0112268	0.9999	-0.00859042	0.00479462	0.00864469	0.999951	-0.00739436	-0.00397939	0.342237	0.999926	0.0121392	0.000368266	-0.0120604	0.996092	-0.0874959	-0.00142895	0.087485	0.996165
0.178	0.177997	0.999567	0.0164427	-0.00541772	0.355173	0.999924	0.0111724	-0.00515493	-0.0112177	0.999898	-0.00884326	0.00505561	0.00890041	0.999948	-0.00770737	-0.00397939	0.341928	0.999926	0.0121391	0.000362321	-0.0120594	0.996006	-0.0884703	-0.00143482	0.0884594	0.996079
