t_real	tv	d_tv	p_c_x	p_c_y	p_c_z	Rc_00	Rc_01	Rc_02	Rc_10	Rc_11	Rc_12	Rc_20	Rc_21	Rc_22	p_d_x	p_d_y	p_d_z	Rd_00	Rd_01	Rd_02	Rd_10	Rd_11	Rd_12	Rd_20	Rd_21	Rd_22
10.098	4.84735	0.348956	-0.0172362	-0.0122412	0.293803	0.999425	0.0247609	0.0231546	-0.0284162	0.984356	0.173886	-0.0184868	-0.174444	0.984494	-0.00354592	-0.00397939	0.267337	0.999926	0.0120711	0.00136116	-0.0121397	0.997016	0.0762316	-0.000436898	-0.0762425	0.997089
10.1	4.84804	0.348925	-0.0170769	-0.0122531	0.293636	0.999418	0.0247134	0.0234988	-0.0284206	0.984437	0.173423	-0.0188472	-0.17399	0.984567	-0.00342562	-0.00397939	0.267241	0.999926	0.0120714	0.00135909	-0.0121397	0.997042	0.0758887	-0.000438988	-0.0758996	0.997115
10.102	4.84874	0.348894	-0.0169166	-0.012265	0.293469	0.999411	0.0246658	0.0238437	-0.0284247	0.984519	0.172959	-0.0192084	-0.173535	0.98464	-0.00330504	-0.00397939	0.267147	0.999926	0.0120717	0.00135702	-0.0121397	0.997068	0.0755458	-0.000441078	-0.0755567	0.997141
10.104	4.84944	0.348863	-0.0169166	-0.012265	0.293469	0.999411	0.0246658	0.0238437	-0.0284247	0.984519	0.172959	-0.0192084	-0.173535	0.98464	-0.00318418	-0.00397939	0.267052	0.999926	0.012072	0.00135495	-0.0121397	0.997094	0.0752029	-0.000443169	-0.0752138	0.997167
10.106	4.85014	0.348832	-0.0167466	-0.0122775	0.293294	0.999404	0.0246155	0.0242078	-0.0284286	0.984604	0.172471	-0.0195896	-0.173056	0.984717	-0.00306304	-0.00397939	0.266958	0.999926	0.0120723	0.00135289	-0.0121397	0.99712	0.0748599	-0.00044526	-0.0748708	0.997193
10.108	4.85083	0.348801	-0.0165842	-0.0122893	0.293127	0.999397	0.0245676	0.0245541	-0.028432	0.984685	0.172006	-0.0199522	-0.1726	0.98479	-0.00294162	-0.00397939	0.266864	0.999926	0.0120726	0.00135082	-0.0121397	0.997146	0.0745168	-0.000447351	-0.0745277	0.997219
10.11	4.85153	0.34877	-0.0165842	-0.0122893	0.293127	0.999397	0.0245676	0.0245541	-0.028432	0.984685	0.172006	-0.0199522	-0.1726	0.98479	-0.00281992	-0.00397939	0.266771	0.999926	0.0120729	0.00134875	-0.0121397	0.997171	0.0741738	-0.000449442	-0.0741847	0.997244
10.112	4.85223	0.348739	-0.0164211	-0.012301	0.292961	0.999389	0.0245196	0.0248999	-0.0284348	0.984767	0.17154	-0.0203145	-0.172144	0.984862	-0.00269795	-0.00397939	0.266678	0.999926	0.0120732	0.00134668	-0.0121397	0.997197	0.0738306	-0.000451533	-0.0738415	0.99727
10.114	4.85293	0.348708	-0.0162573	-0.0123126	0.292795	0.999382	0.0244715	0.0252453	-0.0284371	0.984848	0.171074	-0.0206764	-0.171686	0.984935	-0.00257571	-0.00397939	0.266585	0.999926	0.0120735	0.00134461	-0.0121397	0.997222	0.0734875	-0.000453625	-0.0734984	0.997295
10.116	4.85362	0.348677	-0.0162573	-0.0123126	0.292795	0.999382	0.0244715	0.0252453	-0.0284371	0.984848	0.171074	-0.0206764	-0.171686	0.984935	-0.00245319	-0.00397939	0.266493	0.999926	0.0120739	0.00134255	-0.0121397	0.997247	0.0731443	-0.000455716	-0.0731552	0.99732
10.118	4.85432	0.348646	-0.0160927	-0.0123241	0.29263	0.999374	0.0244233	0.0255904	-0.0284389	0.984929	0.170608	-0.0210379	-0.171229	0.985007	-0.00233041	-0.00397939	0.266401	0.999926	0.0120742	0.00134048	-0.0121397	0.997273	0.0728011	-0.000457808	-0.072812	0.997346
10.12	4.85502	0.348615	-0.0159272	-0.0123355	0.292465	0.999366	0.024375	0.0259354	-0.0284403	0.985009	0.170141	-0.0213995	-0.170771	0.985078	-0.00220735	-0.00397939	0.266309	0.999926	0.0120745	0.00133841	-0.0121397	0.997298	0.0724578	-0.0004599	-0.0724687	0.997371
10.122	4.85572	0.348584	-0.0159272	-0.0123355	0.292465	0.999366	0.024375	0.0259354	-0.0284403	0.985009	0.170141	-0.0213995	-0.170771	0.985078	-0.00208402	-0.00397939	0.266218	0.999926	0.0120748	0.00133634	-0.0121397	0.997322	0.0721145	-0.000461992	-0.0721254	0.997395
10.124	4.85641	0.348553	-0.0157257	-0.0123493	0.292265	0.999357	0.0243164	0.0263534	-0.0284414	0.985107	0.169576	-0.0218374	-0.170216	0.985165	-0.00196043	-0.00397939	0.266128	0.999926	0.0120751	0.00133427	-0.0121397	0.997347	0.0717712	-0.000464085	-0.0717821	0.99742
10.126	4.85711	0.348522	-0.0157257	-0.0123493	0.292265	0.999357	0.0243164	0.0263534	-0.0284414	0.985107	0.169576	-0.0218374	-0.170216	0.985165	-0.00183657	-0.00397939	0.266037	0.999926	0.0120754	0.0013322	-0.0121397	0.997372	0.0714278	-0.000466177	-0.0714387	0.997445
10.128	4.85781	0.348491	-0.0155581	-0.0123607	0.292101	0.999349	0.0242677	0.0266992	-0.0284418	0.985187	0.169109	-0.0221998	-0.169758	0.985236	-0.00171244	-0.00397939	0.265947	0.999926	0.0120757	0.00133013	-0.0121397	0.997396	0.0710844	-0.00046827	-0.0710953	0.997469
10.13	4.8585	0.348459	-0.0153894	-0.012372	0.291936	0.999341	0.0242188	0.0270455	-0.0284417	0.985267	0.168641	-0.0225628	-0.169299	0.985306	-0.00158805	-0.00397939	0.265858	0.999926	0.012076	0.00132805	-0.0121397	0.997421	0.0707409	-0.000470363	-0.0707518	0.997494
10.132	4.8592	0.348428	-0.0153894	-0.012372	0.291936	0.999341	0.0242188	0.0270455	-0.0284417	0.985267	0.168641	-0.0225628	-0.169299	0.985306	-0.0014634	-0.00397939	0.265769	0.999926	0.0120763	0.00132598	-0.0121397	0.997445	0.0703974	-0.000472456	-0.0704083	0.997518
10.134	4.8599	0.348397	-0.0152201	-0.0123833	0.291772	0.999333	0.0241699	0.0273917	-0.0284413	0.985347	0.168175	-0.0229255	-0.168841	0.985377	-0.00133848	-0.00397939	0.26568	0.999926	0.0120766	0.00132391	-0.0121397	0.997469	0.0700539	-0.000474549	-0.0700648	0.997542
10.136	4.86059	0.348366	-0.0150503	-0.0123945	0.291608	0.999324	0.0241212	0.0277369	-0.0284405	0.985427	0.167707	-0.0232874	-0.168383	0.985447	-0.00121331	-0.00397939	0.265592	0.999926	0.0120769	0.00132184	-0.0121397	0.997493	0.0697103	-0.000476643	-0.0697212	0.997566
10.138	4.86129	0.348335	-0.0148799	-0.0124056	0.291445	0.999316	0.0240724	0.0280813	-0.0284393	0.985506	0.167239	-0.0236484	-0.167923	0.985516	-0.00108787	-0.00397939	0.265504	0.999926	0.0120772	0.00131977	-0.0121396	0.997517	0.0693667	-0.000478736	-0.0693777	0.99759
10.14	4.86199	0.348305	-0.0148799	-0.0124056	0.291445	0.999316	0.0240724	0.0280813	-0.0284393	0.985506	0.167239	-0.0236484	-0.167923	0.985516	-0.000962182	-0.00397939	0.265416	0.999926	0.0120775	0.0013177	-0.0121396	0.997541	0.0690231	-0.00048083	-0.069034	0.997614
10.142	4.86268	0.348274	-0.0147088	-0.0124167	0.291283	0.999307	0.0240237	0.0284249	-0.0284376	0.985586	0.16677	-0.0240088	-0.167463	0.985586	-0.000836234	-0.00397939	0.265329	0.999926	0.0120778	0.00131562	-0.0121396	0.997565	0.0686795	-0.000482924	-0.0686904	0.997638
10.144	4.86338	0.348243	-0.014546	-0.0124271	0.291129	0.999299	0.0239776	0.0287501	-0.0284356	0.985661	0.166326	-0.0243498	-0.167027	0.985652	-0.000710031	-0.00397939	0.265242	0.999926	0.0120781	0.00131355	-0.0121396	0.997589	0.0683358	-0.000485018	-0.0683467	0.997662
10.146	4.86408	0.348212	-0.014546	-0.0124271	0.291129	0.999299	0.0239776	0.0287501	-0.0284356	0.985661	0.166326	-0.0243498	-0.167027	0.985652	-0.000583574	-0.00397939	0.265156	0.999926	0.0120784	0.00131148	-0.0121396	0.997612	0.067992	-0.000487112	-0.0680029	0.997685
10.148	4.86477	0.348181	-0.0143734	-0.0124381	0.290967	0.99929	0.0239289	0.0290933	-0.0284331	0.98574	0.165857	-0.0247096	-0.166566	0.985721	-0.000456864	-0.00397939	0.26507	0.999926	0.0120787	0.0013094	-0.0121396	0.997635	0.0676483	-0.000489206	-0.0676592	0.997708
10.15	4.86547	0.34815	-0.0141632	-0.0124513	0.290772	0.999279	0.0238697	0.0295088	-0.0284296	0.985835	0.165288	-0.0251454	-0.166008	0.985804	-0.000329903	-0.00397939	0.264984	0.999926	0.012079	0.00130733	-0.0121396	0.997659	0.0673045	-0.000491301	-0.0673154	0.997732
10.152	4.86617	0.348119	-0.0141632	-0.0124513	0.290772	0.999279	0.0238697	0.0295088	-0.0284296	0.985835	0.165288	-0.0251454	-0.166008	0.985804	-0.000202691	-0.00397939	0.264899	0.999926	0.0120793	0.00130526	-0.0121396	0.997682	0.0669606	-0.000493396	-0.0669715	0.997755
10.154	4.86686	0.348088	-0.0139977	-0.0124617	0.290619	0.999271	0.0238233	0.0298344	-0.0284264	0.98591	0.164843	-0.0254869	-0.165571	0.985868	-7.52302e-05	-0.00397939	0.264814	0.999926	0.0120796	0.00130318	-0.0121395	0.997705	0.0666168	-0.00049549	-0.0666277	0.997778
10.156	4.86756	0.348057	-0.0138222	-0.0124725	0.290458	0.999262	0.0237742	0.0301782	-0.0284226	0.985989	0.164374	-0.0258475	-0.16511	0.985936	5.24781e-05	-0.00397939	0.26473	0.999926	0.0120799	0.00130111	-0.0121395	0.997728	0.0662729	-0.000497585	-0.0662838	0.997801
10.158	4.86825	0.348026	-0.0138222	-0.0124725	0.290458	0.999262	0.0237742	0.0301782	-0.0284226	0.985989	0.164374	-0.0258475	-0.16511	0.985936	0.000180433	-0.00397939	0.264646	0.999926	0.0120801	0.00129903	-0.0121395	0.99775	0.0659289	-0.00049968	-0.0659399	0.997823
10.16	4.86895	0.347995	-0.0136275	-0.0124845	0.29028	0.999252	0.02372	0.0305577	-0.028418	0.986075	0.163855	-0.0262456	-0.164601	0.986011	0.000308633	-0.00397939	0.264562	0.999926	0.0120804	0.00129696	-0.0121395	0.997773	0.065585	-0.000501775	-0.0655959	0.997846
10.162	4.86965	0.347964	-0.0134507	-0.0124952	0.29012	0.999242	0.0236709	0.0309005	-0.0284134	0.986153	0.163386	-0.0266051	-0.16414	0.986078	0.000437077	-0.00397939	0.264479	0.999926	0.0120807	0.00129488	-0.0121395	0.997796	0.065241	-0.000503871	-0.0652519	0.997869
10.164	4.87034	0.347933	-0.0134507	-0.0124952	0.29012	0.999242	0.0236709	0.0309005	-0.0284134	0.986153	0.163386	-0.0266051	-0.16414	0.986078	0.000565763	-0.00397939	0.264396	0.999926	0.012081	0.00129281	-0.0121395	0.997818	0.064897	-0.000505966	-0.0649079	0.997891
10.166	4.87104	0.347902	-0.0132732	-0.0125058	0.28996	0.999233	0.0236219	0.0312429	-0.0284084	0.986231	0.162917	-0.0269643	-0.163679	0.986145	0.000694691	-0.00397939	0.264314	0.999926	0.0120813	0.00129073	-0.0121394	0.99784	0.0645529	-0.000508062	-0.0645638	0.997913
10.168	4.87173	0.347871	-0.0130761	-0.0125175	0.289784	0.999222	0.0235676	0.031621	-0.0284024	0.986316	0.162398	-0.027361	-0.16317	0.986219	0.000823859	-0.00397939	0.264232	0.999926	0.0120816	0.00128866	-0.0121394	0.997863	0.0642088	-0.000510158	-0.0642198	0.997936
10.17	4.87243	0.34784	-0.0130761	-0.0125175	0.289784	0.999222	0.0235676	0.031621	-0.0284024	0.986316	0.162398	-0.027361	-0.16317	0.986219	0.000953266	-0.00397939	0.26415	0.999926	0.0120819	0.00128658	-0.0121394	0.997885	0.0638647	-0.000512253	-0.0638756	0.997958
10.172	4.87312	0.347809	-0.0128969	-0.012528	0.289625	0.999212	0.0235185	0.0319632	-0.0283966	0.986394	0.161929	-0.02772	-0.162709	0.986285	0.00108291	-0.00397939	0.264069	0.999926	0.0120822	0.00128451	-0.0121394	0.997907	0.0635206	-0.000514349	-0.0635315	0.99798
10.174	4.87382	0.347779	-0.0127167	-0.0125384	0.289466	0.999202	0.0234692	0.0323057	-0.0283904	0.986471	0.161459	-0.0280793	-0.162248	0.98635	0.00121279	-0.00397939	0.263988	0.999926	0.0120825	0.00128243	-0.0121394	0.997929	0.0631764	-0.000516446	-0.0631873	0.998002
10.176	4.87452	0.347748	-0.012545	-0.0125483	0.289316	0.999193	0.0234224	0.0326307	-0.0283841	0.986544	0.161014	-0.0284202	-0.161811	0.986412	0.00134291	-0.00397939	0.263908	0.999926	0.0120828	0.00128035	-0.0121393	0.99795	0.0628322	-0.000518542	-0.0628431	0.998023
10.178	4.87521	0.347717	-0.0125354	-0.0125489	0.289308	0.999192	0.0234198	0.0326487	-0.0283838	0.986548	0.16099	-0.0284392	-0.161786	0.986416	0.00147326	-0.00397939	0.263828	0.999926	0.012083	0.00127828	-0.0121393	0.997972	0.062488	-0.000520638	-0.0624989	0.998045
10.18	4.87591	0.347686	-0.012363	-0.0125587	0.289157	0.999183	0.0233729	0.0329738	-0.0283772	0.98662	0.160545	-0.0287803	-0.16135	0.986478	0.00160384	-0.00397939	0.263748	0.999926	0.0120833	0.0012762	-0.0121393	0.997993	0.0621438	-0.000522735	-0.0621547	0.998066
10.182	4.8766	0.347655	-0.0121903	-0.0125684	0.289008	0.999173	0.0233262	0.0332984	-0.0283704	0.986693	0.160102	-0.0291207	-0.160914	0.986539	0.00173465	-0.00397939	0.263669	0.999926	0.0120836	0.00127412	-0.0121393	0.998015	0.0617995	-0.000524831	-0.0618104	0.998088
10.184	4.8773	0.347624	-0.0121903	-0.0125684	0.289008	0.999173	0.0233262	0.0332984	-0.0283704	0.986693	0.160102	-0.0291207	-0.160914	0.986539	0.00186569	-0.00397939	0.26359	0.999926	0.0120839	0.00127204	-0.0121392	0.998036	0.0614552	-0.000526928	-0.0614661	0.998109
10.186	4.87799	0.347593	-0.0120075	-0.0125785	0.288851	0.999163	0.0232771	0.0336401	-0.028363	0.986769	0.159635	-0.0294791	-0.160456	0.986603	0.00199697	-0.00397939	0.263512	0.999926	0.0120842	0.00126997	-0.0121392	0.998057	0.0611108	-0.000529025	-0.0611217	0.99813
10.188	4.87869	0.347562	-0.0118243	-0.0125885	0.288694	0.999153	0.0232281	0.0339808	-0.0283553	0.986844	0.159169	-0.0298366	-0.159998	0.986666	0.00212846	-0.00397939	0.263434	0.999926	0.0120845	0.00126789	-0.0121392	0.998078	0.0607665	-0.000531121	-0.0607774	0.998151
10.19	4.87938	0.347532	-0.0118243	-0.0125885	0.288694	0.999153	0.0232281	0.0339808	-0.0283553	0.986844	0.159169	-0.0298366	-0.159998	0.986666	0.00226019	-0.00397939	0.263356	0.999926	0.0120847	0.00126581	-0.0121391	0.998099	0.0604221	-0.000533218	-0.060433	0.998172
10.192	4.88008	0.347501	-0.0116406	-0.0125983	0.288538	0.999142	0.0231793	0.0343209	-0.0283473	0.986919	0.158703	-0.0301933	-0.15954	0.98673	0.00239214	-0.00397939	0.263279	0.999926	0.012085	0.00126373	-0.0121391	0.99812	0.0600777	-0.000535316	-0.0600886	0.998193
10.194	4.88077	0.34747	-0.0114659	-0.0126076	0.288391	0.999132	0.0231331	0.0346426	-0.0283394	0.98699	0.158262	-0.0305309	-0.159106	0.986789	0.00252431	-0.00397939	0.263203	0.999926	0.0120853	0.00126165	-0.0121391	0.998141	0.0597332	-0.000537413	-0.0597441	0.998214
10.196	4.88147	0.347439	-0.0112905	-0.0126167	0.288244	0.999122	0.023087	0.0349642	-0.0283312	0.987061	0.15782	-0.0308682	-0.158672	0.986849	0.00265671	-0.00397939	0.263126	0.999926	0.0120856	0.00125957	-0.0121391	0.998161	0.0593887	-0.00053951	-0.0593996	0.998234
10.198	4.88216	0.347408	-0.0112905	-0.0126167	0.288244	0.999122	0.023087	0.0349642	-0.0283312	0.987061	0.15782	-0.0308682	-0.158672	0.986849	0.00278932	-0.00397939	0.26305	0.999926	0.0120859	0.00125749	-0.012139	0.998182	0.0590442	-0.000541608	-0.0590552	0.998255
10.2	4.88286	0.347377	-0.0111045	-0.0126262	0.288089	0.999111	0.0230384	0.0353036	-0.0283223	0.987136	0.157354	-0.0312242	-0.158214	0.986911	0.00292216	-0.00397939	0.262975	0.999926	0.0120861	0.00125542	-0.012139	0.998202	0.0586997	-0.000543705	-0.0587106	0.998275
10.202	4.88355	0.347347	-0.0109178	-0.0126357	0.287934	0.9991	0.0229897	0.035643	-0.0283131	0.98721	0.156888	-0.0315804	-0.157756	0.986973	0.00305521	-0.00397939	0.2629	0.999926	0.0120864	0.00125334	-0.012139	0.998222	0.0583552	-0.000545803	-0.0583661	0.998295
10.204	4.88425	0.347316	-0.0109178	-0.0126357	0.287934	0.9991	0.0229897	0.035643	-0.0283131	0.98721	0.156888	-0.0315804	-0.157756	0.986973	0.00318848	-0.00397939	0.262825	0.999926	0.0120867	0.00125126	-0.0121389	0.998242	0.0580106	-0.0005479	-0.0580215	0.998315
10.206	4.88494	0.347285	-0.0107306	-0.0126451	0.28778	0.999089	0.0229412	0.0359817	-0.0283036	0.987285	0.156422	-0.0319356	-0.157298	0.987035	0.00332197	-0.00397939	0.262751	0.999926	0.012087	0.00124918	-0.0121389	0.998262	0.057666	-0.000549998	-0.0576769	0.998335
10.208	4.88564	0.347254	-0.0105432	-0.0126543	0.287626	0.999078	0.0228929	0.036319	-0.0282937	0.987359	0.155955	-0.0322896	-0.156839	0.987096	0.00345567	-0.00397939	0.262677	0.999926	0.0120872	0.0012471	-0.0121389	0.998282	0.0573214	-0.000552096	-0.0573323	0.998355
10.21	4.88633	0.347223	-0.0103752	-0.0126625	0.28749	0.999068	0.0228499	0.0366197	-0.0282847	0.987425	0.155538	-0.0326052	-0.156429	0.987151	0.00358958	-0.00397939	0.262604	0.999926	0.0120875	0.00124502	-0.0121388	0.998302	0.0569768	-0.000554194	-0.0569877	0.998375
10.212	4.88702	0.347193	-0.0103653	-0.012663	0.287482	0.999067	0.0228474	0.0366373	-0.0282841	0.987429	0.155514	-0.0326237	-0.156405	0.987154	0.00372371	-0.00397939	0.262531	0.999926	0.0120878	0.00124294	-0.0121388	0.998321	0.0566321	-0.000556292	-0.056643	0.998394
10.214	4.88772	0.347162	-0.0101771	-0.012672	0.287329	0.999056	0.0227995	0.0369723	-0.0282737	0.987502	0.155047	-0.0329753	-0.155946	0.987215	0.00385804	-0.00397939	0.262458	0.999926	0.0120881	0.00124086	-0.0121388	0.998341	0.0562874	-0.00055839	-0.0562983	0.998414
10.216	4.88841	0.347131	-0.00998832	-0.0126809	0.287178	0.999045	0.0227517	0.0373065	-0.0282629	0.987576	0.154581	-0.033326	-0.155488	0.987276	0.00399259	-0.00397939	0.262386	0.999926	0.0120883	0.00123877	-0.0121387	0.99836	0.0559427	-0.000560489	-0.0559536	0.998433
10.218	4.88911	0.3471	-0.00998832	-0.0126809	0.287178	0.999045	0.0227517	0.0373065	-0.0282629	0.987576	0.154581	-0.033326	-0.155488	0.987276	0.00412734	-0.00397939	0.262314	0.999926	0.0120886	0.00123669	-0.0121387	0.998379	0.055598	-0.000562587	-0.0556089	0.998452
10.22	4.8898	0.347069	-0.00979889	-0.0126897	0.287026	0.999033	0.022704	0.0376401	-0.0282518	0.987649	0.154115	-0.0336762	-0.155029	0.987336	0.0042623	-0.00397939	0.262243	0.999926	0.0120889	0.00123461	-0.0121386	0.998399	0.0552533	-0.000564685	-0.0552642	0.998472
10.222	4.8905	0.347039	-0.00979889	-0.0126897	0.287026	0.999033	0.022704	0.0376401	-0.0282518	0.987649	0.154115	-0.0336762	-0.155029	0.987336	0.00439746	-0.00397939	0.262172	0.999926	0.0120892	0.00123253	-0.0121386	0.998418	0.0549085	-0.000566784	-0.0549194	0.998491
10.224	4.89119	0.347008	-0.0095987	-0.0126989	0.286867	0.999021	0.0226538	0.037991	-0.0282397	0.987726	0.153624	-0.0340445	-0.154546	0.987399	0.00453283	-0.00397939	0.262101	0.999926	0.0120894	0.00123045	-0.0121386	0.998437	0.0545637	-0.000568882	-0.0545746	0.99851
10.226	4.89188	0.346977	-0.00940767	-0.0127076	0.286716	0.99901	0.0226062	0.0383243	-0.028228	0.987799	0.153157	-0.0343944	-0.154088	0.987458	0.0046684	-0.00397939	0.262031	0.999926	0.0120897	0.00122837	-0.0121385	0.998455	0.0542189	-0.000570981	-0.0542298	0.998528
10.228	4.89258	0.346946	-0.00922587	-0.0127157	0.286574	0.998998	0.022561	0.0386402	-0.0282165	0.987867	0.152715	-0.034726	-0.153653	0.987515	0.00480417	-0.00397939	0.261962	0.999926	0.01209	0.00122629	-0.0121385	0.998474	0.0538741	-0.00057308	-0.053885	0.998547
10.23	4.89327	0.346916	-0.00921574	-0.0127162	0.286566	0.998998	0.0225585	0.0386578	-0.0282158	0.987871	0.152691	-0.0347445	-0.153629	0.987518	0.00494014	-0.00397939	0.261892	0.999926	0.0120902	0.0012242	-0.0121384	0.998493	0.0535292	-0.000575178	-0.0535401	0.998566
10.232	4.89396	0.346885	-0.00903327	-0.0127242	0.286423	0.998987	0.0225133	0.0389735	-0.028204	0.98794	0.152246	-0.0350759	-0.153191	0.987574	0.00507631	-0.00397939	0.261824	0.999926	0.0120905	0.00122212	-0.0121384	0.998511	0.0531843	-0.000577277	-0.0531952	0.998584
10.234	4.89466	0.346854	-0.00885044	-0.0127321	0.286282	0.998975	0.0224684	0.0392887	-0.0281918	0.98801	0.151797	-0.035407	-0.152749	0.987631	0.00521268	-0.00397939	0.261755	0.999926	0.0120908	0.00122004	-0.0121383	0.998529	0.0528394	-0.000579376	-0.0528504	0.998602
10.236	4.89535	0.346824	-0.00884028	-0.0127325	0.286274	0.998975	0.0224659	0.0393062	-0.0281911	0.988013	0.151772	-0.0354254	-0.152724	0.987634	0.00534924	-0.00397939	0.261687	0.999926	0.012091	0.00121796	-0.0121383	0.998547	0.0524945	-0.000581475	-0.0525054	0.99862
10.238	4.89605	0.346793	-0.008657	-0.0127403	0.286132	0.998963	0.0224212	0.0396208	-0.0281787	0.988083	0.151321	-0.0357558	-0.15228	0.98769	0.005486	-0.00397939	0.26162	0.999926	0.0120913	0.00121587	-0.0121383	0.998566	0.0521496	-0.000583574	-0.0521605	0.998639
10.24	4.89674	0.346762	-0.00847322	-0.0127481	0.285992	0.998952	0.0223767	0.0399348	-0.028166	0.988152	0.150869	-0.0360857	-0.151835	0.987747	0.00562295	-0.00397939	0.261553	0.999926	0.0120916	0.00121379	-0.0121382	0.998583	0.0518047	-0.000585673	-0.0518156	0.998656
10.242	4.89743	0.346731	-0.008463	-0.0127485	0.285984	0.998951	0.0223742	0.0399522	-0.0281653	0.988156	0.150844	-0.036104	-0.151811	0.98775	0.00576009	-0.00397939	0.261486	0.999926	0.0120918	0.00121171	-0.0121382	0.998601	0.0514597	-0.000587772	-0.0514706	0.998674
10.244	4.89813	0.346701	-0.00827859	-0.0127561	0.285843	0.998939	0.0223299	0.0402659	-0.0281524	0.988226	0.150391	-0.0364336	-0.151365	0.987806	0.00589743	-0.00397939	0.26142	0.999926	0.0120921	0.00120963	-0.0121381	0.998619	0.0511147	-0.000589871	-0.0511256	0.998692
10.246	4.89882	0.34667	-0.00809352	-0.0127637	0.285703	0.998928	0.0222856	0.0405794	-0.0281394	0.988295	0.149939	-0.036763	-0.15092	0.987862	0.00603495	-0.00397939	0.261354	0.999926	0.0120923	0.00120754	-0.0121381	0.998637	0.0507697	-0.00059197	-0.0507806	0.99871
10.248	4.89951	0.346639	-0.00809352	-0.0127637	0.285703	0.998928	0.0222856	0.0405794	-0.0281394	0.988295	0.149939	-0.036763	-0.15092	0.987862	0.00617266	-0.00397939	0.261288	0.999926	0.0120926	0.00120546	-0.012138	0.998654	0.0504247	-0.00059407	-0.0504356	0.998727
10.25	4.90021	0.346609	-0.00789736	-0.0127716	0.285555	0.998915	0.022239	0.0409105	-0.0281253	0.988368	0.149461	-0.0371108	-0.150449	0.987921	0.00631056	-0.00397939	0.261223	0.999926	0.0120929	0.00120337	-0.012138	0.998671	0.0500797	-0.000596169	-0.0500906	0.998745
10.252	4.9009	0.346578	-0.00771069	-0.0127791	0.285415	0.998903	0.0221948	0.0412245	-0.0281117	0.988436	0.149008	-0.0374406	-0.150003	0.987976	0.00644864	-0.00397939	0.261159	0.999926	0.0120931	0.00120129	-0.0121379	0.998689	0.0497346	-0.000598268	-0.0497455	0.998762
10.254	4.90159	0.346547	-0.00771069	-0.0127791	0.285415	0.998903	0.0221948	0.0412245	-0.0281117	0.988436	0.149008	-0.0374406	-0.150003	0.987976	0.00658691	-0.00397939	0.261095	0.999926	0.0120934	0.00119921	-0.0121379	0.998706	0.0493896	-0.000600368	-0.0494005	0.998779
10.256	4.90228	0.346517	-0.00751294	-0.012787	0.285268	0.998891	0.0221482	0.0415556	-0.0280972	0.988508	0.148532	-0.0377883	-0.149535	0.988034	0.00672536	-0.00397939	0.261031	0.999926	0.0120936	0.00119712	-0.0121378	0.998723	0.0490445	-0.000602467	-0.0490554	0.998796
10.258	4.90298	0.346486	-0.00731487	-0.0127947	0.285122	0.998878	0.0221017	0.0418855	-0.0280824	0.98858	0.148059	-0.0381348	-0.149069	0.988091	0.00686399	-0.00397939	0.260968	0.999926	0.0120939	0.00119504	-0.0121378	0.99874	0.0486994	-0.000604567	-0.0487103	0.998813
10.26	4.90367	0.346455	-0.00713728	-0.0128016	0.284991	0.998866	0.0220602	0.0421793	-0.0280687	0.988643	0.147637	-0.0384434	-0.148653	0.988142	0.0070028	-0.00397939	0.260905	0.999926	0.0120942	0.00119295	-0.0121377	0.998756	0.0483543	-0.000606666	-0.0483652	0.99883
10.262	4.90436	0.346425	-0.00712682	-0.012802	0.284984	0.998866	0.0220578	0.0421966	-0.0280679	0.988647	0.147612	-0.0384615	-0.148629	0.988145	0.00714179	-0.00397939	0.260842	0.999926	0.0120944	0.00119087	-0.0121376	0.998773	0.0480091	-0.000608766	-0.0480201	0.998846
10.264	4.90506	0.346394	-0.00692782	-0.0128095	0.284838	0.998853	0.0220115	0.0425236	-0.0280523	0.988718	0.14714	-0.0388051	-0.148164	0.988201	0.00728095	-0.00397939	0.26078	0.999926	0.0120947	0.00118878	-0.0121376	0.99879	0.047664	-0.000610865	-0.0476749	0.998863
10.266	4.90575	0.346363	-0.00670714	-0.0128178	0.284678	0.998839	0.0219604	0.042884	-0.0280345	0.988796	0.146619	-0.0391837	-0.147651	0.988263	0.0074203	-0.00397939	0.260719	0.999926	0.0120949	0.0011867	-0.0121375	0.998806	0.0473189	-0.000612965	-0.0473298	0.998879
10.268	4.90644	0.346333	-0.00670714	-0.0128178	0.284678	0.998839	0.0219604	0.042884	-0.0280345	0.988796	0.146619	-0.0391837	-0.147651	0.988263	0.00755981	-0.00397939	0.260658	0.999926	0.0120952	0.00118461	-0.0121375	0.998822	0.0469737	-0.000615065	-0.0469846	0.998895
10.27	4.90713	0.346302	-0.00650673	-0.0128251	0.284534	0.998826	0.0219141	0.0432093	-0.028018	0.988866	0.146148	-0.0395255	-0.147187	0.988319	0.0076995	-0.00397939	0.260597	0.999926	0.0120954	0.00118253	-0.0121374	0.998839	0.0466285	-0.000617164	-0.0466394	0.998912
10.272	4.90783	0.346271	-0.00630551	-0.0128324	0.28439	0.998813	0.0218677	0.0435342	-0.028001	0.988936	0.145677	-0.0398669	-0.146723	0.988374	0.00783936	-0.00397939	0.260537	0.999926	0.0120957	0.00118044	-0.0121374	0.998855	0.0462833	-0.000619264	-0.0462942	0.998928
