t_real	tv	d_tv	e_p_x	e_p_y	e_p_z	e_o_x	e_o_y	e_o_z	e_v_lin_x	e_v_lin_y	e_v_lin_z	e_v_ang_x	e_v_ang_y	e_v_ang_z
1.14	0.947047	0.617119	0.00430828	-0.00995254	0.00933549	-0.127736	0.119404	-0.0121342	-0.0334538	0.019292	-0.139695	0.108792	-0.0716169	0.107376
1.142	0.94828	0.616691	0.00416782	-0.00995254	0.00910345	-0.127958	0.119407	-0.0121209	-0.0702307	0	-0.116016	-0.0772217	0.00200282	0.00915466
1.144	0.949513	0.616263	0.00409496	-0.00991451	0.00882538	-0.127661	0.11917	-0.0118095	-0.0364314	0.0190192	-0.139039	0.10984	-0.0768087	0.107598
1.146	0.950744	0.615836	0.00401214	-0.00987902	0.00855189	-0.127393	0.118932	-0.0115144	-0.0414106	0.0177423	-0.136745	0.0996471	-0.0772127	0.10253
1.148	0.951975	0.615409	0.00387575	-0.00987902	0.00831809	-0.127612	0.118935	-0.0115013	-0.0681934	0	-0.116899	-0.0761598	0.00192403	0.00899582
1.15	0.953205	0.614983	0.00379062	-0.00984233	0.0080453	-0.12732	0.118671	-0.0111931	-0.042568	0.0183457	-0.136392	0.10791	-0.0861532	0.107195
1.152	0.954434	0.614558	0.00369865	-0.00980636	0.007776	-0.127029	0.118394	-0.0108874	-0.0459814	0.0179827	-0.13465	0.107608	-0.090824	0.106631
1.154	0.955663	0.614133	0.00356635	-0.00980636	0.00754051	-0.127245	0.118396	-0.0108746	-0.0661505	0	-0.117745	-0.0751033	0.00184586	0.00883355
1.156	0.95689	0.613709	0.00347212	-0.00976738	0.00727081	-0.1269	0.118075	-0.0105405	-0.0471178	0.0194933	-0.134855	0.127198	-0.105917	0.116424
1.158	0.958117	0.613285	0.00336739	-0.00973276	0.00700739	-0.126605	0.117769	-0.0102388	-0.0523636	0.0173099	-0.131706	0.10895	-0.100775	0.10576
1.16	0.959342	0.612862	0.00323918	-0.00973276	0.00677028	-0.126818	0.117772	-0.0102263	-0.0641028	0	-0.118555	-0.0740523	0.001767	0.00866668
1.162	0.960567	0.61244	0.00312867	-0.00970051	0.00651016	-0.126546	0.11747	-0.00994143	-0.0552592	0.0161249	-0.13006	0.100549	-0.0999134	0.100341
1.164	0.961791	0.612018	0.0030129	-0.00966701	0.00625114	-0.126245	0.117137	-0.00964258	-0.0578835	0.0167467	-0.129514	0.111018	-0.110305	0.105284
1.166	0.963014	0.611597	0.00289095	-0.00963578	0.00599523	-0.125969	0.116809	-0.0093596	-0.0609736	0.0156182	-0.127954	0.101877	-0.108827	0.10016
1.168	0.964237	0.611176	0.00276815	-0.00963406	0.0057552	-0.126151	0.116793	-0.0093324	-0.0614034	0.000859227	-0.120014	-0.0629996	-0.00459525	0.0135294
1.17	0.965458	0.610756	0.00264213	-0.00960352	0.00550181	-0.12588	0.116454	-0.0090519	-0.0630086	0.0152684	-0.126695	0.100068	-0.11299	0.0996701
1.172	0.966679	0.610336	0.0025106	-0.00957204	0.00525122	-0.125586	0.116084	-0.00876024	-0.0657664	0.0157399	-0.125296	0.108114	-0.12356	0.103784
1.174	0.967899	0.609917	0.00239198	-0.00957204	0.00501061	-0.125792	0.116086	-0.00874829	-0.0593089	0	-0.120302	-0.0716203	0.00159071	0.00826776
1.176	0.969118	0.609499	0.00225415	-0.00953809	0.00476265	-0.125445	0.115663	-0.00843125	-0.0689136	0.0169775	-0.12398	0.127447	-0.141448	0.112699
1.178	0.970336	0.609081	0.00211113	-0.00950652	0.00451879	-0.125122	0.115248	-0.00813218	-0.071512	0.0157834	-0.121933	0.118617	-0.139398	0.10678
1.18	0.971553	0.608664	0.00199663	-0.00950652	0.0042768	-0.125325	0.11525	-0.00812049	-0.0572491	0	-0.120991	-0.0705867	0.00151761	0.00808498
1.182	0.97277	0.608247	0.00185097	-0.00947719	0.00403566	-0.125025	0.114842	-0.00783859	-0.0728299	0.0146648	-0.120573	0.110178	-0.136759	0.101095
1.184	0.973985	0.607831	0.00170018	-0.00944847	0.00379721	-0.124723	0.114423	-0.00755896	-0.0753928	0.0143608	-0.119225	0.11089	-0.14109	0.100531
1.186	0.9752	0.607415	0.00154688	-0.00942179	0.00356076	-0.124445	0.114014	-0.0072952	-0.076649	0.0133384	-0.118221	0.102062	-0.137588	0.0952522
1.188	0.976414	0.607	0.00143533	-0.00942033	0.00331751	-0.124617	0.113993	-0.00726988	-0.0557758	0.000733692	-0.121628	-0.0596719	-0.0064155	0.0126972
1.19	0.977627	0.606586	0.00127585	-0.00939273	0.00308336	-0.12431	0.113549	-0.00699379	-0.0797434	0.0137986	-0.117075	0.112679	-0.149745	0.0997441
1.192	0.97884	0.606236	0.00111786	-0.00936846	0.0028499	-0.124055	0.113141	-0.00674656	-0.0789919	0.0121336	-0.11673	0.0938741	-0.137411	0.089923
1.194	0.980052	0.605886	0.00100979	-0.00936704	0.00260566	-0.124224	0.113119	-0.0067216	-0.0540368	0.000710268	-0.122119	-0.0587257	-0.0069036	0.0125189
1.196	0.981263	0.605536	0.000846622	-0.00934151	0.0023752	-0.123946	0.112677	-0.00646168	-0.0815833	0.0127669	-0.115231	0.102017	-0.14921	0.0946629
1.198	0.982473	0.605187	0.000676664	-0.00931457	0.00214863	-0.123645	0.1122	-0.00618923	-0.0849793	0.0134676	-0.113286	0.110381	-0.161289	0.0993329
1.2	0.983683	0.604839	0.000575873	-0.00931457	0.00190244	-0.123838	0.112202	-0.00617839	-0.0503952	0	-0.123094	-0.0672113	0.00129542	0.0075076
1.202	0.984892	0.60449	0.000403709	-0.0092876	0.00167844	-0.123538	0.111715	-0.00590704	-0.0860824	0.0134862	-0.111997	0.110168	-0.164842	0.0991961
1.204	0.9861	0.604143	0.000228024	-0.00926056	0.00145717	-0.123237	0.111217	-0.00563636	-0.0878422	0.0135206	-0.110639	0.110103	-0.168552	0.0991963
1.206	0.987308	0.603795	0.00013134	-0.00926056	0.00120983	-0.123428	0.111219	-0.00562577	-0.0483423	0	-0.123669	-0.0662182	0.00123395	0.00733353
1.208	0.988515	0.603448	-4.20188e-05	-0.00923485	0.000989119	-0.123152	0.110738	-0.00536925	-0.0866792	0.012853	-0.110355	0.101235	-0.162884	0.094394
1.21	0.989721	0.603102	-0.000218383	-0.00920904	0.000770464	-0.122876	0.110248	-0.00511288	-0.0881819	0.0129051	-0.109328	0.101173	-0.166092	0.0945418
1.212	0.990926	0.602755	-0.000310958	-0.00920904	0.000522047	-0.123063	0.110249	-0.00510254	-0.0462876	0	-0.124208	-0.0652285	0.001176	0.00716249
1.214	0.992131	0.602347	-0.000493881	-0.00918167	0.000306785	-0.122761	0.109722	-0.00483251	-0.0914615	0.0136881	-0.107631	0.110793	-0.17889	0.0996041
1.216	0.993335	0.601939	-0.000680029	-0.00915424	9.3908e-05	-0.122462	0.109185	-0.00456274	-0.0930741	0.0137117	-0.106438	0.109573	-0.182222	0.0997885
1.218	0.994538	0.601531	-0.000863306	-0.00912843	-0.000117951	-0.122194	0.108669	-0.00430882	-0.0916385	0.0129075	-0.105929	0.0984237	-0.175258	0.0944145
1.22	0.99574	0.601124	-0.000955733	-0.009127	-0.000365421	-0.122352	0.108641	-0.00428535	-0.0462134	0.000715006	-0.123735	-0.0548877	-0.00877882	0.0117602
1.222	0.996942	0.60078	-0.00114546	-0.0090999	-0.000572333	-0.12206	0.108088	-0.00402032	-0.0948616	0.0135491	-0.103456	0.107148	-0.187859	0.0986243
1.224	0.998143	0.600437	-0.00133763	-0.00907292	-0.000776397	-0.121768	0.107528	-0.00375724	-0.096086	0.0134895	-0.102032	0.107096	-0.190619	0.0981128
1.226	0.999343	0.600094	-0.00142058	-0.00907292	-0.00102696	-0.121949	0.107529	-0.00374751	-0.0414736	0	-0.125281	-0.0629108	0.00103424	0.00674134
1.228	1.00054	0.599751	-0.00161382	-0.00904604	-0.0012287	-0.121655	0.10696	-0.00348617	-0.0966229	0.013442	-0.100872	0.107552	-0.193511	0.0976735
1.23	1.00174	0.599408	-0.00180334	-0.00902064	-0.00143084	-0.121386	0.106413	-0.00323932	-0.094758	0.0127006	-0.101068	0.0987942	-0.186034	0.0926083
1.232	1.00294	0.599066	-0.00188217	-0.00902064	-0.00168225	-0.121563	0.106415	-0.00322984	-0.0394186	0	-0.125706	-0.0619347	0.000980502	0.00656936
1.234	1.00414	0.598725	-0.00209789	-0.00898965	-0.00187103	-0.121193	0.105736	-0.00293157	-0.10786	0.0154912	-0.0943905	0.13508	-0.231322	0.11148
1.236	1.00533	0.598384	-0.00217399	-0.00898965	-0.00212297	-0.121369	0.105737	-0.00292225	-0.038049	0	-0.12597	-0.0612855	0.000948128	0.00645988
1.238	1.00653	0.598043	-0.00237225	-0.00896293	-0.00231839	-0.121071	0.105141	-0.00266421	-0.0991293	0.0133619	-0.0977059	0.108793	-0.202977	0.0970645
1.24	1.00772	0.597702	-0.0025791	-0.00893492	-0.00250814	-0.120752	0.104506	-0.00239498	-0.103423	0.0140059	-0.0948766	0.116698	-0.216708	0.101405
1.242	1.00892	0.597362	-0.00278033	-0.00890853	-0.00269788	-0.12046	0.103895	-0.00214209	-0.100617	0.013194	-0.0948732	0.106763	-0.208238	0.0956841
1.244	1.01011	0.597023	-0.00285095	-0.00890853	-0.00295079	-0.120632	0.103896	-0.00213312	-0.035311	0	-0.126454	-0.059995	0.000871598	0.00621582
1.246	1.01131	0.596683	-0.00304485	-0.0088837	-0.0031414	-0.120364	0.103313	-0.00189579	-0.0969492	0.0124138	-0.0953055	0.098122	-0.199131	0.0901476
1.248	1.0125	0.596344	-0.00324665	-0.00885765	-0.00332591	-0.120072	0.102691	-0.00164819	-0.100901	0.0130247	-0.0922512	0.106973	-0.212292	0.0940843
1.25	1.01369	0.596006	-0.00331317	-0.00885765	-0.00357946	-0.120241	0.102692	-0.00163947	-0.0332594	0	-0.126778	-0.0590299	0.000822829	0.00604616
1.252	1.01488	0.595668	-0.00351467	-0.00883174	-0.00376167	-0.119947	0.102064	-0.00139414	-0.10075	0.0129549	-0.091104	0.107463	-0.214543	0.0934204
1.254	1.01607	0.59533	-0.00371726	-0.00880595	-0.00394158	-0.119652	0.101429	-0.00115065	-0.101295	0.0128957	-0.0899547	0.10766	-0.216918	0.0929076
1.256	1.01726	0.594993	-0.00390598	-0.00878296	-0.00412751	-0.119405	0.100855	-0.000933202	-0.0943603	0.0114964	-0.0929662	0.09041	-0.196083	0.0834032
1.258	1.01845	0.594656	-0.00397453	-0.00878161	-0.00437776	-0.119547	0.100822	-0.000912565	-0.0342733	0.000675181	-0.125125	-0.0490183	-0.0108862	0.010365
1.26	1.01964	0.594319	-0.00419317	-0.0087533	-0.00454551	-0.119201	0.100104	-0.000647455	-0.10932	0.014155	-0.0838752	0.125883	-0.245312	0.10129
1.262	1.02083	0.593983	-0.0042515	-0.0087533	-0.00480017	-0.119365	0.100106	-0.000639233	-0.0291631	0	-0.127326	-0.0571114	0.000727319	0.00570472
1.264	1.02202	0.593647	-0.00445484	-0.00872778	-0.00497435	-0.119069	0.0994492	-0.000399692	-0.101673	0.012761	-0.0870896	0.108034	-0.224423	0.0919924
1.266	1.0232	0.593312	-0.00465026	-0.0087038	-0.00515036	-0.118809	0.0988239	-0.000174552	-0.0977109	0.0119862	-0.0880066	0.0948648	-0.213855	0.0869699
1.268	1.02439	0.592977	-0.0047045	-0.0087038	-0.00540546	-0.11897	0.0988251	-0.000166571	-0.0271194	0	-0.127551	-0.0561572	0.000683124	0.00553877
1.27	1.02557	0.592642	-0.00490588	-0.00867865	-0.00557454	-0.118694	0.0981626	6.76659e-05	-0.100691	0.0125749	-0.0845404	0.101045	-0.226656	0.090635
1.272	1.02676	0.592308	-0.00509899	-0.00865492	-0.00574576	-0.118443	0.0975331	0.000287491	-0.0965554	0.0118667	-0.0856092	0.091836	-0.21543	0.0853685
1.274	1.02794	0.591974	-0.00514915	-0.00865492	-0.00600125	-0.118602	0.0975342	0.000295234	-0.0250795	0	-0.127743	-0.0552066	0.000640726	0.00537494
1.276	1.02913	0.59164	-0.0053484	-0.00862993	-0.00616556	-0.118328	0.0968669	0.000524348	-0.0996253	0.0124934	-0.0821591	0.099999	-0.228424	0.089017
1.278	1.03031	0.591368	-0.00554736	-0.00860499	-0.00632769	-0.118055	0.0961962	0.000751271	-0.0994774	0.0124719	-0.0810649	0.0999192	-0.229675	0.0883282
1.28	1.03149	0.591095	-0.00559346	-0.00860499	-0.00658355	-0.11821	0.0961973	0.000758779	-0.0230482	0	-0.127929	-0.0542707	0.000599281	0.00521245
1.282	1.03267	0.590823	-0.00578275	-0.00858138	-0.00674888	-0.117958	0.0955582	0.000972294	-0.0946461	0.0118047	-0.0826634	0.0921671	-0.21889	0.0833812
1.284	1.03385	0.590551	-0.00597984	-0.00855647	-0.00690735	-0.117683	0.0948792	0.00119566	-0.0985445	0.0124575	-0.0792371	0.100391	-0.232622	0.087255
1.286	1.03503	0.59028	-0.00616859	-0.00853285	-0.00706937	-0.11743	0.0942317	0.0014064	-0.0943768	0.0118064	-0.0810094	0.0924152	-0.221894	0.0825756
1.288	1.03621	0.590008	-0.00621747	-0.00853154	-0.00732038	-0.11756	0.0941965	0.00142486	-0.0244391	0.00065618	-0.125505	-0.0449424	-0.0118604	0.0092915
1.29	1.03739	0.589737	-0.00641275	-0.00850664	-0.00747546	-0.117287	0.0935087	0.00164548	-0.0976409	0.012452	-0.0775366	0.0997557	-0.235782	0.0865251
1.292	1.03857	0.589466	-0.00659825	-0.00848318	-0.00763354	-0.117043	0.0928555	0.00185192	-0.0927507	0.0117294	-0.0790443	0.0889625	-0.223937	0.0813676
1.294	1.03975	0.589196	-0.0066349	-0.00848318	-0.00789008	-0.117193	0.0928564	0.00185888	-0.0183262	0	-0.128268	-0.0521113	0.000505138	0.00483366
1.296	1.04093	0.588925	-0.00682549	-0.00845851	-0.00804027	-0.11693	0.0921663	0.00207301	-0.0952911	0.0123325	-0.0750964	0.0959898	-0.236681	0.0845057
1.298	1.04211	0.588655	-0.00700621	-0.00843521	-0.00819383	-0.11669	0.0915122	0.00227344	-0.0903599	0.0116521	-0.0767771	0.0878496	-0.224405	0.0793552
1.3	1.04328	0.588385	-0.00703882	-0.00843521	-0.00845055	-0.116836	0.091513	0.00228017	-0.0163086	0	-0.128361	-0.0511897	0.000469697	0.0046804
1.302	1.04446	0.588115	-0.00721657	-0.00841195	-0.00860213	-0.116595	0.0908579	0.00247802	-0.0888722	0.0116315	-0.0757927	0.0881045	-0.224808	0.0784828
1.304	1.04564	0.587846	-0.00740085	-0.00838742	-0.00874584	-0.116332	0.0901645	0.00268407	-0.0921401	0.0122643	-0.0718545	0.0958515	-0.237988	0.0817753
1.306	1.04681	0.587577	-0.00757547	-0.00836419	-0.00889372	-0.116091	0.0895055	0.00287758	-0.0873118	0.0116139	-0.0739381	0.0882371	-0.226243	0.0770381
1.308	1.04799	0.587308	-0.00760272	-0.00836419	-0.00915059	-0.116234	0.0895063	0.00288401	-0.0136253	0	-0.128435	-0.0499659	0.000420989	0.00446966
1.31	1.04916	0.587039	-0.00778264	-0.00833967	-0.00929067	-0.11597	0.0888079	0.00308593	-0.0899581	0.0122615	-0.0700428	0.0963396	-0.239824	0.0804338
1.312	1.05033	0.586771	-0.00796114	-0.00831512	-0.00942907	-0.115705	0.0881063	0.00328619	-0.0892485	0.0122715	-0.0691961	0.0964547	-0.240945	0.0799143
1.314	1.05151	0.586503	-0.00798437	-0.00831512	-0.00968597	-0.115845	0.0881071	0.00329241	-0.0116186	0	-0.128454	-0.0490506	0.000388351	0.00432008
1.316	1.05268	0.586235	-0.00815202	-0.00829186	-0.00982912	-0.115602	0.0874397	0.00348106	-0.0838251	0.011632	-0.0715712	0.0887895	-0.22926	0.0755219
1.318	1.05385	0.585967	-0.00831723	-0.00826868	-0.00997025	-0.115366	0.0867721	0.00366728	-0.082602	0.0115909	-0.0705646	0.0860092	-0.22938	0.0747975
1.32	1.05502	0.5857	-0.00833646	-0.00826868	-0.0102271	-0.115504	0.0867728	0.00367328	-0.00961733	0	-0.128442	-0.0481376	0.000358299	0.00417628
1.322	1.05619	0.585433	-0.00850544	-0.00824425	-0.0103594	-0.115252	0.086069	0.00386626	-0.0844902	0.0122137	-0.0661428	0.092128	-0.24188	0.0776424
1.324	1.05736	0.585166	-0.00867152	-0.00821982	-0.0104894	-0.115001	0.0853666	0.00405629	-0.0830417	0.0122127	-0.0649688	0.0914216	-0.24145	0.0766171
1.326	1.05853	0.584958	-0.00868677	-0.00821982	-0.0107462	-0.115136	0.0853672	0.00406209	-0.00762268	0	-0.128413	-0.0472323	0.000328566	0.00403219
1.328	1.0597	0.584751	-0.0088487	-0.00819538	-0.0108739	-0.114885	0.0846655	0.00424936	-0.0809638	0.0122243	-0.0638802	0.0914616	-0.241241	0.0756515
1.33	1.06087	0.584544	-0.00900018	-0.00817217	-0.0110067	-0.114654	0.0840008	0.00442478	-0.0757427	0.0116031	-0.0663556	0.0840131	-0.228602	0.0710873
1.332	1.06204	0.584337	-0.00901145	-0.00817217	-0.0112634	-0.114787	0.0840014	0.00443038	-0.00563464	0	-0.128379	-0.0463385	0.000300912	0.00389338
1.334	1.06321	0.58413	-0.00916668	-0.0081476	-0.0113874	-0.114536	0.0832987	0.00461293	-0.0776145	0.0122853	-0.0620039	0.0913015	-0.241683	0.0740514
1.336	1.06438	0.583923	-0.0093193	-0.00812295	-0.0115097	-0.114285	0.082595	0.00479363	-0.07631	0.0123221	-0.0611205	0.0915101	-0.242085	0.0734162
1.338	1.06554	0.583717	-0.00946937	-0.00809823	-0.0116302	-0.114033	0.0818899	0.00497271	-0.0750362	0.0123631	-0.0602836	0.0916871	-0.242589	0.072868
1.34	1.06671	0.58351	-0.00947536	-0.00809823	-0.0118868	-0.114162	0.0818905	0.00497802	-0.00299176	0	-0.128286	-0.0451505	0.000261781	0.00369943
1.342	1.06788	0.583304	-0.00961362	-0.00807499	-0.0120127	-0.113936	0.0812245	0.00514512	-0.0691306	0.011619	-0.0629681	0.0824483	-0.229196	0.0682995
1.344	1.06904	0.583098	-0.00975562	-0.00805102	-0.0121293	-0.113698	0.0805272	0.00531627	-0.0709993	0.0119841	-0.058287	0.0867501	-0.240028	0.0701654
1.346	1.07021	0.582892	-0.00975765	-0.00805102	-0.0123857	-0.113824	0.0805277	0.0053214	-0.00101605	0	-0.12818	-0.0442609	0.000237342	0.00356692
1.348	1.07137	0.582686	-0.00990176	-0.00802639	-0.0124926	-0.113568	0.0798001	0.00549587	-0.0720537	0.0123157	-0.0534456	0.0932707	-0.250544	0.0716842
1.35	1.07254	0.58248	-0.010028	-0.00800472	-0.0126126	-0.113348	0.0791499	0.00564897	-0.063131	0.0108342	-0.0599974	0.0797281	-0.223952	0.0632194
1.352	1.0737	0.582275	-0.0100331	-0.00800353	-0.012861	-0.113453	0.0791144	0.00566202	-0.00254026	0.000595155	-0.124239	-0.036516	-0.0122053	0.00671245
1.354	1.07487	0.582069	-0.0101546	-0.00798234	-0.0129792	-0.113232	0.0784675	0.00581085	-0.0607499	0.010595	-0.0591002	0.0804208	-0.222853	0.0616501
1.356	1.07603	0.581864	-0.0102796	-0.00796045	-0.0130882	-0.11299	0.0777872	0.00596365	-0.0624888	0.0109477	-0.0544631	0.0877475	-0.234453	0.0634097
1.358	1.0772	0.581717	-0.0102737	-0.00796045	-0.0133439	-0.113112	0.0777877	0.0059684	0.00291716	0	-0.127893	-0.0424913	0.000192495	0.00330916
1.36	1.07836	0.581571	-0.010394	-0.00793902	-0.0134512	-0.112867	0.0771091	0.00611726	-0.0601136	0.0107149	-0.0536513	0.0885382	-0.233932	0.0619823
1.362	1.07952	0.581425	-0.0105043	-0.00791913	-0.013565	-0.112641	0.0764672	0.0062552	-0.0551542	0.00994432	-0.0568856	0.0821454	-0.221333	0.057693
1.364	1.08068	0.581278	-0.0104945	-0.00791913	-0.0138205	-0.11276	0.0764676	0.00625978	0.00487562	0	-0.127737	-0.0416193	0.000172724	0.00318687
1.366	1.08185	0.581132	-0.0106069	-0.00789855	-0.0139249	-0.112511	0.0757906	0.00640181	-0.0561745	0.0102871	-0.0522169	0.0898385	-0.233499	0.0595349
1.368	1.08301	0.580986	-0.0107094	-0.00787946	-0.014036	-0.112283	0.0751503	0.00653351	-0.0512801	0.00954559	-0.0555211	0.0824683	-0.220902	0.0554824
1.37	1.08417	0.58084	-0.0106958	-0.00787946	-0.0142911	-0.1124	0.0751508	0.00653792	0.00682851	0	-0.127551	-0.0407484	0.000154177	0.00306705
1.372	1.08533	0.580694	-0.0108116	-0.00785774	-0.0143758	-0.11212	0.0744084	0.00668593	-0.0578997	0.0108597	-0.0423674	0.101059	-0.256174	0.0625013
1.374	1.08649	0.580548	-0.0109105	-0.00783856	-0.0144748	-0.11188	0.0737416	0.0068159	-0.0494822	0.00959172	-0.0494849	0.0868637	-0.230181	0.0552463
1.376	1.08765	0.580402	-0.0109995	-0.00782077	-0.0145803	-0.111658	0.0731136	0.00693564	-0.0444786	0.00889699	-0.0527578	0.0801956	-0.216855	0.0511619
1.378	1.08881	0.580256	-0.0109865	-0.00781979	-0.0148265	-0.111752	0.0730791	0.00694612	0.0065015	0.000489044	-0.123093	-0.0329206	-0.0118958	0.00554376
1.38	1.08997	0.580169	-0.0110759	-0.00780141	-0.0149219	-0.11151	0.0724193	0.00706844	-0.0447006	0.0091914	-0.0476895	0.0874196	-0.22788	0.05243
1.382	1.09113	0.580081	-0.0111557	-0.00778435	-0.0150242	-0.111284	0.0717962	0.00718137	-0.0399076	0.00852971	-0.0511712	0.0814104	-0.215287	0.0486568
1.384	1.09229	0.579994	-0.011133	-0.00778435	-0.0152783	-0.111395	0.0717965	0.00718538	0.0113648	0	-0.12704	-0.0387328	0.000112725	0.00278661
1.386	1.09345	0.579907	-0.0112132	-0.0077667	-0.0153706	-0.111149	0.0711402	0.00730111	-0.0401315	0.00882472	-0.0461668	0.0888064	-0.226785	0.0500259
1.388	1.09461	0.579819	-0.0112843	-0.00775029	-0.0154701	-0.11092	0.0705197	0.0074082	-0.0355357	0.00820079	-0.0497488	0.0823089	-0.214452	0.0465443
1.39	1.09577	0.579732	-0.0112577	-0.00775029	-0.0157237	-0.111029	0.0705201	0.00741205	0.0133013	0	-0.126794	-0.0378762	9.84492e-05	0.00267704
1.392	1.09693	0.579645	-0.0113288	-0.00773333	-0.015813	-0.110783	0.0698677	0.00752178	-0.0355361	0.00848346	-0.0446316	0.0882415	-0.225536	0.0478873
1.394	1.09809	0.579557	-0.0113902	-0.00771759	-0.0159091	-0.110563	0.0692549	0.00762249	-0.0306895	0.00786896	-0.0480769	0.0792972	-0.211891	0.0442825
1.396	1.09925	0.57947	-0.0113597	-0.00771759	-0.0161621	-0.110669	0.0692552	0.00762618	0.0152322	0	-0.126518	-0.03702	8.52227e-05	0.00257007
1.398	1.10041	0.579383	-0.0114202	-0.00770128	-0.0162476	-0.110433	0.0686138	0.00772861	-0.0302463	0.00815607	-0.0427029	0.0851639	-0.221818	0.0452444
1.4	1.10157	0.579296	-0.0114714	-0.00768608	-0.0163401	-0.110214	0.0680109	0.00782258	-0.0256156	0.00759896	-0.0462772	0.0785591	-0.208602	0.0417746
1.402	1.10273	0.579209	-0.0114371	-0.00768608	-0.0165925	-0.110318	0.0680111	0.00782612	0.0171568	0	-0.126214	-0.0361641	7.3088e-05	0.002466
1.404	1.10388	0.579122	-0.0114872	-0.00767029	-0.0166743	-0.11008	0.0673786	0.00792176	-0.0250516	0.00789588	-0.0408984	0.085331	-0.218891	0.0427127
1.406	1.10504	0.579034	-0.0115328	-0.00765474	-0.0167545	-0.109842	0.0667492	0.00801422	-0.0227718	0.00777471	-0.0400955	0.0855629	-0.217834	0.0415303
1.408	1.1062	0.578947	-0.0115697	-0.00764022	-0.0168423	-0.109621	0.0661553	0.00809923	-0.0184772	0.00725922	-0.0438995	0.0794929	-0.2056	0.0384481
1.41	1.10736	0.57886	-0.0115303	-0.00764022	-0.0170938	-0.109721	0.0661555	0.00810256	0.0197127	0	-0.125762	-0.035024	5.68096e-05	0.00232374
1.412	1.10852	0.578773	-0.0115658	-0.00762511	-0.0171709	-0.10948	0.0655306	0.00818931	-0.017747	0.0075558	-0.0385018	0.0864809	-0.216392	0.0394328
1.414	1.10967	0.578686	-0.0115969	-0.00761021	-0.0172464	-0.109237	0.0649072	0.00827345	-0.015557	0.0074515	-0.0377845	0.0868286	-0.215885	0.0384779
1.416	1.11083	0.578599	-0.0115537	-0.00761021	-0.0174972	-0.109335	0.0649074	0.00827664	0.0216213	0	-0.12539	-0.034169	4.66985e-05	0.00222466
1.418	1.11199	0.578512	-0.0115789	-0.00759556	-0.017571	-0.109097	0.0642881	0.00835792	-0.0126409	0.00732464	-0.0368779	0.0855409	-0.214547	0.0374559
1.42	1.11314	0.578425	-0.0115994	-0.00758118	-0.017643	-0.108864	0.0636749	0.00843604	-0.0102542	0.00718612	-0.0360458	0.0835035	-0.212452	0.036302
1.422	1.1143	0.578339	-0.0115524	-0.00758118	-0.017893	-0.108959	0.0636751	0.0084391	0.0235222	0	-0.124989	-0.0333145	3.7467e-05	0.00212823
1.424	1.11546	0.578252	-0.0115669	-0.00756705	-0.0179632	-0.108727	0.0630676	0.00851411	-0.0072561	0.00706938	-0.0351081	0.0831086	-0.210531	0.0351291
1.426	1.11661	0.578165	-0.0115767	-0.00755312	-0.0180319	-0.108495	0.0624649	0.00858618	-0.0049124	0.00696411	-0.0343447	0.0830266	-0.208907	0.0340164
1.428	1.11777	0.578078	-0.0115259	-0.00755312	-0.018281	-0.108588	0.0624651	0.0085891	0.0254151	0	-0.124559	-0.0324605	2.91143e-05	0.00203463
1.43	1.11893	0.577991	-0.0115298	-0.00753938	-0.018348	-0.108355	0.0618663	0.00865833	-0.00196195	0.00686626	-0.0334649	0.0834669	-0.207588	0.0329422
1.432	1.12008	0.577905	-0.0115318	-0.00752513	-0.0184038	-0.108104	0.0612395	0.00872819	-0.00100529	0.00712815	-0.0279278	0.0898124	-0.217365	0.0334996
1.434	1.12124	0.577818	-0.0115239	-0.00751246	-0.0184776	-0.107886	0.0606778	0.00878899	0.0039479	0.00633241	-0.0369028	0.0779536	-0.194801	0.0294654
1.436	1.12239	0.577731	-0.0114681	-0.00751246	-0.0187255	-0.107975	0.060678	0.00879172	0.0279257	0	-0.123943	-0.0313228	1.81164e-05	0.00190766
1.438	1.12355	0.577644	-0.0114571	-0.00749926	-0.018788	-0.107738	0.0600872	0.00885342	0.00548033	0.0066033	-0.0312394	0.0846441	-0.204932	0.0301343
1.44	1.1247	0.577558	-0.0114417	-0.00748624	-0.018849	-0.107504	0.0595003	0.00891275	0.00772357	0.00650739	-0.0305162	0.0837691	-0.203645	0.0292628
1.442	1.12586	0.577529	-0.0113821	-0.00748624	-0.019096	-0.107591	0.0595005	0.00891536	0.0298012	0	-0.123459	-0.0304729	1.15663e-05	0.0018202
1.444	1.12701	0.5775	-0.0113609	-0.00747347	-0.0191551	-0.107362	0.0589205	0.00897185	0.0106146	0.00638417	-0.0295739	0.0816659	-0.20125	0.0282105
1.446	1.12817	0.577471	-0.0113351	-0.00746091	-0.0192127	-0.107136	0.0583469	0.00902557	0.0128684	0.00628239	-0.0288167	0.0807512	-0.199105	0.0271505
1.448	1.12932	0.577442	-0.0112718	-0.00746091	-0.0194587	-0.107221	0.0583471	0.00902806	0.0316743	0	-0.122972	-0.029629	5.74408e-06	0.00173579
1.45	1.13048	0.577413	-0.0112403	-0.00744852	-0.0195145	-0.106995	0.0577787	0.00907902	0.0157324	0.00619276	-0.0279243	0.0808412	-0.197318	0.0260971
