t_real	tv	d_tv	e_p_x	e_p_y	e_p_z	e_o_x	e_o_y	e_o_z	e_v_lin_x	e_v_lin_y	e_v_lin_z	e_v_ang_x	e_v_ang_y	e_v_ang_z
12.682	5.69563	0.319107	0.0034361	-0.0059994	-0.0148576	-0.103605	-0.0483948	0.00486964	0.0699309	0	-0.00585103	-0.0703421	-9.06764e-05	-0.0033956
12.684	5.69626	0.319107	0.00338269	-0.00599767	-0.0148016	-0.103474	-0.0484699	0.00482655	-0.0267048	0.000864405	0.0280069	0.0463898	-0.0268569	-0.0125813
12.686	5.6969	0.319107	0.00333941	-0.00599624	-0.0147492	-0.103359	-0.0485402	0.00478523	-0.0216411	0.000713618	0.0262177	0.0405601	-0.0251668	-0.0121932
12.688	5.69754	0.319107	0.00328582	-0.00599496	-0.0146932	-0.103226	-0.0486137	0.00474156	-0.0267944	0.000641243	0.0279838	0.0470499	-0.0263361	-0.0127956
12.69	5.69818	0.319107	0.0034258	-0.00599496	-0.0147033	-0.103426	-0.0486131	0.00473672	0.0699921	0	-0.00506549	-0.0700628	-8.15002e-05	-0.00339787
12.692	5.69882	0.319107	0.00337203	-0.00599391	-0.0146469	-0.103291	-0.0486861	0.00469268	-0.0268858	0.000525078	0.0282141	0.0474663	-0.0261811	-0.0129219
12.694	5.69946	0.319107	0.00331797	-0.00599309	-0.0145904	-0.103156	-0.048759	0.00464822	-0.0270291	0.000407957	0.0282737	0.0477964	-0.0260897	-0.013065
12.696	5.70009	0.319107	0.00345804	-0.00599309	-0.0145993	-0.103356	-0.0487583	0.00464339	0.0700323	0	-0.00447591	-0.069853	-7.51478e-05	-0.00339818
12.698	5.70073	0.319107	0.00340399	-0.0059925	-0.0145425	-0.103221	-0.0488307	0.00459861	-0.0270219	0.000295233	0.0283844	0.0476318	-0.0259643	-0.0131862
12.7	5.70137	0.319107	0.0033603	-0.00599213	-0.0144895	-0.103104	-0.0488987	0.00455573	-0.0218481	0.000185083	0.0265391	0.041286	-0.0243804	-0.012756
12.702	5.70201	0.319107	0.00330645	-0.00599194	-0.0144332	-0.102969	-0.0489694	0.00451054	-0.0269226	9.84867e-05	0.0281272	0.0475106	-0.0253699	-0.0133636
12.704	5.70265	0.319107	0.00344661	-0.00599194	-0.0144406	-0.103168	-0.0489687	0.0045057	0.0700782	0	-0.00368932	-0.0695726	-6.5713e-05	-0.00339965
12.706	5.70328	0.319107	0.00339277	-0.00599194	-0.0143841	-0.103033	-0.0490384	0.00446027	-0.0269205	-7.5007e-07	0.0282434	0.0477871	-0.0250151	-0.0134563
12.708	5.70392	0.319107	0.00334905	-0.00599212	-0.014331	-0.102914	-0.0491036	0.00441671	-0.0218592	-9.29932e-05	0.0265506	0.041876	-0.0234332	-0.0130255
12.71	5.70456	0.319107	0.00348926	-0.00599212	-0.0143372	-0.103113	-0.0491029	0.00441187	0.0701067	0	-0.00309907	-0.069362	-5.93979e-05	-0.003399
12.712	5.7052	0.319107	0.0034454	-0.00599249	-0.0142837	-0.102993	-0.0491675	0.00436803	-0.0219289	-0.000183749	0.0267623	0.042226	-0.0232332	-0.0131278
12.714	5.70584	0.319107	0.00340132	-0.00599304	-0.0142301	-0.102873	-0.0492317	0.00432385	-0.0220417	-0.000275745	0.0268044	0.042518	-0.0230897	-0.0132441
12.716	5.70648	0.319107	0.00354158	-0.00599304	-0.0142351	-0.103071	-0.049231	0.00431901	0.0701304	0	-0.00250859	-0.0691511	-5.31865e-05	-0.00339785
12.718	5.70711	0.319107	0.00348697	-0.00599383	-0.0141777	-0.102932	-0.0492985	0.00427224	-0.0273068	-0.000392274	0.0286883	0.0491078	-0.02427	-0.0139247
12.72	5.70775	0.319107	0.00343241	-0.0059948	-0.0141206	-0.102791	-0.0493657	0.00422521	-0.0272759	-0.000485928	0.0285654	0.0494733	-0.0241865	-0.0140153
12.722	5.70839	0.319107	0.00338828	-0.00599587	-0.014067	-0.10267	-0.0494286	0.00418021	-0.0220667	-0.000536009	0.0267959	0.0428896	-0.0226735	-0.0135405
12.724	5.70903	0.319107	0.00351835	-0.00599593	-0.0140672	-0.102849	-0.0494314	0.00417314	0.0650326	-3.18709e-05	-0.00013537	-0.0626748	-0.00129003	-0.00396423
12.726	5.70967	0.319107	0.00345384	-0.0059973	-0.0140073	-0.102694	-0.0495001	0.00412347	-0.032251	-0.000681191	0.0299944	0.0548855	-0.0247294	-0.0147734
12.728	5.7103	0.319107	0.00359417	-0.0059973	-0.0140099	-0.10289	-0.0494994	0.00411864	0.0701627	0	-0.00132715	-0.0687281	-3.97461e-05	-0.00339621
12.73	5.71094	0.319107	0.00353993	-0.00599874	-0.0139529	-0.102752	-0.0495635	0.00407099	-0.0271179	-0.000723028	0.0285013	0.0487323	-0.0230906	-0.014298
12.732	5.71158	0.319107	0.00348563	-0.00600034	-0.013896	-0.102614	-0.0496266	0.0040231	-0.0271521	-0.000797507	0.0284386	0.0488935	-0.0227633	-0.0143981
12.734	5.71222	0.319107	0.00362597	-0.00600034	-0.0138975	-0.10281	-0.0496259	0.00401827	0.0701713	0	-0.000736271	-0.0685161	-3.30615e-05	-0.00339474
12.736	5.71286	0.319107	0.00356126	-0.00600218	-0.0138372	-0.102653	-0.0496915	0.00396779	-0.0323552	-0.000921725	0.0301408	0.0554085	-0.0236809	-0.0150935
12.738	5.7135	0.319107	0.00350656	-0.00600409	-0.01378	-0.102513	-0.0497533	0.00391923	-0.0273499	-0.000955712	0.0286131	0.0494977	-0.0223098	-0.0146356
12.74	5.71413	0.319107	0.00364691	-0.00600409	-0.0137803	-0.102708	-0.0497525	0.00391441	0.0701751	0	-0.000145337	-0.0683037	-2.61426e-05	-0.00339323
12.742	5.71477	0.319107	0.0035919	-0.00600616	-0.0137226	-0.102567	-0.049814	0.00386546	-0.0275082	-0.00103583	0.0288513	0.0498609	-0.0221968	-0.0147682
12.744	5.71541	0.319107	0.00353665	-0.00600842	-0.0136649	-0.102424	-0.0498756	0.00381622	-0.0276258	-0.0011262	0.0288198	0.0502162	-0.0222661	-0.0148592
12.746	5.71605	0.319107	0.00367699	-0.00600842	-0.0136641	-0.102619	-0.0498748	0.00381139	0.0701738	0	0.000445607	-0.0680911	-1.93299e-05	-0.00339134
12.748	5.71669	0.319107	0.00363214	-0.00601077	-0.0136095	-0.102494	-0.0499341	0.00376449	-0.0224259	-0.00117551	0.0272815	0.0443047	-0.0214324	-0.0142261
12.75	5.71733	0.319107	0.00358734	-0.00601334	-0.0135553	-0.102368	-0.0499937	0.00371768	-0.0224005	-0.00128528	0.0270784	0.0446166	-0.0215349	-0.0141835
12.752	5.71796	0.319107	0.00354251	-0.00601613	-0.0135015	-0.10224	-0.0500533	0.00367095	-0.0224133	-0.0013972	0.026919	0.0449694	-0.0215207	-0.0141451
12.754	5.7186	0.319107	0.00368284	-0.00601613	-0.013499	-0.102434	-0.0500525	0.00366613	0.0701644	0	0.00123348	-0.0678069	-9.71192e-06	-0.00338972
12.756	5.71924	0.319107	0.0036379	-0.00601915	-0.013445	-0.102306	-0.0501119	0.00361946	-0.022469	-0.00151131	0.0270029	0.0454076	-0.0214658	-0.014115
12.758	5.71988	0.319107	0.00358248	-0.0060226	-0.0133884	-0.102158	-0.0501745	0.00357048	-0.0277138	-0.00172105	0.0283308	0.0520756	-0.0225919	-0.0146983
12.76	5.72052	0.319107	0.00372278	-0.0060226	-0.0133847	-0.102351	-0.0501737	0.00356567	0.0701515	0	0.00182428	-0.0675934	-3.17531e-06	-0.00338758
12.762	5.72115	0.319107	0.00366705	-0.0060263	-0.0133278	-0.102202	-0.0502361	0.00351666	-0.0278633	-0.00185207	0.0284705	0.0525286	-0.022538	-0.0146995
12.764	5.72179	0.319107	0.0036213	-0.00603006	-0.0132736	-0.102071	-0.0502951	0.00346989	-0.0228768	-0.00187715	0.0270753	0.0465694	-0.0213242	-0.0141241
12.766	5.72243	0.319107	0.00376157	-0.00603006	-0.0132688	-0.102263	-0.0502944	0.00346508	0.0701336	0	0.00241496	-0.0673796	3.34013e-06	-0.00338533
12.768	5.72307	0.319107	0.00370502	-0.00603428	-0.0132115	-0.102112	-0.0503567	0.00341585	-0.0282716	-0.0021125	0.0286699	0.0533475	-0.0225118	-0.0147552
12.77	5.72371	0.319107	0.0036584	-0.00603851	-0.0131568	-0.101978	-0.0504155	0.00336878	-0.0233116	-0.00211725	0.0273372	0.0472255	-0.0212912	-0.0142147
12.772	5.72435	0.319107	0.00379862	-0.00603851	-0.0131508	-0.10217	-0.0504148	0.00336396	0.0701108	0	0.00300546	-0.0671654	9.85898e-06	-0.00338299
12.774	5.72498	0.319107	0.00374151	-0.00604311	-0.0130931	-0.102022	-0.0504758	0.00331435	-0.028557	-0.00229588	0.0288352	0.0524865	-0.0220567	-0.0149314
12.776	5.72562	0.319107	0.00368431	-0.00604778	-0.0130356	-0.101876	-0.0505349	0.00326456	-0.0285975	-0.0023363	0.0287577	0.0516172	-0.0214287	-0.0150494
12.778	5.72626	0.319107	0.00364776	-0.00605202	-0.0129834	-0.101766	-0.0505862	0.00321932	-0.0182739	-0.00211876	0.0260728	0.0388366	-0.0186327	-0.0139197
12.78	5.7269	0.319107	0.00377751	-0.00605227	-0.0129732	-0.101939	-0.0505885	0.00321213	0.064873	-0.000125441	0.00510885	-0.0606611	-0.00106327	-0.00400332
12.782	5.72754	0.319107	0.00373034	-0.00605681	-0.0129181	-0.101812	-0.0506414	0.00316427	-0.0235857	-0.00227354	0.0275829	0.0450999	-0.0192426	-0.0146457
12.784	5.72817	0.319107	0.00366204	-0.00606194	-0.0128577	-0.101648	-0.0506991	0.0031113	-0.0341484	-0.00256233	0.0301961	0.0576561	-0.0209573	-0.0160309
12.786	5.72881	0.319107	0.00362468	-0.00606636	-0.012805	-0.101537	-0.0507473	0.00306524	-0.0186832	-0.00221026	0.0263441	0.0391702	-0.0175551	-0.0142521
12.788	5.72945	0.319107	0.00375428	-0.00606662	-0.0127932	-0.10171	-0.0507494	0.003058	0.0648018	-0.000130994	0.00586702	-0.0603632	-0.000999039	-0.00402047
12.79	5.73009	0.319107	0.00369556	-0.00607164	-0.0127349	-0.101563	-0.0508027	0.00300667	-0.0293598	-0.00251065	0.0291743	0.0519252	-0.0194307	-0.0156766
12.792	5.73073	0.319107	0.00363643	-0.00607674	-0.0126765	-0.101416	-0.0508557	0.0029549	-0.029565	-0.0025476	0.0291936	0.0518174	-0.0193039	-0.0158394
12.794	5.73137	0.319107	0.0037764	-0.00607674	-0.0126662	-0.101606	-0.0508549	0.00295011	0.0699846	0	0.0051685	-0.0663772	3.66533e-05	-0.00337383
12.796	5.732	0.319107	0.00372782	-0.00608156	-0.0126102	-0.10148	-0.0509049	0.00290058	-0.0242906	-0.0024112	0.0279664	0.0446927	-0.0182567	-0.0152858
12.798	5.73264	0.319107	0.00365844	-0.00608685	-0.0125497	-0.10132	-0.0509598	0.00284596	-0.0346916	-0.00264546	0.0302687	0.0562983	-0.0200085	-0.0166904
12.8	5.73328	0.319107	0.00379831	-0.00608685	-0.0125382	-0.101509	-0.050959	0.00284117	0.0699386	0	0.00575766	-0.0661615	4.35497e-05	-0.00337011
12.802	5.73392	0.319107	0.00373942	-0.0060918	-0.01248	-0.101368	-0.0510099	0.0027889	-0.0294478	-0.00247607	0.029071	0.0499255	-0.0186042	-0.0160961
12.804	5.73456	0.319107	0.00368048	-0.00609669	-0.0124221	-0.101227	-0.0510598	0.00273647	-0.0294659	-0.00244117	0.0289665	0.0498716	-0.0182378	-0.0161716
12.806	5.73519	0.319107	0.0036319	-0.00610125	-0.0123667	-0.101103	-0.0511062	0.00268636	-0.024293	-0.00228376	0.0277219	0.0438472	-0.0169912	-0.015574
12.808	5.73583	0.319107	0.00377164	-0.00610125	-0.0123536	-0.101291	-0.0511054	0.00268158	0.0698696	0	0.00654255	-0.0658733	5.37429e-05	-0.00336557
12.81	5.73647	0.319107	0.00371235	-0.00610602	-0.0122954	-0.101149	-0.0511537	0.00262872	-0.0296439	-0.00238421	0.0290823	0.0501512	-0.0177017	-0.0163398
12.812	5.73711	0.319107	0.00365278	-0.00611075	-0.0122372	-0.101007	-0.0512014	0.00257558	-0.0297875	-0.00236159	0.0290846	0.0503154	-0.0175187	-0.0164452
12.814	5.73775	0.319107	0.0037924	-0.00611075	-0.012223	-0.101195	-0.0512006	0.0025708	0.069812	0	0.00713069	-0.0656569	6.06801e-05	-0.00336112
12.816	5.73839	0.319107	0.00373253	-0.00611543	-0.0121645	-0.101052	-0.0512481	0.00251739	-0.0299361	-0.00234339	0.0292614	0.0503077	-0.0174205	-0.0165429
12.818	5.73902	0.319107	0.00368332	-0.00611984	-0.0121085	-0.100929	-0.0512929	0.00246644	-0.0246026	-0.00220407	0.0279587	0.0434833	-0.0164718	-0.0159048
12.82	5.73966	0.319107	0.00382282	-0.00611984	-0.0120931	-0.101117	-0.0512921	0.00246167	0.0697495	0	0.00771831	-0.0654401	6.74448e-05	-0.00335636
12.822	5.7403	0.319107	0.00376325	-0.00612445	-0.0120348	-0.100977	-0.0513387	0.00240811	-0.0297839	-0.00230628	0.0291341	0.0492552	-0.0171228	-0.0166357
12.824	5.74094	0.319107	0.00370377	-0.00612902	-0.0119768	-0.100838	-0.0513842	0.00235451	-0.0297401	-0.00228613	0.0290088	0.0491901	-0.0167437	-0.0166706
12.826	5.74158	0.319107	0.00384314	-0.00612902	-0.0119602	-0.101024	-0.0513833	0.00234975	0.069682	0	0.0083054	-0.065223	7.43693e-05	-0.00335153
12.828	5.74222	0.319107	0.00378361	-0.00613356	-0.011902	-0.100885	-0.0514278	0.00229607	-0.0297639	-0.00226905	0.0291204	0.0493448	-0.0163858	-0.0167095
12.83	5.74285	0.319107	0.00372399	-0.00613807	-0.0118438	-0.100745	-0.0514714	0.00224227	-0.0298081	-0.00225577	0.0290751	0.0494924	-0.0160825	-0.0167638
12.832	5.74349	0.319107	0.00386321	-0.00613807	-0.011826	-0.100931	-0.0514706	0.00223752	0.0696096	0	0.00889189	-0.0650056	8.12824e-05	-0.00334639
12.834	5.74413	0.319107	0.00381385	-0.00614233	-0.0117696	-0.100807	-0.0515112	0.00218614	-0.0246808	-0.00212858	0.0282022	0.043704	-0.0150107	-0.0161168
12.836	5.74477	0.319107	0.00373279	-0.00614729	-0.0117069	-0.100631	-0.0515582	0.00212675	-0.0405316	-0.00247804	0.0313792	0.061998	-0.0173289	-0.0183382
12.838	5.74541	0.319107	0.00368322	-0.00615154	-0.0116506	-0.100508	-0.0515981	0.00207508	-0.0247847	-0.0021277	0.028116	0.0435167	-0.0147812	-0.0162359
12.84	5.74604	0.319107	0.00382223	-0.00615154	-0.0116313	-0.100693	-0.0515972	0.00207033	0.0695054	0	0.00967289	-0.0647152	9.1714e-05	-0.00334014
12.842	5.74668	0.319107	0.00377279	-0.0061558	-0.011575	-0.100571	-0.0516367	0.00201869	-0.0247179	-0.00212995	0.02817	0.0432983	-0.0146195	-0.0162386
12.844	5.74732	0.319107	0.00370257	-0.00616054	-0.0115149	-0.100415	-0.0516796	0.0019619	-0.0351128	-0.00236936	0.0300396	0.0552371	-0.0158787	-0.0176742
12.846	5.74796	0.319107	0.00384141	-0.00616054	-0.0114944	-0.100599	-0.0516787	0.00195716	0.0694214	0	0.0102578	-0.064497	9.85921e-05	-0.00333448
12.848	5.7486	0.319107	0.00378163	-0.00616505	-0.0114361	-0.100459	-0.0517184	0.00190298	-0.0298901	-0.00225606	0.0291236	0.0494261	-0.0147022	-0.0169633
12.85	5.74924	0.319107	0.0037218	-0.00616958	-0.011378	-0.100319	-0.0517571	0.00184877	-0.0299132	-0.00226462	0.0290596	0.0496061	-0.0143829	-0.0169871
12.852	5.74987	0.319107	0.00386047	-0.00616958	-0.0113563	-0.100503	-0.0517562	0.00184404	0.0693326	0	0.0108421	-0.0642785	0.000105434	-0.00332852
12.854	5.75051	0.319107	0.00380045	-0.00617414	-0.0112979	-0.100361	-0.0517941	0.00178974	-0.0300103	-0.00227714	0.0292263	0.0498898	-0.0141239	-0.0170239
12.856	5.75115	0.319107	0.00375068	-0.00617848	-0.0112413	-0.100237	-0.0518295	0.00173791	-0.0248856	-0.00217228	0.0282854	0.044099	-0.013186	-0.0163554
12.858	5.75179	0.319107	0.00388915	-0.00617848	-0.0112184	-0.10042	-0.0518286	0.00173319	0.0692388	0	0.0114255	-0.0640597	0.000112076	-0.00332217
12.86	5.75243	0.319107	0.00381808	-0.00618335	-0.0111576	-0.10026	-0.0518675	0.00167591	-0.0355355	-0.00243453	0.0303947	0.0564331	-0.0145042	-0.0178766
12.862	5.75306	0.319107	0.00375713	-0.00618791	-0.0110987	-0.100117	-0.051904	0.00162107	-0.0304778	-0.00227919	0.0294546	0.0506531	-0.0136271	-0.0172161
12.864	5.7537	0.319107	0.00389541	-0.00618791	-0.0110747	-0.100299	-0.0519032	0.00161636	0.0691402	0	0.0120082	-0.0638406	0.000119108	-0.00331592
12.866	5.75434	0.319107	0.00383397	-0.00619218	-0.0110156	-0.100156	-0.0519393	0.00156148	-0.0307166	-0.00213596	0.0295689	0.0507282	-0.0135044	-0.017233
12.868	5.75498	0.319107	0.00378259	-0.00619595	-0.0109584	-0.10003	-0.0519733	0.00150909	-0.0256905	-0.00188519	0.0286085	0.0444262	-0.0127104	-0.0165649
12.87	5.75562	0.319107	0.00392067	-0.00619595	-0.0109332	-0.100212	-0.0519724	0.00150438	0.0690366	0	0.01259	-0.0636212	0.000125741	-0.00330927
12.872	5.75626	0.319107	0.00385813	-0.00619964	-0.0108738	-0.10007	-0.0520081	0.00144913	-0.031267	-0.00184446	0.0296688	0.0502697	-0.0133788	-0.0173833
12.874	5.75689	0.319107	0.00379495	-0.00620304	-0.0108145	-0.099928	-0.0520438	0.0013936	-0.0315898	-0.00169887	0.029656	0.0501471	-0.0133704	-0.0174793
12.876	5.75753	0.319107	0.00393281	-0.00620304	-0.0107882	-0.100109	-0.0520429	0.00138891	0.0689281	0	0.0131709	-0.0634015	0.000132569	-0.00330266
12.878	5.75817	0.319107	0.00386883	-0.00620616	-0.0107285	-0.0999674	-0.0520787	0.00133309	-0.0319899	-0.00155838	0.0298611	0.0501704	-0.0133982	-0.0175789
12.88	5.75881	0.319107	0.00381472	-0.00620886	-0.0106704	-0.0998425	-0.0521127	0.00127966	-0.0270537	-0.00135158	0.0290379	0.0441927	-0.0127426	-0.0169314
12.882	5.75945	0.319107	0.00375982	-0.00621133	-0.0106122	-0.0997175	-0.052147	0.00122591	-0.0274512	-0.00123468	0.0291027	0.0441993	-0.0128318	-0.017041
12.884	5.76009	0.319107	0.00389737	-0.00621133	-0.0105843	-0.099898	-0.052146	0.00122123	0.0687759	0	0.013944	-0.063108	0.000142553	-0.00329437
12.886	5.76072	0.319107	0.00383095	-0.00621368	-0.010524	-0.0997567	-0.0521826	0.00116442	-0.0332109	-0.00117418	0.0301488	0.0499735	-0.0136981	-0.0179167
12.888	5.76136	0.319107	0.00376422	-0.00621568	-0.0104641	-0.0996185	-0.0522198	0.00110746	-0.0279888	-0.000953687	0.0291567	0.0429862	-0.0131871	-0.0172126
12.89	5.762	0.319107	0.00390154	-0.00621568	-0.010435	-0.0997984	-0.0522189	0.00110279	0.068656	0	0.0145226	-0.0570268	-0.000592456	-0.00406238
12.892	5.76264	0.319107	0.00383437	-0.00621732	-0.010375	-0.0996622	-0.052256	0.00104577	-0.0335808	-0.000818877	0.0299944	0.0481784	-0.0138898	-0.0180248
12.894	5.76328	0.319107	0.00397152	-0.00621732	-0.0103452	-0.0998416	-0.0522551	0.00104111	0.0685734	0	0.0149078	-0.0627404	0.000152768	-0.00328258
12.896	5.76391	0.319107	0.00387147	-0.00621876	-0.0102804	-0.0996568	-0.0522977	0.000975752	-0.0500247	-0.000719505	0.0323865	0.0652693	-0.0159346	-0.0203958
12.898	5.76455	0.319107	0.00372743	-0.00621984	-0.01021	-0.0994067	-0.0523476	0.000899212	-0.0720196	-0.000542031	0.0352352	0.0881832	-0.0186457	-0.0235797
12.9	5.76519	0.319107	0.00384266	-0.0062199	-0.010176	-0.0995525	-0.0523506	0.00088902	0.0576165	-2.82166e-05	0.0169993	-0.0509336	-0.00127789	-0.00484257
12.902	5.76583	0.319107	0.00377338	-0.00622025	-0.0101161	-0.0994181	-0.0523865	0.000831669	-0.0346398	-0.000174536	0.0299395	0.0475484	-0.0134841	-0.0181771
12.904	5.76647	0.319107	0.00371426	-0.00622027	-0.0100577	-0.0993002	-0.0524204	0.000776927	-0.0295637	-1.27712e-05	0.0291887	0.0417362	-0.0127428	-0.0174521
12.906	5.76711	0.319107	0.00383998	-0.00622026	-0.0100241	-0.099462	-0.0524214	0.000769494	0.0628632	3.54673e-06	0.0167955	-0.0565169	-0.000548819	-0.00406014
12.908	5.76774	0.319107	0.00376909	-0.00621997	-0.00996391	-0.0993279	-0.0524574	0.000711738	-0.0354484	0.000149225	0.0301037	0.0474357	-0.0135154	-0.0183193
12.91	5.76838	0.319107	0.00390553	-0.00621997	-0.00993103	-0.0995056	-0.0524564	0.000707102	0.0682214	0	0.0164438	-0.0621503	0.000172001	-0.00326519
12.912	5.76902	0.319107	0.0038342	-0.00621936	-0.00987082	-0.0993735	-0.052493	0.00064929	-0.0356638	0.000304564	0.0301044	0.0467406	-0.0137194	-0.0183461
12.914	5.76966	0.319107	0.00376262	-0.0062184	-0.00981107	-0.0992429	-0.0525294	0.000591655	-0.0357915	0.000477815	0.0298733	0.0462111	-0.0136813	-0.0182995
12.916	5.7703	0.319107	0.00370166	-0.00621717	-0.00975303	-0.0991293	-0.0525634	0.00053699	-0.0304808	0.000613259	0.0290191	0.0402425	-0.0127608	-0.017462
12.918	5.77093	0.319107	0.00382676	-0.0062171	-0.0097173	-0.0992901	-0.0525643	0.00052959	0.0625529	3.86084e-05	0.017866	-0.0561855	-0.000530853	-0.00404468
12.92	5.77157	0.319107	0.00375432	-0.00621545	-0.00965788	-0.0991606	-0.0525996	0.000472312	-0.036223	0.000822875	0.0297126	0.0458266	-0.0132509	-0.0182053
12.922	5.77221	0.319107	0.00368135	-0.00621347	-0.00959868	-0.0990313	-0.0526343	0.000415151	-0.0364822	0.000989419	0.0295977	0.045749	-0.0130639	-0.0181754
12.924	5.77285	0.319107	0.00381712	-0.00621347	-0.00956312	-0.0992076	-0.0526333	0.000410537	0.0678851	0	0.0177811	-0.0616322	0.000188777	-0.00324972
12.926	5.77349	0.319107	0.00374345	-0.00621117	-0.0095037	-0.0990782	-0.0526676	0.000353445	-0.0368354	0.00115111	0.0297088	0.0457877	-0.0129268	-0.0181561
12.928	5.77413	0.319107	0.00363588	-0.00620811	-0.00944079	-0.0989007	-0.0527072	0.000288078	-0.0537851	0.00152843	0.0314544	0.0627054	-0.0148976	-0.0205117
12.93	5.77476	0.319107	0.00377135	-0.00620811	-0.00940409	-0.0990763	-0.0527062	0.000283475	0.067733	0	0.0183521	-0.0614096	0.000195885	-0.00324282
12.932	5.7754	0.319107	0.00369599	-0.00620515	-0.0093445	-0.0989468	-0.0527402	0.000226346	-0.0376785	0.00148352	0.0297934	0.0458302	-0.0128122	-0.0181725
12.934	5.77604	0.319107	0.00361976	-0.00620189	-0.00928491	-0.0988173	-0.0527742	0.000169121	-0.0381143	0.00163042	0.0297939	0.0458302	-0.0128381	-0.0182051
12.936	5.77668	0.319107	0.00375492	-0.00620189	-0.00924707	-0.0989923	-0.0527733	0.000164529	0.0675761	0	0.0189218	-0.0611868	0.00020238	-0.0032355
12.938	5.77732	0.319107	0.00367793	-0.00619835	-0.00918727	-0.0988635	-0.0528077	0.000107274	-0.0384925	0.00176648	0.0298979	0.0455901	-0.012969	-0.0182141
12.94	5.77796	0.319107	0.00360074	-0.00619456	-0.00912795	-0.0987371	-0.0528426	5.01817e-05	-0.0385935	0.0018963	0.029661	0.0447206	-0.0131352	-0.0181724
12.942	5.77859	0.319107	0.00373557	-0.00619456	-0.00908897	-0.0989115	-0.0528416	4.55995e-05	0.0674143	0	0.0194902	-0.0609636	0.000208813	-0.00322821
12.944	5.77923	0.319107	0.003658	-0.0061905	-0.00902969	-0.0987861	-0.0528761	-1.12307e-05	-0.0387881	0.00202879	0.0296399	0.0443787	-0.0130071	-0.0180948
12.946	5.77987	0.319107	0.00358005	-0.00618618	-0.00897075	-0.0986612	-0.05291	-6.78093e-05	-0.038974	0.00215978	0.0294695	0.0442146	-0.0127961	-0.0180214
12.948	5.78051	0.319107	0.00351285	-0.00618185	-0.00891304	-0.0985521	-0.0529416	-0.00012146	-0.033598	0.00216421	0.0288578	0.0386514	-0.0119298	-0.0171856
12.95	5.78115	0.319107	0.00363602	-0.00618161	-0.00887158	-0.0987099	-0.0529424	-0.000128751	0.0615833	0.000123538	0.020727	-0.0551457	-0.000452239	-0.00399337
12.952	5.78178	0.319107	0.00356818	-0.00617704	-0.00881365	-0.0986006	-0.0529736	-0.000182249	-0.0339198	0.00228214	0.0289646	0.0387343	-0.0117858	-0.0171362
12.954	5.78242	0.319107	0.00348848	-0.00617199	-0.0087549	-0.0984755	-0.0530063	-0.000238366	-0.0398477	0.00252654	0.0293796	0.0442803	-0.0123451	-0.0178792
12.956	5.78306	0.319107	0.00362252	-0.00617199	-0.00871327	-0.0986484	-0.0530053	-0.000242923	0.0670184	0	0.020811	-0.0604417	0.000224389	-0.00321127
12.958	5.7837	0.319107	0.00355329	-0.00616699	-0.00865511	-0.0985386	-0.053036	-0.00029628	-0.0346174	0.00250184	0.0290839	0.0388761	-0.0116275	-0.0170899
12.96	5.78434	0.319107	0.00347197	-0.00616148	-0.00859607	-0.0984131	-0.0530685	-0.000352356	-0.0406558	0.00275194	0.02952	0.0444294	-0.0122782	-0.0178632
12.962	5.78498	0.319107	0.00360566	-0.00616148	-0.00855332	-0.0985853	-0.0530675	-0.000356902	0.0668408	0	0.0213746	-0.0602176	0.000230333	-0.00320344
12.964	5.78561	0.319107	0.00352372	-0.00615578	-0.00849416	-0.098461	-0.0531004	-0.000412867	-0.0409683	0.00285114	0.0295787	0.0439983	-0.0124492	-0.0178262
12.966	5.78625	0.319107	0.0034417	-0.00614987	-0.00843553	-0.0983386	-0.0531338	-0.000468544	-0.0410071	0.00295292	0.0293128	0.0433186	-0.0125769	-0.0177375
12.968	5.78689	0.319107	0.00335952	-0.00614376	-0.00837737	-0.0982171	-0.0531666	-0.000523853	-0.0410907	0.00305815	0.0290798	0.0430143	-0.0123888	-0.0176258
12.97	5.78753	0.319107	0.00349272	-0.00614376	-0.00833313	-0.0983885	-0.0531656	-0.000528385	0.0665965	0	0.0221237	-0.0599182	0.000239483	-0.00319385
12.972	5.78817	0.319107	0.00341015	-0.00613743	-0.00827497	-0.0982671	-0.0531976	-0.000583345	-0.0412839	0.00316243	0.029076	0.0429746	-0.0121212	-0.0175164
12.974	5.7888	0.319107	0.00332722	-0.00613091	-0.00821712	-0.0981456	-0.053229	-0.000638006	-0.0414633	0.00326432	0.0289267	0.0429786	-0.01187	-0.0174242
12.976	5.78944	0.319107	0.00346004	-0.00613091	-0.00817175	-0.0983164	-0.053228	-0.000642526	0.0664079	0	0.0226837	-0.0596934	0.000245326	-0.00318591
12.978	5.79008	0.319107	0.00337653	-0.00612418	-0.00811375	-0.0981946	-0.0532588	-0.000696946	-0.0417535	0.00336343	0.0290011	0.0431018	-0.0116653	-0.0173456
12.98	5.79072	0.319107	0.00329248	-0.00611726	-0.00805591	-0.0980726	-0.0532891	-0.000751189	-0.042026	0.00345953	0.0289208	0.0431671	-0.0115078	-0.0172895
12.982	5.79136	0.319107	0.00342491	-0.00611726	-0.00800943	-0.0982427	-0.0532881	-0.000755698	0.0662145	0	0.0232422	-0.0594683	0.000251069	-0.00317779
