t_real, tv, d_tv, e_p_x, e_p_y,e_p_z, e_o_x, e_o_y, e_o_z, W_0x, W_0z,  W_1x, W_1z,  W_2x, W_2z,  W_3x, W_3z,p_c_x, p_c_y, p_c_z,prob0, prob1, prob2, prob3,g_l0_x, g_l0_y, g_l0_z,g_l1_x, g_l1_y, g_l1_z,g_l2_x, g_l2_y, g_l2_z,g_l3_x, g_l3_y, g_l3_z, 
0.002,0.002,1,-0.000408403,0,6.67182e-07,0.00207334,1.94648e-05,3.3624e-06,35,35,35,35,35,35,35,35,-0.0846643,7.72789e-05,0.327723,1,1,1,1,0.132775,-0.131271,0.022311,0.132911,0.138149,0.0223624,-0.238869,-0.138705,0.022307,-0.245202,0.132292,0.0222454
0.004,0.004,1,-0.000816778,0,2.66868e-06,0.00414657,3.89286e-05,6.72463e-06,35,35,35,35,35,35,35,35,-0.0846643,7.72789e-05,0.327723,1,1,1,1,0.132775,-0.131271,0.022311,0.132911,0.138149,0.0223624,-0.238869,-0.138705,0.022307,-0.245202,0.132292,0.0222454
0.006,0.006,1,-0.0012244,-5.09829e-07,6.28382e-06,0.00617146,5.81309e-05,1.09744e-05,35,35,35,35,35,35,35,35,-0.0846636,7.67691e-05,0.327724,1,1,1,1,0.132782,-0.131182,0.0222656,0.132918,0.138256,0.0224257,-0.238865,-0.138599,0.0222132,-0.245207,0.132399,0.0223462
0.008,0.008,1,-0.00163206,-1.17421e-06,1.28452e-05,0.00650579,5.31514e-05,1.06243e-05,35,35,35,35,35,35,35,35,-0.084663,7.61047e-05,0.327725,1,1,1,1,0.132786,-0.131354,0.0223145,0.13293,0.138024,0.0223572,-0.238847,-0.138829,0.0222635,-0.24521,0.132201,0.0222971
0.01,0.01,1,-0.00204019,-1.17421e-06,1.88485e-05,0.00857808,7.26064e-05,1.39932e-05,35,35,35,35,35,35,35,35,-0.084663,7.61047e-05,0.327725,1,1,1,1,0.132786,-0.131354,0.0223145,0.13293,0.138024,0.0223572,-0.238847,-0.138829,0.0222635,-0.24521,0.132201,0.0222971
0.012,0.012,1,-0.00244724,1.03832e-05,2.71714e-05,0.00957215,8.48248e-05,4.14343e-05,35,35,35,35,35,35,35,35,-0.084662,8.76622e-05,0.327726,1,1,1,1,0.132793,-0.131667,0.0224589,0.13293,0.137712,0.0222113,-0.238841,-0.13915,0.0224132,-0.24521,0.131879,0.0221547
0.014,0.014,1,-0.00285381,2.97874e-05,3.68128e-05,0.0113587,0.000110677,8.33741e-05,35,35,35,35,35,35,35,35,-0.0846608,0.000107066,0.327727,1,1,1,1,0.132797,-0.131726,0.022496,0.132924,0.137653,0.0221718,-0.238836,-0.139223,0.0224548,-0.245215,0.131806,0.0221191
0.016,0.016,1,-0.00326145,2.97874e-05,4.68143e-05,0.0134291,0.000130182,8.67276e-05,35,35,35,35,35,35,35,35,-0.0846608,0.000107066,0.327727,1,1,1,1,0.132797,-0.131726,0.022496,0.132924,0.137653,0.0221718,-0.238836,-0.139223,0.0224548,-0.245215,0.131806,0.0221191
0.018,0.018,1,-0.00366732,4.99484e-05,5.94924e-05,0.0154189,0.000157283,0.000127783,35,35,35,35,35,35,35,35,-0.0846592,0.000127227,0.327729,1,1,1,1,0.132801,-0.131722,0.0225063,0.132918,0.137657,0.0221606,-0.238831,-0.139233,0.0224684,-0.245221,0.131795,0.0221111
0.02,0.02,1,-0.00407246,7.11178e-05,7.41736e-05,0.0174066,0.000182454,0.000170321,35,35,35,35,35,35,35,35,-0.0846572,0.000148397,0.327731,1,1,1,1,0.132807,-0.131717,0.0225178,0.132913,0.137662,0.0221503,-0.238825,-0.139243,0.0224825,-0.245226,0.131785,0.0221034
0.022,0.022,1,-0.00447936,7.11178e-05,8.81673e-05,0.0194742,0.000202012,0.000173655,35,35,35,35,35,35,35,35,-0.0846572,0.000148397,0.327731,1,1,1,1,0.132807,-0.131717,0.0225178,0.132913,0.137662,0.0221503,-0.238825,-0.139243,0.0224825,-0.245226,0.131785,0.0221034
0.024,0.024,1,-0.00488352,9.21661e-05,0.000106083,0.02146,0.000225411,0.000215695,35,35,35,35,35,35,35,35,-0.0846547,0.000169445,0.327733,1,1,1,1,0.132813,-0.131712,0.0225303,0.13291,0.137667,0.0221411,-0.238819,-0.139252,0.0224968,-0.245229,0.131776,0.0220959
0.026,0.026,1,-0.00528693,0.000113109,0.000125869,0.0234449,0.000247347,0.000257269,35,35,35,35,35,35,35,35,-0.0846519,0.000190388,0.327737,1,1,1,1,0.132821,-0.131707,0.0225436,0.132907,0.137671,0.0221328,-0.238811,-0.139262,0.0225115,-0.245232,0.131766,0.0220887
0.028,0.028,1,-0.00569286,0.000113109,0.000143846,0.0255088,0.000266949,0.000260589,35,35,35,35,35,35,35,35,-0.0846519,0.000190388,0.327737,1,1,1,1,0.132821,-0.131707,0.0225436,0.132907,0.137671,0.0221328,-0.238811,-0.139262,0.0225115,-0.245232,0.131766,0.0220887
0.03,0.03,1,-0.00609513,0.000133958,0.000166796,0.0274912,0.000287751,0.000301729,35,35,35,35,35,35,35,35,-0.0846486,0.000211237,0.32774,1,1,1,1,0.132792,-0.131251,0.0223385,0.13294,0.13815,0.0223359,-0.238833,-0.138695,0.0222772,-0.245208,0.132286,0.0222723
0.032,0.032,1,-0.00649623,0.000154709,0.000191438,0.0294639,0.000306535,0.00034228,35,35,35,35,35,35,35,35,-0.0846446,0.000231988,0.327744,1,1,1,1,0.132801,-0.131249,0.0223544,0.13294,0.138152,0.022328,-0.238824,-0.138707,0.0222932,-0.245208,0.132274,0.0222645
0.034,0.034,1,-0.00690093,0.000154709,0.000213388,0.0315231,0.000326171,0.00034559,35,35,35,35,35,35,35,35,-0.0846446,0.000231988,0.327744,1,1,1,1,0.132801,-0.131249,0.0223544,0.13294,0.138152,0.022328,-0.238824,-0.138707,0.0222932,-0.245208,0.132274,0.0222645
0.036,0.036,1,-0.00729853,0.000175771,0.000240888,0.0334793,0.000342298,0.000382921,35,35,35,35,35,35,35,35,-0.0846379,0.00025305,0.327748,1,1,1,1,0.132814,-0.131252,0.0223729,0.132943,0.13815,0.0223192,-0.238811,-0.138722,0.0223109,-0.245205,0.132259,0.0222547
0.038,0.038,1,-0.00769053,0.000201986,0.000270968,0.03541,0.00035813,0.000423921,35,35,35,35,35,35,35,35,-0.0846262,0.000279265,0.327754,1,1,1,1,0.132832,-0.131256,0.0223958,0.132951,0.138146,0.0223084,-0.238793,-0.13874,0.0223331,-0.245196,0.132241,0.0222429
